"loading_design","method","H_true","G_true","n","p","n_reps","mean_alpha_rmse","sd_alpha_rmse","lower_alpha_rmse","upper_alpha_rmse","mean_lambda_rmse","sd_lambda_rmse","lower_lambda_rmse","upper_lambda_rmse","mean_joint_mu_rmse","sd_joint_mu_rmse","lower_joint_mu_rmse","upper_joint_mu_rmse","mean_joint_var_rmse","sd_joint_var_rmse","lower_joint_var_rmse","upper_joint_var_rmse","mean_joint_weight_rmse","sd_joint_weight_rmse","lower_joint_weight_rmse","upper_joint_weight_rmse","mean_flat_parameter_corr","sd_flat_parameter_corr","lower_flat_parameter_corr","upper_flat_parameter_corr"
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,3,500,500,25,0.115186896426951,0.0244257379581257,0.0663354205106992,0.164038372343202,0.507576269410592,0.166591721123484,0.174392827163625,0.84075971165756,2.00423383120952,0.83528077678529,0.333672277638937,3.6747953847801,0.902390778475655,0.195166795095085,0.512057188285486,1.29272436866582,0.116624283228709,0.0121714632338795,0.0922813567609504,0.140967209696468,0.763827854320609,0.0922910099370573,0.579245834446495,0.948409874194724
"balanced_moderate_few_positive_cross","independent_marginal_mixture",3,3,1000,500,25,0.0668753467729669,0.0069606361950071,0.0529540743829527,0.0807966191629811,0.0613925804113264,0.0022469967728369,0.0568985868656526,0.0658865739570002,0.280652016133536,0.0487889571222161,0.183074101889104,0.378229930377968,0.2222008197243,0.0164565613099943,0.189287697104312,0.255113942344289,0.0178689959508441,0.00307619000587299,0.0117166159390982,0.0240213759625901,0.988365464891128,0.00169398976429023,0.984977485362548,0.991753444419709
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,3,1000,500,25,0.071693345222255,0.0107610578504045,0.050171229521446,0.093215460923064,0.135103113261449,0.0541970665182007,0.0267089802250473,0.24349724629785,0.929967929860087,0.484979876139143,-0.0399918224181982,1.89992768213837,0.688532709307855,0.0626492971838412,0.563234114940173,0.813831303675537,0.0880859895125135,0.00657432907787605,0.0749373313567614,0.101234647668266,0.916009261541571,0.0466071093124817,0.822795042916608,1.00922348016653
"balanced_moderate_few_positive_cross","independent_marginal_mixture",3,3,2000,500,25,0.046319642723394,0.00336362845456711,0.0395923858142598,0.0530468996325282,0.0436398027793288,0.00192112964066337,0.0397975434980021,0.0474820620606556,0.26172578930539,0.0296628382944594,0.202400112716472,0.321051465894309,0.230283435444602,0.0127049010238562,0.20487363339689,0.255693237492314,0.0165881463014102,0.00272545797614877,0.0111372303491126,0.0220390622537077,0.991147531794858,0.00109096801149911,0.98896559577186,0.993329467817856
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,3,2000,500,25,0.0466027585782762,0.00468175785794105,0.0372392428623941,0.0559662742941583,0.0714118322892652,0.0263075186568865,0.0187967949754922,0.124026869603038,0.704586311231601,0.0926482569876603,0.51928979725628,0.889882825206922,0.637539528178617,0.0121852888876623,0.613168950403292,0.661910105953941,0.0741772731676234,0.00443950686562457,0.0652982594363743,0.0830562868988726,0.947512560882213,0.00809670299174024,0.931319154898732,0.963705966865693
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,100,500,25,0.375070679619924,0.0836259836344337,0.207818712351056,0.542322646888791,0.254087529869876,0.0245381372293061,0.205011255411264,0.303163804328489,0.0966739902143971,0.0302499450273356,0.0361741001597259,0.157173880269068,0.0774253728506247,0.0143653666037893,0.0486946396430461,0.106156106058203,0.0125554864877777,0.00403559234159999,0.00448430180457776,0.0206266711709777,0.91560964135671,0.0172774434964133,0.881054754363884,0.950164528349537
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,100,500,25,0.322352027246561,0.0514548303610039,0.219442366524553,0.425261687968569,1.01722853679977,0.0498702035146355,0.917488129770497,1.11696894382904,1.91987423994961,0.316968520341811,1.28593719926598,2.55381128063323,1.19787625865087,0.0753861263905425,1.04710400586979,1.34864851143196,0.235315260341394,0.00161528809848789,0.232084684144418,0.238545836538369,0.65983857603161,0.0573012441581283,0.545236087715353,0.774441064347866
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,500,500,25,0.102738314517485,0.0104346823605483,0.0818689497963884,0.123607679238582,0.0825828833702019,0.0027427502989108,0.0770973827723803,0.0880683839680235,0.0450456563767439,0.0149643614620319,0.0151169334526801,0.0749743793008076,0.0485011602812712,0.0108294166337954,0.0268423270136803,0.070159993548862,0.00521186842031183,0.00217856034499996,0.000854747730311913,0.00956898911031174,0.98803451718052,0.000966894686357941,0.986100727807804,0.989968306553236
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,500,500,25,0.104419183199246,0.0110096557353098,0.0823998717286264,0.126438494669866,0.283580153870065,0.139971063008516,0.00363802785303441,0.563522279887096,1.12899027041812,1.01883794043002,-0.908685610441919,3.16666615127816,0.75339385453662,0.208594365131537,0.336205124273545,1.17058258479969,0.0834540917213504,0.0117939068192842,0.059866278082782,0.107041905359919,0.86259809398178,0.0881630480201821,0.686271997941415,1.03892419002214
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,1000,500,25,0.0736261844317343,0.00840048376956928,0.0568252168925957,0.0904271519708729,0.0581058708705815,0.00240866470059462,0.0532885414693922,0.0629232002717707,0.0380869749942684,0.00948974798932928,0.0191074790156099,0.057066470972927,0.0436555667940527,0.00870310022353932,0.0262493663469741,0.0610617672411314,0.0042804569310841,0.00147037184832711,0.00133971323442988,0.00722120062773832,0.993769782065592,0.000638366471055286,0.992493049123481,0.995046515007702
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,1000,500,25,0.0725334858276658,0.00650132036184011,0.0595308451039856,0.085536126551346,0.126862648548588,0.0798046507766333,-0.0327466530046783,0.286471950101855,0.559305451563932,0.0525124975285337,0.454280456506864,0.664330446620999,0.530547878017721,0.0555118101995815,0.419524257618558,0.641571498416884,0.0522600179513089,0.00673261173393025,0.0387947944834484,0.0657252414191694,0.946408722870498,0.0359755403723644,0.87445764212577,1.01835980361523
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,2000,500,25,0.0484822535991472,0.00336921147564796,0.0417438306478512,0.0552206765504431,0.0404397178019454,0.000948698163725996,0.0385423214744934,0.0423371141293974,0.0304927440815697,0.00734978562185167,0.0157931728378664,0.0451923153252731,0.0424163780948179,0.00672374061031494,0.028968896874188,0.0558638593154478,0.00289693251047115,0.00132553240785119,0.000245867694768761,0.00554799732617354,0.996980466462785,0.000154313811747043,0.996671838839291,0.997289094086279
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,2000,500,25,0.0478441166104848,0.00406767362170455,0.0397087693670757,0.0559794638538939,0.0687848644766831,0.0411760397062803,-0.0135672149358775,0.151136943889244,0.521618810257616,0.0641268157860787,0.393365178685459,0.649872441829774,0.520874115170317,0.069630038032054,0.381614039106209,0.660134191234425,0.0488322404905687,0.0100415290201795,0.0287491824502098,0.0689152985309276,0.96794087657195,0.0159804425566335,0.935979991458683,0.999901761685217
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,100,500,25,0.281769841851263,0.0615802359062982,0.158609370038667,0.40493031366386,0.258651727713627,0.0414859273504526,0.175679873012722,0.341623582414532,0.453307401119483,0.219317861963836,0.0146716771918106,0.891943125047154,0.192343930243743,0.0265527196140618,0.139238491015619,0.245449369471866,0.0119489263706941,0.00259068782164623,0.00676755072740161,0.0171303020139865,0.899021519774603,0.0348427445543583,0.829336030665886,0.96870700888332
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,100,500,25,0.312427858047075,0.0502557889371243,0.211916280172826,0.412939435921323,0.997464518723058,0.0602341845292744,0.876996149664509,1.11793288778161,1.01796844550236,0.115183912191076,0.787600621120209,1.24833626988451,1.06238906535745,0.0804698821764251,0.901449301004599,1.2233288297103,0.107502033714199,0.000740031074044168,0.106021971566111,0.108982095862287,0.626893594127968,0.0577542025673262,0.511385188993315,0.74240199926262
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,500,500,25,0.0980504727161306,0.00959446072528855,0.0788615512655535,0.117239394166708,0.0859920131590012,0.00282962487414848,0.0803327634107042,0.0916512629072982,0.283513372938769,0.0422678343408377,0.198977704257093,0.368049041620444,0.20253126132062,0.0207625493729544,0.161006162574711,0.244056360066529,0.00693534688105341,0.00118219662087637,0.00457095363930066,0.00929974012280616,0.972423329330405,0.00424595982480156,0.963931409680802,0.980915248980008
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,500,500,25,0.122417886549266,0.0173939182867847,0.0876300499756962,0.157205723122835,0.657452225740984,0.205880284334235,0.245691657072514,1.06921279440945,1.56701031389072,0.557498647731859,0.452013018426997,2.68200760935443,1.01481708633697,0.299672558307637,0.415471969721692,1.61416220295224,0.0726171394199427,0.00756349663146138,0.0574901461570199,0.0877441326828655,0.614461606074471,0.0839187415099416,0.446624123054588,0.782299089094355
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,1000,500,25,0.0643711198966244,0.00432659531158477,0.0557179292734549,0.073024310519794,0.0590842930529272,0.00169031809816829,0.0557036568565906,0.0624649292492637,0.263603897339407,0.0345059976815262,0.194591901976355,0.332615892702459,0.220007949054091,0.0186889290079851,0.18263009103812,0.257385807070061,0.00657378115219037,0.00101326625920221,0.00454724863378596,0.00860031367059478,0.977272301115491,0.00330503941964322,0.970662222276204,0.983882379954777
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,1000,500,25,0.0675230563554944,0.0068629191772239,0.0537972180010466,0.0812488947099422,0.260689968817448,0.104424664396596,0.051840640024256,0.46953929761064,1.12166345648864,0.51597316248147,0.0897171315256995,2.15360978145158,0.770798384880008,0.11097979475797,0.548838795364067,0.992757974395948,0.0519595734094992,0.00394096994910827,0.0440776335112826,0.0598415133077157,0.724019885315243,0.0919703670689654,0.540079151177312,0.907960619453174
"balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,2000,500,25,0.0478160082156709,0.00500781507721415,0.0378003780612426,0.0578316383700992,0.0426682191631642,0.00182781591961934,0.0390125873239255,0.0463238510024028,0.275359785763123,0.0319931274793798,0.211373530804364,0.339346040721883,0.237978129450376,0.0140886271453392,0.209800875159698,0.266155383741055,0.00706020659216875,0.000975940876317739,0.00510832483953327,0.00901208834480423,0.976992328545529,0.00332413137312621,0.970344065799276,0.983640591291781
"balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,2000,500,25,0.0470055812044845,0.00659701766427567,0.0338115458759332,0.0601996165330359,0.176463509356344,0.0965207159676784,-0.0165779225790126,0.369504941291701,0.72950718000976,0.0282891648747024,0.672928850260355,0.786085509759165,0.689733359010692,0.00632507950060048,0.677083200009491,0.702383518011893,0.0434117210535456,0.00343143640567966,0.0365488482421863,0.0502745938649049,0.796831325385813,0.035108821390884,0.726613682604045,0.867048968167581
