"scenario","rep","np_regime","n","p","H_true","G_true","G_config","K_joint","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","mixture_update","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","parallel_enabled","parallel_workers","method","mean_factor_abs_cor","min_factor_abs_cor","factor_score_rmse","factor_score_raw_rmse","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","occupied_classes","posterior_kept_draws","mfa_seconds_per_iter","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range"
"rep1_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",1,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.975997634464263,0.960913982832347,0.218001568252985,0.226674911918071,0.892287940019807,0.276583454868315,0.909427769040599,0.414644709395965,NA,NA,0.0925698217065096,0.758824774268989,2.411,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0414524290917903,0.106193437484794,0.99968601282858,0.757332814070336,NA,0.00656550522692655,0.044119872740874,0.0113504240452273,8,8,0.90458372447491,"alpha+loading+joint_mu+joint_var+joint_weight",0.892407013547702,0.906702131890424,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep1_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",1,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.539377643781243,0.37690301620755,0.955003803821293,0.979087426859175,0.76245883810561,0.867590971868408,0.960150308348199,0.355635037692534,0.960189045181511,0.354665418179983,0.0997392871725357,0.000725677361147093,7.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8616170174099,1.13239159092397,0.488994865666536,0.282788353246319,NA,0.319128909563655,1.68862909205011,0.844314546025054,8,1,0.765145068998435,"alpha+loading+joint_mu+joint_var+joint_weight",0.760663578518474,0.67995241392701,"alpha+loading+joint_mu+joint_log_var",3,1000,0.003926,FALSE,2000,1.53548982184485,1.18938242136895,1
"rep2_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",2,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.969216162303289,0.966103692311012,0.246884585666031,0.253405149589262,0.906184351465619,0.270947414878941,0.938762494765991,0.31755371848242,NA,NA,0.0953735113030171,0.727599640395565,2.172,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0894004042466223,0.0898241556243815,0.998576649844418,0.786375209634942,NA,0.0197278377147375,0.122842867325265,0.0317237394583707,8,8,0.922306385487773,"alpha+loading+joint_mu+joint_var+joint_weight",0.910871754030186,0.926361394693459,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep2_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",2,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.472512077519678,0.224464872039692,1.02197166619777,0.994197984658993,0.493279676756361,1.02660000112878,0.955270134844508,0.343281330587084,0.955310024526483,0.342954221555945,0.0948964334326304,0.138513822426773,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15683230116515,0.81142030130516,0.451393822759841,0.389941735399994,NA,0.214253520755628,1.44267727249403,0.461283069427367,8,3,0.585544198783007,"alpha+loading+joint_mu+joint_var+joint_weight",0.535980064853634,0.535764471526,"alpha+loading+joint_mu+joint_log_var",3,1000,0.003945,FALSE,2000,1.4665898744722,0.964003667948261,1
"rep3_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",3,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.97790150583859,0.971325551005836,0.209177002654668,0.233169913951103,0.823335910608194,0.414092331587315,0.839370647845501,0.682867094368589,NA,NA,0.091923222905403,0.669514049497501,2.274,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.107884432810137,0.0684799916513157,0.99380372439648,0.962926747835775,NA,0.0250450311654534,0.17320822814068,0.0387124452569725,8,8,0.834201878735793,"alpha+loading+joint_mu+joint_var+joint_weight",0.825807155125916,0.844909771519523,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep3_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",3,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.581677704498784,0.346803857998202,0.910097876655257,0.910555329924979,0.75821534027445,0.856025047746909,0.944730221720656,0.447314325725843,0.944760813748799,0.44672212915202,0.0922532602234829,0.142176211792117,7.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41399702692528,0.947029309087854,0.390487674551075,0.414885079863538,NA,0.213861528952972,1.46315844692788,0.43288653954743,8,3,0.735196345466961,"alpha+loading+joint_mu+joint_var+joint_weight",0.748261356532965,0.659944890096212,"alpha+loading+joint_mu+joint_log_var",3,1000,0.003896,FALSE,2000,1.43129475538649,0.708791109617662,1
"rep4_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",4,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.978670261246388,0.971463130909305,0.205506405574504,0.243157582323752,0.898715856584079,0.285429443385263,0.917900390865925,0.387806161652839,NA,NA,0.0956827918239567,0.717749896472658,2.314,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.182086064472353,0.0944392799251055,0.984084318949443,0.766157459018813,NA,0.0418242908939055,0.302932494949049,0.0658278377699494,8,8,0.909587272244914,"alpha+loading+joint_mu+joint_var+joint_weight",0.899562212064656,0.909898373834773,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep4_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",4,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.509038492545815,0.34639362276178,0.985953236598616,0.994690855453811,0.628159234718226,0.98000705739463,0.950125951105627,0.406207970275844,0.950104469517747,0.405561027613326,0.0939454954998474,0.00312415218021623,7.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46989964964866,1.03116127871881,0.426119807427376,0.396058422511082,NA,0.295984332351743,1.56233834223799,0.781169171118997,8,3,0.676789747760066,"alpha+loading+joint_mu+joint_var+joint_weight",0.646886368940816,0.606852455309467,"alpha+loading+joint_mu+joint_log_var",2,1000,0.003902,FALSE,2000,1.51103379356313,1.24257350808055,1
"rep5_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",5,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.978577528275451,0.973188728258532,0.205952649933443,0.241403484006429,0.849906210325293,0.34583608714139,0.882215026301588,0.526876109204401,NA,NA,0.0979616274248623,0.734317933406201,2.252,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.104007226774461,0.083138453823465,0.99542417078853,0.85485716953721,NA,0.022999052621099,0.18115090023899,0.0292715774922308,8,8,0.869492506739065,"alpha+loading+joint_mu+joint_var+joint_weight",0.856348023010477,0.87568744681211,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep5_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",5,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.53306443960098,0.415322669675186,0.961526083676392,0.988443030169526,0.791031653057375,0.89143048481335,0.960665812863081,0.352820986131476,0.960622557721023,0.352603087430715,0.0972708421122607,0.00251626074158475,7.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80121315730895,1.20854514505804,0.366497790521496,0.226836712162985,NA,0.322765840318942,1.70782742758053,0.853913713790264,8,2,0.750075304022654,"alpha+loading+joint_mu+joint_var+joint_weight",0.768762179239088,0.658276352993473,"alpha+loading+joint_mu+joint_log_var",2,1000,0.0039005,FALSE,2000,1.71281068605714,0.895785021020751,2
"rep6_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",6,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.978729681719981,0.97541877565367,0.205219955643785,0.228916438904222,0.904784584654583,0.250211383347981,0.948241046258835,0.270057976756392,NA,NA,0.0953726450854207,0.909849444258488,2.103,TRUE,10,8,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0912132879102895,0.0527901475247533,0.999517569614438,0.947801076467739,NA,0.0215851703982681,0.141928977473725,0.0386430203124196,8,8,0.925474298219276,"alpha+loading+joint_mu+joint_var+joint_weight",0.914308941264539,0.933155824228859,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep6_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",6,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.425005750705046,0.213818737823797,1.06699981893345,1.06150540779744,0.489507646903782,0.990292282380771,0.959684994488778,0.286670959838784,0.959694494740369,0.286573190401705,0.0971340338063801,0.104763847535112,7.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82222856796823,0.827700331687025,0.391840448586952,0.373176447504519,NA,0.227500750830737,1.44468480907522,0.542662975560511,8,3,0.586624960061599,"alpha+loading+joint_mu+joint_var+joint_weight",0.537036610909192,0.548245183803449,"alpha+loading+joint_mu+joint_log_var",3,1000,0.003906,FALSE,2000,1.12462812672478,0.803887031072757,1
"rep7_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",7,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.976669378451575,0.97083148109123,0.21492936203758,0.247354358047745,0.885847165291607,0.287619836620287,0.922196268003554,0.400897074914768,NA,NA,0.0988306247368634,0.836511629048142,2.094,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.11681316803989,0.105028147144854,0.993004382007169,0.854075387365612,NA,0.0259658381264181,0.172290782497056,0.0482345447415891,8,8,0.906757534911297,"alpha+loading+joint_mu+joint_var+joint_weight",0.890517219447964,0.909354357889545,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep7_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",7,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.599338137160795,0.357287191645918,0.890679790060168,0.864730555404496,0.501820345582198,0.843142499268794,0.950349716116409,0.364093094550416,0.950381751438658,0.364058381290774,0.0979316665661447,0.192987278921154,7.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902825312080754,0.739196250792832,0.50363345466962,0.183400454609434,NA,0.213347702938575,1.43282180249199,0.461734655011409,8,3,0.629152721541906,"alpha+loading+joint_mu+joint_var+joint_weight",0.555875435993301,0.581506513893562,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0038785,FALSE,2000,0.722053192520988,0.547626747925831,1
"rep8_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",8,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.980640541898259,0.973857158834813,0.195784899932163,0.210830197022301,0.838875655462743,0.411603570017116,0.876228295722365,0.646739093524193,NA,NA,0.0973078148570895,0.756468241038916,2.432,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.086847345200559,0.0862007765335025,0.996386797695845,0.917936805790186,NA,0.0188721629753354,0.134429387486189,0.0290436643592202,8,8,0.860425473159504,"alpha+loading+joint_mu+joint_var+joint_weight",0.845768304493803,0.868076082452624,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep8_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",8,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.526569018667191,0.39094454099919,0.968190757567413,0.980513340223632,0.701814996297922,0.891150479351726,0.961613640506113,0.389010602404113,0.961598825414626,0.388613932393594,0.0946547636803586,0.186853800294403,7.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52526212582931,0.980682569984319,0.378123130055182,0.24986703444284,NA,0.211595784497956,1.46557468472272,0.374005039970127,8,3,0.723367903418282,"alpha+loading+joint_mu+joint_var+joint_weight",0.707757765800765,0.652030457602108,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0038865,FALSE,2000,1.28906262623313,0.737755389724631,1
"rep9_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",9,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.982374680972478,0.975865779272936,0.186810416397193,0.234145142379486,0.90692441417751,0.261197993861072,0.947520854034056,0.352949058048719,NA,NA,0.0915366628468004,0.680932995929145,2.18900000000001,FALSE,10,9,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.136042876113981,0.0743557055339305,0.996551691308895,0.927066528620854,NA,0.0307646864370371,0.224787176672638,0.048918155976441,8,8,0.92883404354017,"alpha+loading+joint_mu+joint_var+joint_weight",0.914318053312464,0.925630907425968,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep9_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",9,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.484729663901475,0.405686391522348,1.01006696088679,1.04450396455813,0.616563386417596,0.974695488960847,0.971354283933323,0.304908858562048,0.971438984976557,0.303958796786838,0.0928471147099894,0.00019742222974305,7.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99984563172293,1.15728262503111,0.395492195988913,0.369199597812836,NA,0.323275423554642,1.71058443964011,0.855292219820054,8,1,0.673028045192412,"alpha+loading+joint_mu+joint_var+joint_weight",0.639887163523573,0.59885596850909,"alpha+loading+joint_mu+joint_log_var",2,1000,0.0038805,FALSE,2000,1.54707209094751,1.07947191840049,1
"rep10_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",10,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.98133110041074,0.979069036643932,0.192261335652113,0.219201722227189,0.876935770110038,0.32035406570407,0.913422357115,0.390360852526768,NA,NA,0.0932629713491319,0.848995153845837,2.13199999999999,TRUE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.114095666660825,0.0736287099776745,0.997538272201544,0.96190073124688,NA,0.0241463617901255,0.181226990335274,0.0364381056851812,8,8,0.895653473426029,"alpha+loading+joint_mu+joint_var+joint_weight",0.8834924539425,0.906317596670355,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep10_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",10,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.56358561832075,0.416414980645969,0.929570048853186,0.946005590338578,0.777896143233092,0.822875674130603,0.969779443807471,0.261394810986655,0.969784039798535,0.261145528021299,0.096171613424115,0.190570082781716,7.81200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99908359494927,1.04903472757562,0.434586050875617,-0.0744271232357056,NA,0.220675615093307,1.4653035750149,0.492198668662659,8,2,0.763919074457583,"alpha+loading+joint_mu+joint_var+joint_weight",0.765496161739144,0.676580292319422,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00390600000000001,FALSE,2000,1.6723111336687,1.07407781212441,1
"rep11_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",11,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.976341114411339,0.968032697755143,0.216436118671422,0.24807787292384,0.898788043823948,0.31283218794785,0.92737549509285,0.450282766515876,NA,NA,0.0931459306680082,0.745427116726381,2.27800000000001,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0746064108066709,0.0644581503566199,0.997684758779745,0.94605926155668,NA,0.0171714125384806,0.13691664000848,0.0187977300196,8,8,0.913781442913815,"alpha+loading+joint_mu+joint_var+joint_weight",0.903186644103364,0.914408411596807,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep11_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",11,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.502113257293932,0.231946446826632,0.992882546204743,1.02217763961875,0.634288984864609,0.959204417986949,0.957273772513739,0.444204127361549,0.957310508908224,0.442940986768855,0.0941964712925935,0.20209400295484,7.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22452426607025,0.973934716298803,0.47911443172338,0.0665874420186985,NA,0.209315917625812,1.44587990656515,0.393252538116972,8,2,0.689883609231192,"alpha+loading+joint_mu+joint_var+joint_weight",0.655701425563856,0.621449064538789,"alpha+loading+joint_mu+joint_log_var",4,1000,0.003899,FALSE,2000,1.19666126355382,1.16014553997926,2
"rep12_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",12,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.973361027857722,0.966415625699063,0.22966315516798,0.271468200350635,0.907043848830764,0.267459099081261,0.943500098780734,0.406710474057411,NA,NA,0.0900441105252793,0.794766307384752,2.29299999999999,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0943126028723154,0.09580495465844,0.997549275072693,0.878938741434546,NA,0.0222138414947863,0.170216539495039,0.0313375412169338,8,8,0.926014093356778,"alpha+loading+joint_mu+joint_var+joint_weight",0.914620647975476,0.920932426329773,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep12_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",12,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.473865822631438,0.262010821613322,1.0206594295796,1.01382985757287,0.571909474456206,0.951427664959363,0.960112572961996,0.412584066680473,0.96020461673115,0.411618373823103,0.0882712738015237,0.227557371182748,7.74799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3089715912064,0.98189824359239,0.415605448714628,0.193136799935319,NA,0.213770826159575,1.46575975693826,0.42744243831459,7,3,0.654989379698668,"alpha+loading+joint_mu+joint_var+joint_weight",0.611686285504465,0.593954880001783,"alpha+loading+joint_mu+joint_log_var",3,1000,0.003874,FALSE,2000,1.43723793462769,1.09493327815487,1
"rep13_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",13,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.980491408036872,0.976176356169951,0.196537558972816,0.260822476887919,0.88461681190351,0.320318727578335,0.913413977888387,0.374474675245035,NA,NA,0.0955279888972321,0.6763070803241,2.23,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.152217758725635,0.0827343482205046,0.986802261307153,0.925938042719467,NA,0.0357641238063939,0.243434574944773,0.0571194877297312,8,8,0.898022604590457,"alpha+loading+joint_mu+joint_var+joint_weight",0.886098779398005,0.897086188856737,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep13_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",13,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.450875115571364,0.130678654384646,1.04272108982637,1.07547960463975,0.679911781479224,0.885172193092691,0.968052444536817,0.243880709690729,0.96800076266237,0.243625244382177,0.0978104562928818,0.00222618407523749,7.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65805570078221,1.08459172691649,0.380931598463493,0.273364816574123,NA,0.259395189248128,1.46374103173624,0.666869505653696,8,3,0.68180026298061,"alpha+loading+joint_mu+joint_var+joint_weight",0.679676333350296,0.608778752256226,"alpha+loading+joint_mu+joint_log_var",2,1000,0.0038825,FALSE,2000,1.93530336561602,1.50040768124968,0
"rep14_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",14,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.980930123474858,0.977925087019386,0.194315093391587,0.208764577081784,0.892890953712976,0.297094789190547,0.928761004344218,0.369079558638217,NA,NA,0.0953067251758437,0.777977250971722,2.22,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0979115374226155,0.0763624541831711,0.997027826747513,0.914540099826848,NA,0.0214755791384474,0.155924378238426,0.0329212412019022,8,8,0.912499708535097,"alpha+loading+joint_mu+joint_var+joint_weight",0.89911026691718,0.917930823816242,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep14_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",14,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,FALSE,18,"joint_mixture_factor_gibbs",0.490135469831785,0.144190648533236,1.00475458184229,1.01372016014662,0.532316247599342,0.914526853231971,0.950977586868131,0.306245249740615,0.950944890752078,0.306048138119499,0.102486208244372,0.179698774899879,7.76000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54943999448639,0.971552168103007,0.489885265450323,0.243445226514266,NA,0.217658327050147,1.4635627506877,0.470683413970566,8,2,0.619956767146799,"alpha+loading+joint_mu+joint_var+joint_weight",0.571699892219644,0.574789868597839,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00388000000000001,FALSE,2000,1.25648317873895,0.583837852143607,1
"rep15_balanced_moderate_few_positive_cross_n100_p250_H3_G2-2-2_sep1",15,"n100p250",100,250,3,"2-2-2","2-2-2",8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,TRUE,18,"independent_marginal_mixture",0.981648881944576,0.979955143872159,0.190617978558529,0.207722310527374,0.910437736097075,0.289971751524661,0.939147586413032,0.453601654134253,NA,NA,0.0935361341133214,0.759573019652292,2.21800000000002,TRUE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.107289561087365,0.0719575262847532,0.997887848092857,0.885510812982298,NA,0.0232023575304451,0.164203111172684,0.0369742393718171,8,8,0.925593765775015,"alpha+loading+joint_mu+joint_var+joint_weight",0.915148599568525,0.923228288056538,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
