"block_size_mode","loading_design","method","H_true","G_true","n","p","n_reps","mean_alpha_rmse","sd_alpha_rmse","lower_alpha_rmse","upper_alpha_rmse","mean_lambda_rmse","sd_lambda_rmse","lower_lambda_rmse","upper_lambda_rmse","mean_joint_mu_rmse","sd_joint_mu_rmse","lower_joint_mu_rmse","upper_joint_mu_rmse","mean_joint_var_rmse","sd_joint_var_rmse","lower_joint_var_rmse","upper_joint_var_rmse","mean_joint_weight_rmse","sd_joint_weight_rmse","lower_joint_weight_rmse","upper_joint_weight_rmse","mean_factor_score_rmse","sd_factor_score_rmse","lower_factor_score_rmse","upper_factor_score_rmse"
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",100,500,25,0.270550716302718,0.0413136710408483,0.187923374221021,0.353178058384414,0.262968359148824,0.0405386276753471,0.18189110379813,0.344045614499518,0.420116773033907,0.102891191968992,0.214334389095924,0.625899156971891,0.190468737841735,0.0325542284274006,0.125360280986934,0.255577194696536,0.0297854236415289,0.0066801052417933,0.0164252131579423,0.0431456341251155,0.256366867171064,0.1007340772115,0.0548987127480642,0.457835021594065
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",100,1000,25,0.271277062434079,0.0368301418166819,0.197616778800715,0.344937346067443,0.246309039192522,0.0308687581199222,0.184571522952678,0.308046555432366,0.426892255467493,0.126971632844122,0.17294898977925,0.680835521155737,0.178150438010952,0.0306855539831861,0.116779330044579,0.239521545977324,0.0286522356825523,0.00713840453747297,0.0143754266076064,0.0429290447574982,0.196967039267486,0.079525914230012,0.0379152108074625,0.35601886772751
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",100,2000,25,0.272713940779016,0.0332375851192091,0.206238770540597,0.339189111017434,0.241631620592803,0.0244515210483178,0.192728578496167,0.290534662689439,0.438976357742155,0.146987614594667,0.145001128552822,0.732951586931489,0.178287985587204,0.0277889585237302,0.122710068539743,0.233865902634664,0.0285491305983542,0.00637244364560658,0.0158042433071411,0.0412940178895674,0.159748960224088,0.0539056983603521,0.0519375635033839,0.267560356944792
"balanced","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,"3-3-3",100,250,25,0.291934488640893,0.0601771384110397,0.171580211818813,0.412288765462972,0.908092512632498,0.0902939974921249,0.727504517648248,1.08868050761675,1.26673040222843,0.302519292618282,0.661691816991866,1.87176898746499,1.03120133965781,0.0616979606183457,0.907805418421116,1.1545972608945,0.185975387313745,0.0012603261443563,0.183454735025032,0.188496039602458,0.978828555476249,0.0653468013011558,0.848134952873938,1.10952215807856
"balanced","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,"3-3-3",100,500,25,0.28877372697821,0.0433352997834764,0.202103127411257,0.375444326545163,0.949582468895915,0.0727173063844578,0.804147856127,1.09501708166483,1.21786937644851,0.33147893211291,0.554911512222694,1.88082724067433,1.0369390453968,0.0545266357898428,0.92788577381711,1.14599231697648,0.185998291290154,0.000950845578097305,0.184096600133959,0.187899982446349,0.97788085278801,0.0571447832743543,0.863591286239301,1.09217041933672
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",500,250,25,0.100061963321042,0.0103196720194373,0.0794226192821677,0.120701307359917,0.0915365493814023,0.00376871201357731,0.0839991253542477,0.0990739734085569,0.274139172935627,0.0514292026514065,0.171280767632814,0.37699757823844,0.228630963165407,0.0239732364674943,0.180684490230418,0.276577436100395,0.0160514678581649,0.00325952278488003,0.00953242228840488,0.022570513427925,0.209509488170525,0.00921198948324181,0.191085509204042,0.227933467137009
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",500,500,25,0.0970089637215736,0.0116693643325205,0.0736702350565327,0.120347692386615,0.0871265396077744,0.00318490712408556,0.0807567253596033,0.0934963538559456,0.289524339351883,0.0477024983148072,0.194119342722268,0.384929335981497,0.195921256847046,0.0183732469046742,0.159174763037697,0.232667750656394,0.0180457572290566,0.00326954748646364,0.0115066622561293,0.0245848522019839,0.152810924579343,0.00504797302465247,0.142714978530038,0.162906870628648
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",500,1000,25,0.0947304775159342,0.0106548415433504,0.0734207944292333,0.116040160602635,0.0862087203759153,0.00256021211035923,0.0810882961551968,0.0913291445966337,0.267962665528918,0.0699973532499124,0.127967959029093,0.407957372028742,0.165792624021255,0.0230765413007492,0.119639541419757,0.211945706622753,0.0175194311937604,0.00385725593960858,0.0098049193145432,0.0252339430729775,0.114195870706107,0.00576943615357043,0.102656998398966,0.125734743013248
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",500,2000,25,0.0946744202897702,0.00979730755323049,0.0750798051833092,0.114269035396231,0.0868289944146047,0.00199137418741887,0.0828462460397669,0.0908117427894424,0.240830555727964,0.0602555411776627,0.120319473372639,0.36134163808329,0.13402614407597,0.0270057115825957,0.080014720910779,0.188037567241162,0.0162798299272153,0.00314698984015492,0.0099858502469055,0.0225738096075252,0.0878028301419318,0.00649264710133576,0.0748175359392603,0.100788124344603
"balanced","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,"3-3-3",500,250,25,0.122108875139829,0.0199420586901757,0.0822247577594774,0.16199299252018,0.453215555651955,0.170363113427573,0.112489328796809,0.7939417825071,1.94418740447132,1.11000196986337,-0.275816535255422,4.16419134419806,0.913591996895408,0.24508385183729,0.423424293220828,1.40375970056999,0.118048034287128,0.0115066453137121,0.095034743659704,0.141061324914552,0.709545716099378,0.222175325390212,0.265195065318953,1.1538963668798
"balanced","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",3,"3-3-3",500,500,25,0.115519638802685,0.0193794033760312,0.0767608320506226,0.154278445554748,0.505102531169571,0.172212707985781,0.16067711519801,0.849527947141133,2.12564765184708,0.991820902718184,0.142005846410713,4.10928945728345,0.95752959764425,0.230366761910555,0.496796073823141,1.41826312146536,0.118172928328154,0.0122213732513301,0.0937301818254936,0.142615674830814,0.754421432903344,0.197764298160466,0.358892836582411,1.14995002922428
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",1000,250,25,0.0719568940947573,0.0078353907599438,0.0562861125748697,0.0876276756146449,0.0638157078065752,0.00246357487633565,0.0588885580539039,0.0687428575592465,0.270276228531314,0.0380852108828767,0.194105806765561,0.346446650297068,0.246441538887024,0.0160829415744608,0.214275655738102,0.278607422035945,0.0160227263421484,0.00266194835359845,0.0106988296349515,0.0213466230493453,0.208780654811159,0.00671917343247212,0.195342307946215,0.222219001676104
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",1000,500,25,0.0679848998748981,0.00709085998057593,0.0538031799137463,0.08216661983605,0.0621997327991267,0.00216183619518234,0.0578760604087621,0.0665234051894914,0.255919856920114,0.0361763066234477,0.183567243673219,0.328272470167009,0.204064236510575,0.0245462016182642,0.154971833274047,0.253156639747104,0.0166612985548838,0.00243962263111393,0.011782053292656,0.0215405438171117,0.152457612654673,0.00419768817107043,0.144062236312532,0.160852988996814
"balanced","balanced_moderate_few_positive_cross","independent_marginal_mixture",3,"3-3-3",1000,1000,25,0.065477598923969,0.0058071580914196,0.0538632827411298,0.0770919151068082,0.060688800130989,0.00257182498312627,0.0555451501647364,0.0658324500972415,0.237726069064022,0.0333629175027129,0.171000234058597,0.304451904069448,0.175022587677727,0.018838239154593,0.137346109368541,0.212699065986913,0.0159025075741912,0.00229320943413533,0.0113160887059205,0.0204889264424618,0.111699063094177,0.00492195671149708,0.101855149671183,0.121542976517171
