"scenario","rep","np_regime","n","p","H_true","G_true","K_joint","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","mixture_update","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","method","mean_factor_abs_cor","min_factor_abs_cor","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","occupied_classes","posterior_kept_draws","mfa_seconds_per_iter","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range"
"rep5_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",5,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.988293592120377,0.985021757527242,0.991326788646191,0.0748780979419047,0.996356038011942,0.071470594709936,0.996357154541847,0.0714406626206533,0.0393811990161176,0.58094916184578,84.8160000000062,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476150287722127,0.487825684272981,0.85229950308228,0.0699257034609274,NA,0.087008014439321,0.527142959366698,0.124844397469994,6,6,0.985808191663656,"alpha+loading+joint_mu+joint_var+joint_weight",0.984071663605124,0.960341032556864,"alpha+loading+joint_mu+joint_log_var",6,1000,0.0424080000000031,FALSE,2000,0.0693069466626622,0.143476494615478,1
"rep6_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",6,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991084378866505,0.989247848596964,0.993409511065601,0.0594724843513177,0.996800644179711,0.0736800166945227,NA,NA,0.0383534252185931,0.899252664189387,56.1880000000092,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0250055364722135,0.0257841526018714,0.999832870763604,0.993806715120588,NA,0.00525597901976767,0.033034971203427,0.00842280288493086,8,8,0.994840506440697,"alpha+loading+joint_mu+joint_var+joint_weight",0.994152292066552,0.995157237776689,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep6_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",6,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.838048858023267,0.740412015963241,0.857424338262746,0.285567915218094,0.996681930111199,0.0776081120165443,0.996684451874956,0.0775621137924359,0.03862800688123,0.456122108727511,86.5829999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703411068641236,0.590594515673276,0.630588866154312,0.122803099018942,NA,0.121178723997072,0.760930265561815,0.244859862333465,5,5,0.906479005830999,"alpha+loading+joint_mu+joint_var+joint_weight",0.882317693783131,0.882897455309693,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0432914999999994,FALSE,2000,0.115394348441673,0.117109501184442,1
"rep7_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",7,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991684972830488,0.990553140803325,0.992965923751587,0.0644394947202298,0.99616658130742,0.072223490123186,NA,NA,0.0377874876959179,0.895909552536422,52.3570000000036,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.030027600702678,0.0399294715762781,0.999766911332306,0.996457185255361,NA,0.0055731345606561,0.0372006184845771,0.0095254517853236,8,8,0.99444626697415,"alpha+loading+joint_mu+joint_var+joint_weight",0.993665506412042,0.994892464493804,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep7_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",7,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.988642084494496,0.983641348049255,0.991150184217899,0.0779923156075728,0.996292535563983,0.0729655887410463,0.996292641590102,0.0729402579953263,0.038585873865739,0.328440864349266,81.5850000000064,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659292565928542,0.671337354374484,0.699438488316262,-0.114920209223708,NA,0.161041990422613,1.01885354848671,0.350941800171654,4,4,0.979294380675735,"alpha+loading+joint_mu+joint_var+joint_weight",0.980520756113631,0.93602849906845,"alpha+loading+joint_mu+joint_log_var",4,1000,0.0407925000000032,FALSE,2000,0.0813923866919583,0.14157984547807,2
"rep8_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",8,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991505858994803,0.989904873957888,0.993179177742188,0.061900244379296,0.996508993284016,0.0679906377113891,NA,NA,0.0386485533849202,0.893347853528471,56.0500000000029,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0248783790155849,0.0349366554849905,0.99995103230215,0.993416334084317,NA,0.00413179847724677,0.0279823985260357,0.00642364554472338,8,8,0.994753978376859,"alpha+loading+joint_mu+joint_var+joint_weight",0.993821782986587,0.994877659377313,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep8_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",8,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.988573726211075,0.983985950147437,0.990700895709197,0.0762680207465195,0.996523906215914,0.0691936269125276,0.996524667784782,0.0691990309334054,0.0389093351603891,0.454828272804382,83.7350000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57687872029473,0.600896502172894,0.778457690578791,0.0505248130995237,NA,0.113664964763603,0.758805761839478,0.208949558484098,5,5,0.98217587196793,"alpha+loading+joint_mu+joint_var+joint_weight",0.981592915942274,0.94850302487372,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0418675000000003,FALSE,2000,0.078072222483515,0.139146703074362,1
"rep9_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",9,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991098852372424,0.989249848592637,0.993123399515193,0.0672513091737632,0.996087737185566,0.0942841964049344,NA,NA,0.0389404575402518,0.901229770380498,53.9560000000056,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0426368157117099,0.0477729595239755,0.99944997836813,0.99769123175133,NA,0.0080680304216792,0.0589272322078628,0.0123157037214849,8,8,0.99437654271603,"alpha+loading+joint_mu+joint_var+joint_weight",0.993796170685984,0.994899115133038,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep9_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",9,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.983812888693344,0.974124216238502,0.987418293191907,0.0940306110346919,0.996153083664392,0.0966942199685684,0.996154481576697,0.0966242640558311,0.0390131291076042,0.644479588976959,82.255999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494954765032929,0.486748379203332,0.837922559792738,0.0321063115379855,NA,0.0861140778671642,0.536868239091558,0.128499312153562,6,6,0.983857680108012,"alpha+loading+joint_mu+joint_var+joint_weight",0.980520162062345,0.958959353759671,"alpha+loading+joint_mu+joint_log_var",6,1000,0.041127999999997,FALSE,2000,0.133199761455067,0.161568310105544,1
"rep10_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",10,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991325508911444,0.989951932889294,0.992783783379767,0.0618690110131549,0.995947796622176,0.0739354193625544,NA,NA,0.0391371281296713,0.895470677832043,50.6209999999992,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.045174054582316,0.0307901687873211,0.998982316077825,0.997812955750944,NA,0.00977323765289915,0.0651171125708253,0.0141275435426767,8,8,0.994370964493388,"alpha+loading+joint_mu+joint_var+joint_weight",0.993415264962537,0.994389708929411,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep10_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",10,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.988034160518317,0.984624772252836,0.989475723137763,0.0770625005226817,0.996096157557046,0.0731326968846169,0.996099579088142,0.0731018920256319,0.0394566802962396,0.622097971022289,85.4369999999908,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484534470993372,0.485384686054444,0.851843105785184,0.0512009652220788,NA,0.0940632504977422,0.558446338606746,0.153082635388528,6,6,0.985200285156173,"alpha+loading+joint_mu+joint_var+joint_weight",0.982110326509966,0.96187536660073,"alpha+loading+joint_mu+joint_log_var",6,1000,0.0427184999999954,FALSE,2000,0.129664214786143,0.141629544344745,1
"rep11_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",11,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991596370851685,0.989733292992097,0.992738965055994,0.0600167836484485,0.996367036101502,0.0664882199619619,NA,NA,0.0386008069495623,0.908649620834983,49.8269999999902,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0415210453005819,0.047958796607708,0.99924364234306,0.982653618207431,NA,0.00828722953798723,0.0539006217856943,0.0130127522629797,8,8,0.99444299692547,"alpha+loading+joint_mu+joint_var+joint_weight",0.993196119460598,0.993580674712809,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep11_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",11,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.990448020021934,0.987956079284264,0.992125380313149,0.0640415993033015,0.996639915835276,0.0637111767166577,0.99663882828771,0.0637265399198102,0.038652187030511,0.488935359525163,83.351999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613315479407546,0.593782774087869,0.737747671444017,0.0477223030216346,NA,0.115658538539696,0.78789653600746,0.208584154037751,5,5,0.981624467446704,"alpha+loading+joint_mu+joint_var+joint_weight",0.981906276236385,0.947984924631084,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0416759999999995,FALSE,2000,0.126092644720492,0.119594025144358,1
"rep12_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",12,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991458018625669,0.990179967158687,0.993436383601897,0.0594263559461762,0.996361456826227,0.0851640684367309,NA,NA,0.0384389498776419,0.894470413456071,55.8020000000106,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0383029375372125,0.030975910477686,0.999420296471256,0.996340925409072,NA,0.0080112295278955,0.0550191462473014,0.0142679042198649,8,8,0.994879977337112,"alpha+loading+joint_mu+joint_var+joint_weight",0.993825088954714,0.994842346087948,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep12_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",12,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.989963855828334,0.987092804430062,0.99269124003842,0.0681116003862196,0.996229665797172,0.090061776240662,0.996230204796677,0.0900230395708879,0.0384911795984589,0.539374575767673,84.2719999999972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574773644496466,0.593787459920858,0.778840539188828,0.0506694032676385,NA,0.112678063556968,0.765536897374914,0.190305654439076,5,5,0.983809894262281,"alpha+loading+joint_mu+joint_var+joint_weight",0.983102529530959,0.949914308784825,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0421359999999986,FALSE,2000,0.25393449470422,0.122354687884852,1
"rep13_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",13,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991184480468914,0.990094811630688,0.992319844670768,0.0635404943065158,0.995938784403173,0.0735066752283425,NA,NA,0.0390036570351231,0.886797533021948,48.8669999999984,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0448091331487098,0.0467037071258775,0.999912845812017,0.993846918946313,NA,0.00869797062744789,0.0580261414889173,0.015059550807193,8,8,0.993924918221961,"alpha+loading+joint_mu+joint_var+joint_weight",0.992969610194236,0.993839932347557,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep13_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",13,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.989461420071377,0.98700072209599,0.990390820879667,0.0751727244348472,0.995806829030423,0.0756275518473009,0.995807269827522,0.0756520135056917,0.0392015620340297,0.553267420951337,85.5829999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616075037630305,0.567355366449298,0.728492879579498,0.176244565235291,NA,0.105940272328854,0.749203214303712,0.14647626005695,5,5,0.981016014930294,"alpha+loading+joint_mu+joint_var+joint_weight",0.98147884813112,0.951779449161691,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0427914999999994,FALSE,2000,0.0763087091844174,0.150737298620298,1
"rep14_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",14,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.990749247322721,0.989440539988555,0.991617252263854,0.0660243485417206,0.995422545111316,0.084050070962435,NA,NA,0.0398953018490294,0.882228631827065,53.3500000000058,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0532320442361636,0.0364959330211943,0.998790023354696,0.994344186772354,NA,0.0115950265283598,0.0766307796076631,0.0201206660668377,8,8,0.993042389829566,"alpha+loading+joint_mu+joint_var+joint_weight",0.992479686812319,0.9934019983971,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep14_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",14,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.98857343893315,0.984632016729876,0.990378392534874,0.0730249551867707,0.995684932777839,0.0817905631367675,0.995681162343587,0.0818085924366343,0.0401248734481052,0.697758323786447,82.6340000000055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384557632259233,0.328858468438601,0.904619909353868,0.312194199941159,NA,0.0614557611556757,0.308145783758777,0.124755096604859,7,7,0.988224960792526,"alpha+loading+joint_mu+joint_var+joint_weight",0.986571852249189,0.976839840355728,"alpha+loading+joint_mu+joint_log_var",7,1000,0.0413170000000027,FALSE,2000,0.0669470259532137,0.116896381374161,0
"rep15_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",15,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991767139772962,0.990590585113915,0.992582822661679,0.0678076103346278,0.996048971978257,0.0733322878496876,NA,NA,0.0383225434618589,0.912178537037918,54.377999999997,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0304410950807282,0.0315810860149505,0.999583822300258,0.992540062086783,NA,0.00628239774861323,0.0416152659164136,0.0106837080474349,8,8,0.99408313504325,"alpha+loading+joint_mu+joint_var+joint_weight",0.99312652581438,0.994319061329042,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep15_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",15,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.989731070924902,0.986104387532945,0.99147616739575,0.07452065516797,0.996239952925145,0.0727319442742371,0.996239731815599,0.0727451436453704,0.038718049320723,0.464965325598697,85.0830000000133,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602801028353633,0.606365736317761,0.752453045299498,0.0751985277114441,NA,0.115395366780456,0.778406448615676,0.222203807660996,5,5,0.982112743107358,"alpha+loading+joint_mu+joint_var+joint_weight",0.981993503724142,0.948620750330352,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0425415000000066,FALSE,2000,0.179245918676532,0.125584652672156,0
"rep16_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",16,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991535052259714,0.989395906403333,0.993281453100079,0.0612873942872626,0.996682289320694,0.0689172269420431,NA,NA,0.0393236797716838,0.874529158300603,52.6560000000027,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0326998988923694,0.0270102078013831,0.999623671928943,0.99381581607136,NA,0.00689383549226887,0.0550443253554783,0.00742985838739146,8,8,0.994841859248452,"alpha+loading+joint_mu+joint_var+joint_weight",0.993831103303413,0.994639204797843,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep16_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",16,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.974268799799628,0.950112129503235,0.975990922404973,0.115654824254185,0.996802992318898,0.0678878441876332,0.996803455753828,0.0678317953665097,0.0395041714930317,0.599695354979961,83.2029999999941,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443743030070499,0.479489812765509,0.879655633886343,0.0772716379926555,NA,0.0879306285835474,0.572764414495533,0.135235446714168,6,6,0.978480439911363,"alpha+loading+joint_mu+joint_var+joint_weight",0.972953485855485,0.956138740183862,"alpha+loading+joint_mu+joint_log_var",6,1000,0.041601499999997,FALSE,2000,0.0904804516832966,0.116036664861501,1
"rep17_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",17,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991154124340507,0.98965275840834,0.992490875298635,0.06653927082312,0.996234768277397,0.0814068866550401,NA,NA,0.0388526096294318,0.884787431952137,54.4600000000064,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0522824761380488,0.0480070020901011,0.999170116494461,0.982739320410042,NA,0.0105705664441867,0.068352076176247,0.0178293714699539,8,8,0.99411312769347,"alpha+loading+joint_mu+joint_var+joint_weight",0.993398225932581,0.994734884971294,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep17_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",17,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.989116102584657,0.986449471045201,0.991310056254705,0.0762308153623958,0.996333556373551,0.0827607675988506,0.996332909900781,0.0828591985419757,0.0390252529593443,0.645402558324424,84.2780000000057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524585693033018,0.490116228566588,0.820476872438915,0.0428683058105098,NA,0.084895908809366,0.54260283126738,0.134858745905966,6,6,0.985341782878239,"alpha+loading+joint_mu+joint_var+joint_weight",0.983204654391771,0.960158451160374,"alpha+loading+joint_mu+joint_log_var",6,1000,0.0421390000000029,FALSE,2000,0.212470963700001,0.144497252660504,1
"rep18_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",18,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.990716347668718,0.988760266003808,0.992104672246918,0.0649753316090749,0.995743336140377,0.0784378425075648,NA,NA,0.0392881798372628,0.898077951752656,50.4869999999937,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0422814503417656,0.0375514911333739,0.999336702822913,0.986828419179043,NA,0.00874636808429106,0.0607871416021763,0.0141589266873114,8,8,0.993399604406082,"alpha+loading+joint_mu+joint_var+joint_weight",0.9929065031246,0.993844807601925,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep18_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",18,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.891528966255568,0.818091634447112,0.8987272215209,0.236537174725059,0.995807643151814,0.0781593439177787,0.995806803323732,0.0781681282862481,0.0396966852359696,0.64248995578531,84.7129999999888,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593093508379742,0.372285374336102,0.76608185844462,0.449590321813541,NA,0.0619476943848462,0.328245457537692,0.124845297084288,7,7,0.933710128786038,"alpha+loading+joint_mu+joint_var+joint_weight",0.917617109481279,0.929047093555168,"alpha+loading+joint_mu+joint_log_var",7,1000,0.0423564999999944,FALSE,2000,0.0981134145019172,0.122181593077289,1
"rep19_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",19,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.990926722314034,0.988919739518904,0.992552977499026,0.0653536710674707,0.99625991513791,0.0817673644876186,NA,NA,0.038093575257882,0.915942325744924,51.948000000004,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0474102947101312,0.0276652862076232,0.998963749725714,0.986676588917611,NA,0.0102992364618161,0.0690403794715492,0.01805214786593,8,8,0.994339222299462,"alpha+loading+joint_mu+joint_var+joint_weight",0.99342130399657,0.994907396633114,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep19_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",19,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.989476505091524,0.986925167433495,0.991809220751444,0.0732673392478237,0.996304867791298,0.0837904779762714,0.996304735323141,0.0837688460275033,0.038484209290445,0.477576388953895,82.3100000000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623321978158332,0.594794768297632,0.733616285212025,0.0929723790274149,NA,0.110766308811131,0.751621494566219,0.185394273728587,5,5,0.982284099628653,"alpha+loading+joint_mu+joint_var+joint_weight",0.982298317044408,0.94845373911745,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0411550000000061,FALSE,2000,0.0888349861117964,0.103130735217003,1
"rep20_balanced_moderate_dense_signed_cross_n1000_p500_H3_G2_sep1",20,"n1000p500",1000,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.990632465336603,0.988677319522605,0.992428887435616,0.0646639659917188,0.995825904164878,0.0787699407192155,NA,NA,0.0399947238199567,0.879203206503158,55.2360000000044,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0354685749333693,0.0200750509701267,0.999721852685649,0.995010743025631,NA,0.00854753612664808,0.0591055350893021,0.0122143163038702,8,8,0.99393183379702,"alpha+loading+joint_mu+joint_var+joint_weight",0.993069280759379,0.994224857261732,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
