"scenario","rep","np_regime","n","p","H_true","G_true","K_joint","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","mixture_update","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","method","mean_factor_abs_cor","min_factor_abs_cor","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","occupied_classes","posterior_kept_draws","mfa_seconds_per_iter","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range"
"rep1_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",1,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.986582770401188,0.985091581201857,0.85402890519521,0.306609810296442,0.878234741141871,0.603342569331645,NA,NA,0.0877411267210577,0.892908658284621,15.024,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.138320525308533,0.0595605197880047,0.997857131581763,0.921296936165736,NA,0.0301553394466643,0.203344755778278,0.0543295794666496,8,8,0.862940497050694,"alpha+loading+joint_mu+joint_var+joint_weight",0.858135241226701,0.870001861251197,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep1_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",1,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.548863263780011,0.405732986854952,0.844880767644198,0.848315476252983,0.96253632037614,0.381800320603655,0.962565809177882,0.381185499965954,0.0936082766361249,-0.00113071858242833,16.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92212400384012,1.10425097004707,0.505209547141834,0.256470636202587,NA,0.30985536296096,1.63902658600172,0.819513293000859,8,2,0.832247775450842,"alpha+loading+joint_mu+joint_var+joint_weight",0.836841207498782,0.771230434435947,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0081355,FALSE,2000,1.24092454552828,1.0708313618296,1
"rep2_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",2,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.985934548078719,0.977224226386798,0.904289726910569,0.244316162276775,0.946240694533039,0.304440058308984,NA,NA,0.0879728595645561,0.851676727179566,13.728,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0939202527200932,0.0564595425115645,0.995071620725125,0.985651523261871,NA,0.0222462572850554,0.146661371660683,0.0374797889827241,8,8,0.924292339622352,"alpha+loading+joint_mu+joint_var+joint_weight",0.914088663145331,0.924931284459922,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep2_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",2,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.45135137111363,0.297460232910416,0.666615985190363,0.978109413765172,0.969158744668972,0.243832950643701,0.969157174212878,0.243650855079377,0.0929307730732494,0.00306820641688077,15.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08464464973111,1.22344349138394,0.417752444862218,0.332204233699294,NA,0.323538835083829,1.71196635510602,0.855983177553009,8,1,0.689701564446398,"alpha+loading+joint_mu+joint_var+joint_weight",0.673878896104458,0.636804939891912,"alpha+loading+joint_mu+joint_log_var",2,1000,0.007971,FALSE,2000,1.60987327729726,0.959194384363926,1
"rep3_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",3,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.985955512053268,0.983997767777452,0.907659158813756,0.272112819001131,0.94480732235889,0.457207713166292,NA,NA,0.0853498146722806,0.776413890857548,14.219,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.13215707206031,0.0621046482368942,0.994680192031204,0.946857356931981,NA,0.0303586909600871,0.217869044158831,0.0477908358518659,8,8,0.925778627902818,"alpha+loading+joint_mu+joint_var+joint_weight",0.915784575351048,0.923164348046775,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep3_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",3,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.561292726625934,0.434150100096152,0.777762770135441,0.85310924531616,0.961529461684712,0.456932246818742,0.961576508826778,0.456186265006932,0.0881705802027216,0.1024,15.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69423841195381,1.03057287014769,0.380529453462386,0.347743707995155,NA,0.212322637300892,1.46722256044341,0.396676657522933,8,3,0.793285555063373,"alpha+loading+joint_mu+joint_var+joint_weight",0.782489457122984,0.74861623535733,"alpha+loading+joint_mu+joint_log_var",3,1000,0.007893,FALSE,2000,1.31254109221033,0.685145769773151,1
"rep4_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",4,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.989604696166931,0.986956089417727,0.905581572373227,0.278382912520584,0.944329403832388,0.361695525033982,NA,NA,0.085696359377955,0.794830885233615,13.519,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0996193225088603,0.0642406865410708,0.997190116791917,0.920364695651993,NA,0.0228257031296654,0.143606816222154,0.0367581722959711,8,8,0.925005730519392,"alpha+loading+joint_mu+joint_var+joint_weight",0.914143781462723,0.923689820675008,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep4_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",4,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.533026005197006,0.458317535833694,0.79456047561803,0.860508076019907,0.961965197080361,0.283247405026115,0.962138328102234,0.282653181708918,0.0913667830002438,-0.000449324608947193,15.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08758812268731,1.1726610329198,0.405571268818169,0.308080706387979,NA,0.323648055601779,1.71253965592236,0.856269827961179,8,1,0.777664179506617,"alpha+loading+joint_mu+joint_var+joint_weight",0.782645889526782,0.722240261228971,"alpha+loading+joint_mu+joint_log_var",2,1000,0.007927,FALSE,2000,1.76487958805132,0.867036075785419,1
"rep5_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",5,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.986831909426057,0.982091041381531,0.908578370719235,0.259874185928681,0.952647626444423,0.369627226408964,NA,NA,0.0855722738545827,0.766387053814333,14.631,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.300752239789296,0.046166254492458,0.996329617640051,0.982341938487714,NA,0.0679839020032774,0.445095270290913,0.144009373072945,8,8,0.923922614014114,"alpha+loading+joint_mu+joint_var+joint_weight",0.919366454282524,0.922639160846515,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep5_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",5,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.635719068897301,0.416944087728375,0.8276679137994,0.810999274272741,0.946591961519717,0.390732866408775,0.946747072522114,0.389920127891419,0.0861275827787054,0.145378998148368,15.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29863461894636,0.894097572988925,0.434642127708893,0.385833081674125,NA,0.219974185294759,1.44446247948812,0.5011778090925,8,3,0.819363209842693,"alpha+loading+joint_mu+joint_var+joint_weight",0.822828550671027,0.770995524789137,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0079585,FALSE,2000,1.32962000798547,0.921379798429629,0
"rep6_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",6,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.986064811035163,0.981402106218636,0.906931778912866,0.266019084096835,0.945447960843648,0.327595192011646,NA,NA,0.0868993180189157,0.78380286166394,13.741,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.144001991494848,0.0750912420142866,0.997310155827199,0.907542762885671,NA,0.0316953494473342,0.213920071625329,0.0543973591635906,8,8,0.925732076101355,"alpha+loading+joint_mu+joint_var+joint_weight",0.91509690761356,0.926444342492194,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep6_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",6,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.4592302506074,0.253378900929473,0.539637962932853,1.01083007155566,0.952533883732377,0.33856115205278,0.952607149970392,0.338036686524667,0.0892151516002074,0.227234753550543,15.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.568775525212,0.991889148907551,0.41440014465408,0.447509906035874,NA,0.215973816970261,1.46389569923516,0.455162405423002,8,3,0.614951250202872,"alpha+loading+joint_mu+joint_var+joint_weight",0.576279995553909,0.583708117249004,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0078725,FALSE,2000,1.14127014823249,0.925120701142267,0
"rep7_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",7,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.985656151016783,0.983585566792647,0.883460762201405,0.297993705641876,0.92573476016729,0.449983535378979,NA,NA,0.0898575671739723,0.872249073248557,13.302,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0211249530711858,0.0572221525615076,0.999733414881998,0.938798097009651,NA,0.00386718915300792,0.0281377400050658,0.00527526131738659,8,8,0.904506925938449,"alpha+loading+joint_mu+joint_var+joint_weight",0.893846621725941,0.90610294247866,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep7_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",7,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.457534648518365,0.313126884687311,0.660295477672661,1.0437412967055,0.962468383057172,0.443291963790836,0.962486923510714,0.442349124519829,0.0924353720502286,0.000228414472456132,15.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59092942339824,0.976674663911536,0.492060533454364,0.159465296170617,NA,0.255420051939881,1.44854971749997,0.655542440967945,8,2,0.696787642996727,"alpha+loading+joint_mu+joint_var+joint_weight",0.674336565243865,0.643306608612287,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0077355,FALSE,2000,1.19319565480964,0.7519903983253,1
"rep8_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",8,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.984302762726394,0.977926120748614,0.918953629711734,0.249616209107377,0.955593611674192,0.344635271044123,NA,NA,0.0896885951815646,0.8683792682723,13.158,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0325164409859688,0.0837205543785932,0.999644261619424,0.912986532987544,NA,0.00580417612903753,0.0410577962719744,0.00890948933501665,8,8,0.933659749891133,"alpha+loading+joint_mu+joint_var+joint_weight",0.926292459291394,0.930304687715246,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep8_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",8,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.449216314817951,0.0599461478215272,0.691855731942454,1.03545824988984,0.95161547352964,0.410118659781597,0.951570582429334,0.410151222073509,0.0886679666943186,0.176741321751531,15.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727751046772537,0.760314209246754,0.610450925787602,-0.0152732263417646,NA,0.214530986664172,1.48494231930443,0.389666392903957,8,2,0.676923289739936,"alpha+loading+joint_mu+joint_var+joint_weight",0.723735360462578,0.617436026191724,"alpha+loading+joint_mu+joint_log_var",2,1000,0.007837,FALSE,2000,0.596683856704066,0.434362523332434,1
"rep9_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",9,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.988762953585892,0.984306407887508,0.89708894693035,0.274601858987818,0.938717209389858,0.448272110321731,NA,NA,0.0870679600759149,0.784372713043926,13.273,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0706103448126983,0.07453013065158,0.997215196821004,0.876547880922643,NA,0.0163831555145168,0.119006055469502,0.0238772764257112,8,8,0.915372916254453,"alpha+loading+joint_mu+joint_var+joint_weight",0.90661409552552,0.915509580979811,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep9_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",9,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.553498235901994,0.402160855195541,0.837323754602164,0.848319995760388,0.964130196518643,0.43499814909459,0.964157904891553,0.434542952229699,0.0901994992489056,0.00107003069298565,15.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94589136813636,1.2555059225354,0.367280104743428,0.29344466505455,NA,0.323755574860959,1.71307855123748,0.856539275618738,8,2,0.807376215048534,"alpha+loading+joint_mu+joint_var+joint_weight",0.821381711930015,0.75034717880104,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00775299999999999,FALSE,2000,1.93648079938637,0.726444541229996,1
"rep10_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",10,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.988753412121814,0.987657902940838,0.886879638844141,0.296981407162422,0.922169680221953,0.432602401953415,NA,NA,0.0879704837939893,0.759387555197845,13.627,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0526917075144337,0.0474242723673184,0.998640950282738,0.986846313160148,NA,0.0120110991661357,0.0795294705269783,0.0204001451683653,8,8,0.905064012367711,"alpha+loading+joint_mu+joint_var+joint_weight",0.895369216758403,0.906768311411105,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep10_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",10,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.407359585154286,0.147750384328522,0.29641570827909,1.09350698696416,0.959717155484283,0.370213136309098,0.959760644978993,0.369732225696654,0.0882390966916443,0.149781986585474,15.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35978983920194,0.857066685991485,0.415764305076091,0.348675245272505,NA,0.211106630553043,1.43507076359705,0.439971832425994,8,4,0.486266749053687,"alpha+loading+joint_mu+joint_var+joint_weight",0.389898105172461,0.471536382575281,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00794200000000001,FALSE,2000,1.59157572594184,1.001156804213,1
"rep11_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",11,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.984618282591316,0.98002637308591,0.898525942102575,0.29804776602879,0.930700796215094,0.383924326984298,NA,NA,0.0891615308462028,0.739841861225634,13.686,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0538018507157018,0.0666636636717104,0.999490363155353,0.927240681993806,NA,0.0120399150943851,0.0820830607018444,0.0197267994458125,8,8,0.912760974802419,"alpha+loading+joint_mu+joint_var+joint_weight",0.904177949044391,0.912340210005457,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep11_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",11,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.485076848723351,0.241595258819826,0.743414828231365,0.924745830325308,0.96530260644446,0.354925961288878,0.965371587661609,0.354500134947561,0.0927604780725229,-9.33576063109954e-05,15.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69467090995024,1.14109924544116,0.388923687880858,0.126489643038883,NA,0.322168789705886,1.70468432985687,0.852342164928437,8,2,0.730519245691802,"alpha+loading+joint_mu+joint_var+joint_weight",0.733141407765936,0.677650914730942,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00783200000000002,FALSE,2000,1.36516023761502,0.809888795475556,1
"rep12_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",12,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.982251145098557,0.968264985859931,0.883709244545873,0.304311711433133,0.913905545528086,0.421608371132787,NA,NA,0.0890031513769188,0.893861613779161,13.85,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.105217097425562,0.0645925748733917,0.995650728446931,0.935953637076905,NA,0.025566426730708,0.18941765743426,0.0395523258137067,8,8,0.899596805380298,"alpha+loading+joint_mu+joint_var+joint_weight",0.891319120090378,0.90327367303451,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep12_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",12,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.584296503542465,0.354485011747203,0.698607228544153,0.896885130551696,0.96021015724127,0.301319518913934,0.96023077114339,0.300980429419424,0.0916798327272203,0.208256087923126,15.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32912663098749,0.994555299604787,0.388729956482096,0.34618187830966,NA,0.217067861521098,1.46475609825324,0.464426230205719,8,3,0.723721247187733,"alpha+loading+joint_mu+joint_var+joint_weight",0.709037195823414,0.685945024810252,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00784649999999999,FALSE,2000,1.30725176279657,0.812908339627541,0
"rep13_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",13,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.987450774008041,0.984686167957852,0.905917184453,0.24938809510972,0.9437738885913,0.413241466422468,NA,NA,0.0851157195847559,0.837410776654596,13.052,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.155360913175849,0.0569433640055125,0.987063463749868,0.971961036900494,NA,0.0356358501828956,0.2283667515268,0.0635086001384492,8,8,0.924716004061219,"alpha+loading+joint_mu+joint_var+joint_weight",0.914363402730495,0.924574630269228,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep13_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",13,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.553901495458422,0.432523554479656,0.66893011941268,0.948129783891547,0.96099260153188,0.390814734440797,0.96101034431426,0.390390792554163,0.0889165172314551,0.000772804810238715,15.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77996805381888,1.15988082889888,0.494391832110217,0.450936420219502,NA,0.319894536076905,1.69264350800019,0.846321754000097,8,2,0.716597562125336,"alpha+loading+joint_mu+joint_var+joint_weight",0.689298208280456,0.670130913047923,"alpha+loading+joint_mu+joint_log_var",2,1000,0.0078605,FALSE,2000,1.50936048032486,0.852650512753686,1
"rep14_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",14,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.989662472108475,0.985560128430559,0.851010282090175,0.386266868050012,0.884933973741139,0.657776260387492,NA,NA,0.090996569632269,0.807991759541949,15.306,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.103864924028138,0.0991611646490283,0.996801926374849,0.854898839484233,NA,0.0224082275956475,0.166104376803213,0.0340613669465041,8,8,0.867381679098185,"alpha+loading+joint_mu+joint_var+joint_weight",0.857645796783929,0.867763293873908,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep14_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",14,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.56199113808122,0.417354985663796,0.759396648669149,0.873415156697757,0.952979596749876,0.486754100710968,0.953027082903673,0.485497026857413,0.0925425205540562,0.215042216308163,16.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61301190146854,0.994115101689962,0.371915364979104,0.246503301174361,NA,0.211733002594098,1.46611235827697,0.379282296340699,8,3,0.777791229556686,"alpha+loading+joint_mu+joint_var+joint_weight",0.766649198278585,0.727842765119015,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00801750000000001,FALSE,2000,1.26094900502229,0.82550431114242,1
"rep15_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",15,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.985146938109168,0.980028265003334,0.881316470849886,0.298222788691065,0.910350437484039,0.367625936001307,NA,NA,0.0909007370685175,0.79221961163065,13.913,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.105899142039041,0.0701333913876057,0.99502393490521,0.910507141482089,NA,0.024620404846765,0.185333502581935,0.0367138255311929,8,8,0.895017439299168,"alpha+loading+joint_mu+joint_var+joint_weight",0.886080478142106,0.900801164117331,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep15_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",15,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.494665761489505,0.313553138942462,0.559895520673361,0.95255728432671,0.957040289581481,0.291610980088881,0.957052509694171,0.291198383740567,0.0943953346732124,0.057325888612143,16.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5408336558821,1.03382635776591,0.389078060482011,0.220917691467852,NA,0.23423998263432,1.46550140210654,0.567522220330335,8,3,0.631605270943655,"alpha+loading+joint_mu+joint_var+joint_weight",0.592404381429571,0.596355700768373,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00805100000000002,FALSE,2000,1.29574972254725,0.861294019765832,0
"rep16_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",16,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.98873826043523,0.985072573660084,0.91563543968206,0.236878517694027,0.95580387561486,0.289950735336336,NA,NA,0.0887817211169128,0.859456634717319,13.722,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0959961003008534,0.0818046541270661,0.998211414621202,0.831438298937145,NA,0.0222243909666419,0.164670341831039,0.0338057028713239,8,8,0.93542316098473,"alpha+loading+joint_mu+joint_var+joint_weight",0.925083045139267,0.937138492978177,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
