"block_size_mode","loading_design","method","H_true","G_true","n","p","n_reps","mean_alpha_rmse","sd_alpha_rmse","lower_alpha_rmse","upper_alpha_rmse","mean_lambda_rmse","sd_lambda_rmse","lower_lambda_rmse","upper_lambda_rmse","mean_joint_mu_rmse","sd_joint_mu_rmse","lower_joint_mu_rmse","upper_joint_mu_rmse","mean_joint_var_rmse","sd_joint_var_rmse","lower_joint_var_rmse","upper_joint_var_rmse","mean_flat_parameter_corr","sd_flat_parameter_corr","lower_flat_parameter_corr","upper_flat_parameter_corr"
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,500,500,25,0.110189616300378,0.0112234916356824,0.0877426330290137,0.132636599571743,0.0864142448140578,0.00368647644762129,0.0790412919188152,0.0937871977093004,0.0487364707316683,0.0151723286767812,0.018391813378106,0.0790811280852307,0.0488596803793642,0.0106184292188317,0.0276228219417007,0.0700965388170276,0.98682931957949,0.00143386927384172,0.983961581031806,0.989697058127173
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,500,500,25,0.121702926255695,0.0147053383566706,0.0922922495423539,0.151113602969036,0.746627561737136,0.0782139842666912,0.590199593203754,0.903055530270519,1.52716932685173,1.26895216600451,-1.01073500515729,4.06507365886074,0.907428222327029,0.396338245738436,0.114751730850157,1.7001047138039,0.614926962420434,0.0541164963739485,0.506693969672537,0.723159955168331
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,1000,500,25,0.0769011654181015,0.0073450617503142,0.0622110419174731,0.0915912889187299,0.0599660425004745,0.00223339094422683,0.0554992606120208,0.0644328243889281,0.042227720205565,0.0121452361547747,0.0179372478960155,0.0665181925151145,0.0462820206579295,0.00760188941453695,0.0310782418288556,0.0614857994870034,0.993269845676415,0.000475432062498041,0.992318981551418,0.994220709801411
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,1000,500,25,0.0768464866297568,0.00714137249929203,0.0625637416311727,0.0911292316283408,0.202919606178176,0.0950891876309881,0.0127412309162,0.393097981440153,0.628990242303669,0.0577916030496304,0.513407036204408,0.744573448402929,0.586259336516558,0.0462832164568842,0.493692903602789,0.678825769430326,0.908098973842615,0.0514136151079858,0.805271743626644,1.01092620405859
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,2,2000,500,25,0.050334411691803,0.00322457060082128,0.0438852704901605,0.0567835528934456,0.0415371909323906,0.00100204128901167,0.0395331083543673,0.043541273510414,0.0351503480073085,0.00784484949233407,0.0194606490226403,0.0508400469919766,0.0483849389249726,0.00758473941268625,0.0332154600996001,0.0635544177503451,0.996710884620182,0.000165652734545005,0.996379579151092,0.997042190089272
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,2,2000,500,25,0.0497812418722785,0.0038482570008853,0.0420847278705079,0.0574777558740491,0.0762404512638612,0.0520410085312952,-0.0278415657987292,0.180322468326452,0.527456836332034,0.0722681933705824,0.382920449590869,0.671993223073199,0.510538365807972,0.0668942210329201,0.376749923742132,0.644326807873812,0.964770750119784,0.0190976060101304,0.926575538099523,1.00296596214004
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,100,500,25,0.319364448428793,0.065131532123152,0.189101384182489,0.449627512675098,0.264649071658233,0.0267795315353558,0.211090008587521,0.318208134728944,0.442674838076095,0.145750345107062,0.15117414786197,0.73417552829022,0.196296472647998,0.029033918200883,0.138228636246232,0.254364309049764,0.898795393800166,0.0210866776768105,0.856622038446545,0.940968749153787
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,100,500,25,0.368784568519508,0.0567594224192499,0.255265723681008,0.482303413358008,0.988935823153919,0.0574707065875038,0.873994409978911,1.10387723632893,0.998967423607389,0.12992438665757,0.739118650292248,1.25881619692253,1.04936892029001,0.0713646741730215,0.906639571943972,1.19209826863606,0.61080402040174,0.0552939790541772,0.500216062293386,0.721391978510095
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,500,500,25,0.100329268351963,0.00837049810814197,0.0835882721356793,0.117070264568247,0.0867179409807565,0.00222221686890459,0.0822735072429473,0.0911623747185657,0.299263161026437,0.040836614116021,0.217589932794395,0.380936389258479,0.205825884703753,0.0229817382312157,0.159862408241321,0.251789361166184,0.970174463382575,0.0043264402584164,0.961521582865742,0.978827343899407
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,500,500,25,0.134916249349165,0.0216160289879059,0.0916841913733531,0.178148307324977,0.806188370724195,0.0645149450350486,0.677158480654098,0.935218260794292,1.94829809792425,0.624248840334791,0.699800417254672,3.19679577859384,1.33158460375443,0.643070327677223,0.0454439483999862,2.61772525910888,0.536211652348215,0.0530769318981462,0.430057788551922,0.642365516144507
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,1000,500,25,0.0661301282653439,0.00408708894674343,0.057955950371857,0.0743043061588307,0.060637046590224,0.0016563768602118,0.0573242928698004,0.0639498003106476,0.288833427920276,0.0371811955817049,0.214471036756867,0.363195819083686,0.221052703189729,0.0180635181007967,0.184925666988136,0.257179739391323,0.97459191031989,0.00359039607805877,0.967411118163773,0.981772702476008
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,1000,500,25,0.072920790179926,0.00967074075171487,0.0535793086764962,0.0922622716833557,0.505076489354269,0.067744564826819,0.369587359700631,0.640565619007907,1.622053107807,0.869210219084889,-0.116367330362775,3.36047354597678,0.976155653529124,0.305137261524584,0.365881130479956,1.58643017657829,0.589519457197966,0.0833332173857156,0.422853022426535,0.756185891969397
"moderate_ifeval_like","balanced_moderate_few_positive_cross","independent_marginal_mixture",4,3,2000,500,25,0.0498357407908773,0.00614172576915727,0.0375522892525628,0.0621191923291919,0.0437558856868831,0.0019704473934364,0.0398149909000103,0.0476967804737559,0.30657890410935,0.0336436142293284,0.239291675650693,0.373866132568007,0.250613941876956,0.0153961638143583,0.21982161424824,0.281406269505673,0.972764244219295,0.00402269712539464,0.964718849968505,0.980809638470084
"moderate_ifeval_like","balanced_moderate_few_positive_cross","joint_mixture_factor_gibbs",4,3,2000,500,25,0.0495261482597591,0.00662578077565739,0.0362745867084443,0.0627777098110739,0.163116741930511,0.0800452824343606,0.00302617706178993,0.323207306799232,0.783874813984105,0.101942912784233,0.57998898841564,0.98776063955257,0.714086326065547,0.105473151568994,0.50314002292756,0.925032629203534,0.789829732107333,0.0375405444378298,0.714748643231674,0.864910820982993
