"mixture_scenario","n","p","H","G_config","estimated_vs_oracle_signal_rmse_mean","estimated_vs_oracle_signal_rmse_median","estimated_vs_oracle_signal_rmse_sd","estimated_vs_oracle_signal_rmse_se","estimated_vs_oracle_signal_rmse_n_replications","estimated_vs_oracle_alpha_rmse_mean","estimated_vs_oracle_alpha_rmse_median","estimated_vs_oracle_alpha_rmse_sd","estimated_vs_oracle_alpha_rmse_se","estimated_vs_oracle_alpha_rmse_n_replications","estimated_vs_oracle_linear_predictor_rmse_mean","estimated_vs_oracle_linear_predictor_rmse_median","estimated_vs_oracle_linear_predictor_rmse_sd","estimated_vs_oracle_linear_predictor_rmse_se","estimated_vs_oracle_linear_predictor_rmse_n_replications","estimated_vs_oracle_probability_rmse_mean","estimated_vs_oracle_probability_rmse_median","estimated_vs_oracle_probability_rmse_sd","estimated_vs_oracle_probability_rmse_se","estimated_vs_oracle_probability_rmse_n_replications","estimated_vs_oracle_subspace_distance_mean","estimated_vs_oracle_subspace_distance_median","estimated_vs_oracle_subspace_distance_sd","estimated_vs_oracle_subspace_distance_se","estimated_vs_oracle_subspace_distance_n_replications","estimated_vs_full_oracle_z_rmse_mean","estimated_vs_full_oracle_z_rmse_median","estimated_vs_full_oracle_z_rmse_sd","estimated_vs_full_oracle_z_rmse_se","estimated_vs_full_oracle_z_rmse_n_replications","oracle_lowrank_vs_full_oracle_z_rmse_mean","oracle_lowrank_vs_full_oracle_z_rmse_median","oracle_lowrank_vs_full_oracle_z_rmse_sd","oracle_lowrank_vs_full_oracle_z_rmse_se","oracle_lowrank_vs_full_oracle_z_rmse_n_replications"
"asymmetric_pi",100,1500,10,"2-2-2-2-2-2-2-2-2-2",0.675160206971822,0.673380459117128,0.0169595209962477,0.00339190419924953,25,0.217301007974062,0.217992953743603,0.0072962094037593,0.00145924188075186,25,0.709288955227445,0.707985223474493,0.0176019873481092,0.00352039746962184,25,0.108373925367094,0.10842859361821,0.000845603611050008,0.000169120722210002,25,0.124095098401241,0.123419121989577,0.00441602484091414,0.000883204968182829,25,1.1744616277353,1.17319207238932,0.0110149867600198,0.00220299735200397,25,0.940224167327969,0.940636779905809,0.00167572155838751,0.000335144311677502,25
"asymmetric_pi",100,1500,10,"3-3-3-3-3-3-3-3-3-3",0.755969990880082,0.755895202065734,0.024249350061144,0.00484987001222881,25,0.235903822869503,0.234916766953279,0.0121357023276054,0.00242714046552109,25,0.791950436944159,0.791033191112161,0.0262527811826242,0.00525055623652485,25,0.115883840008274,0.116018552130549,0.000949186321473296,0.000189837264294659,25,0.12747171355896,0.125838104743417,0.0065678599322466,0.00131357198644932,25,1.22611312022203,1.22531512159206,0.0169571596696685,0.0033914319339337,25,0.940198452105276,0.94066143020525,0.00202770757799337,0.000405541515598675,25
"asymmetric_pi",100,2000,5,"2-2-2-2-2",0.440919119909942,0.439451741831334,0.0092654923240778,0.00185309846481556,25,0.207600419066279,0.207484076324286,0.0123359079469567,0.00246718158939133,25,0.487425246128951,0.486865408312241,0.0126135157648351,0.00252270315296702,25,0.0741967253117954,0.0741519683175513,0.000691057649347323,0.000138211529869465,25,0.0805924473599935,0.0812432378103017,0.00483802747017865,0.000967605494035731,25,1.0835096001322,1.08324961034252,0.00593628519763851,0.0011872570395277,25,0.968742076626734,0.968680559458818,0.00158843373019056,0.000317686746038112,25
"asymmetric_pi",100,2000,5,"3-3-3-3-3",0.46792646924484,0.467423317706255,0.0103362368980989,0.00206724737961977,25,0.189066570651887,0.190329074934855,0.00600598895339361,0.00120119779067872,25,0.504707243865822,0.505037669948885,0.0106624367931886,0.00213248735863772,25,0.0812246505584188,0.0811957642759893,0.00077874057025772,0.000155748114051544,25,0.0890158860381729,0.0894709079303827,0.00493870613575987,0.000987741227151973,25,1.09114217648877,1.09114181651732,0.00418975392423048,0.000837950784846095,25,0.968595432758312,0.968479033860645,0.00211982784624081,0.000423965569248161,25
"asymmetric_pi",100,2000,10,"2-2-2-2-2-2-2-2-2-2",0.651524063305905,0.64829988761496,0.014186499488825,0.00283729989776499,25,0.214367150084675,0.214181205521949,0.00654101956142581,0.00130820391228516,25,0.685907115454371,0.681637268758857,0.0145268826802423,0.00290537653604846,25,0.106909077923583,0.106657350551436,0.000978161807457651,0.00019563236149153,25,0.113681427517083,0.113230925427703,0.00552446336723223,0.00110489267344645,25,1.16177076834937,1.15927621643214,0.00871663345707879,0.00174332669141576,25,0.94129023078453,0.941396695493697,0.00161082451223673,0.000322164902447347,25
"asymmetric_pi",100,2000,10,"3-3-3-3-3-3-3-3-3-3",0.723912344121375,0.722345992456275,0.0207709402074538,0.00415418804149076,25,0.225570496927262,0.224238954680296,0.00878401564350877,0.00175680312870175,25,0.75825942986888,0.758121206029914,0.0219377747524674,0.00438755495049348,25,0.114390955922827,0.114351910112784,0.00076123771072194,0.000152247542144388,25,0.115608483022746,0.11411084482696,0.00608709665245271,0.00121741933049054,25,1.20562006258951,1.20556129264715,0.0138937011961344,0.00277874023922687,25,0.940879636799295,0.941009051213551,0.00125041599202089,0.000250083198404177,25
"asymmetric_pi",200,500,5,"2-2-2-2-2",0.386816197776583,0.387474048945584,0.00571780171447611,0.00114356034289522,25,0.170639145317177,0.172921720667481,0.0114409277454229,0.00228818554908459,25,0.42287127733523,0.422208139360132,0.00920915206788649,0.0018418304135773,25,0.0596569493678955,0.0595285388716435,0.000729190449938004,0.000145838089987601,25,0.126328578668739,0.126179491404862,0.00278679313473973,0.000557358626947945,25,1.06583926878827,1.06618781870564,0.00404958560619336,0.000809917121238672,25,0.97925123771377,0.978973617254588,0.00224861177130173,0.000449722354260347,25
"asymmetric_pi",200,500,5,"3-3-3-3-3",0.377161076333466,0.376493137330252,0.00872995929180433,0.00174599185836087,25,0.129566169520904,0.129218220422516,0.00468306607877277,0.000936613215754554,25,0.398809893391319,0.398150315672508,0.00928463581860252,0.0018569271637205,25,0.0648068781593731,0.0649504147706999,0.000733581267337628,0.000146716253467526,25,0.132358270243932,0.132016219227538,0.00457924229275473,0.000915848458550946,25,1.05663547704045,1.05657969455185,0.00415497492518347,0.000830994985036693,25,0.979455121165544,0.979016499207328,0.00210933775120984,0.000421867550241968,25
"asymmetric_pi",200,500,10,"2-2-2-2-2-2-2-2-2-2",0.541667304671492,0.540063530237903,0.0111832518837911,0.00223665037675821,25,0.163217708442967,0.165033186635514,0.00527293355923664,0.00105458671184733,25,0.565739438874391,0.563721683686806,0.0115978982703409,0.00231957965406817,25,0.0877808077482149,0.0878848576987184,0.000943453622527564,0.000188690724505513,25,0.162039543438577,0.162563078992967,0.00381566038729595,0.00076313207745919,25,1.11357148381506,1.11319871121234,0.00642810115959517,0.00128562023191903,25,0.962099609899862,0.962621341648046,0.00231179427398807,0.000462358854797614,25
"asymmetric_pi",200,500,10,"3-3-3-3-3-3-3-3-3-3",0.566789368897829,0.568094295210944,0.0126908417151961,0.00253816834303922,25,0.147712608428562,0.147580759738414,0.00586116821938992,0.00117223364387798,25,0.585741924121206,0.585331890692,0.0130382465126277,0.00260764930252553,25,0.0930543134431535,0.0930898257229635,0.000854930859150905,0.000170986171830181,25,0.167893763185479,0.167801799251269,0.0050196694641585,0.0010039338928317,25,1.12349893486374,1.12324201235054,0.00633933375273509,0.00126786675054702,25,0.961865948815618,0.962133614570766,0.00217169998850839,0.000434339997701678,25
"asymmetric_pi",200,1000,5,"2-2-2-2-2",0.367510897378608,0.366636807539348,0.00938148842914372,0.00187629768582874,25,0.18598912668843,0.186303138345268,0.0119345322212568,0.00238690644425135,25,0.411958855236675,0.411717200909254,0.0132029076480946,0.00264058152961892,25,0.0556453139650116,0.055713973813323,0.000590358928377405,0.000118071785675481,25,0.0957211908418692,0.095918295197511,0.00264790424626167,0.000529580849252334,25,1.06446129317695,1.06381457318076,0.0057102081103633,0.00114204162207266,25,0.982071023480152,0.982072751442364,0.00165296486025671,0.000330592972051341,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3",0.33287185473199,0.33306676229353,0.00546245240978382,0.00109249048195676,25,0.128595313982097,0.127691915422542,0.003942532387514,0.0007885064775028,25,0.356861617548886,0.357880148422694,0.0059318210823765,0.0011863642164753,25,0.0602823288752034,0.0602868069643936,0.000564714190698352,0.00011294283813967,25,0.100494563135998,0.100019987621166,0.00367244736541429,0.000734489473082859,25,1.04487342045813,1.04548221882902,0.00227942857409866,0.000455885714819732,25,0.982680213944123,0.982500931865109,0.00117379355146594,0.000234758710293188,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2",0.483727708440423,0.484635256387348,0.00474222996012836,0.000948445992025671,25,0.167970354513414,0.167798783014526,0.0063060034220949,0.00126120068441898,25,0.512088490327924,0.51135059376558,0.0057444020975961,0.00114888041951922,25,0.080428856876641,0.0805023803625629,0.000505686226182082,0.000101137245236416,25,0.121358052151655,0.121028724327487,0.00249348023503182,0.000498696047006364,25,1.09231687753459,1.09242159162675,0.00295240196510851,0.000590480393021703,25,0.966665932110543,0.966322223469791,0.00119995643291304,0.000239991286582608,25
"asymmetric_pi",200,1000,10,"3-3-3-3-3-3-3-3-3-3",0.482034172023129,0.483124419288171,0.0100520280903904,0.00201040561807808,25,0.137801620491407,0.136877088217379,0.0057429226223975,0.0011485845244795,25,0.501359269747574,0.502019724930937,0.0108865215824498,0.00217730431648996,25,0.0855374822852695,0.0855911481724958,0.00059165959248278,0.000118331918496556,25,0.125277908701028,0.125703409787796,0.00375140086039893,0.000750280172079786,25,1.08770111141623,1.08806088284653,0.0055058475673147,0.00110116951346294,25,0.967105876737504,0.966952736318906,0.00148215846128086,0.000296431692256173,25
"asymmetric_pi",200,1500,5,"2-2-2-2-2",0.367451547609815,0.364607773829803,0.00894621820598588,0.00178924364119718,25,0.191114629212165,0.188735493442906,0.0116854078556792,0.00233708157113583,25,0.414244547492236,0.411185834906071,0.0126990996469227,0.00253981992938453,25,0.0542553175615404,0.0542235375261621,0.000419768407291925,8.39536814583851e-05,25,0.0815646787789466,0.0813900104280748,0.0019428949597042,0.00038857899194084,25,1.0663928178596,1.06541772886755,0.00492939198493923,0.000985878396987846,25,0.983118881898231,0.983129579764511,0.0010417860190562,0.00020835720381124,25
"asymmetric_pi",200,1500,5,"3-3-3-3-3",0.320430763762224,0.320544193458334,0.00492973501258299,0.000985947002516599,25,0.12792810342947,0.127484985010829,0.00419841110499687,0.000839682220999375,25,0.345037296005692,0.345162332455857,0.00568167400880667,0.00113633480176133,25,0.0586815651030639,0.0586933321124454,0.000306602063438057,6.13204126876115e-05,25,0.0862205183360288,0.0862401332682308,0.00332136485252085,0.00066427297050417,25,1.04158237971663,1.04203947748266,0.00220075069828765,0.000440150139657529,25,0.983295139188394,0.98319423215749,0.00124223698068415,0.000248447396136831,25
"asymmetric_pi",200,1500,10,"2-2-2-2-2-2-2-2-2-2",0.467899150311131,0.469097830399825,0.00644612506400102,0.0012892250128002,25,0.169156776713673,0.169029804338982,0.00805155139772289,0.00161031027954458,25,0.497574336196099,0.500192195915679,0.00826228485415362,0.00165245697083072,25,0.0778741943170835,0.0777900033150806,0.000637687921447959,0.000127537584289592,25,0.105493609034761,0.105774339402847,0.00279422602971343,0.000558845205942685,25,1.08815334011971,1.08934996297805,0.00425637310373815,0.00085127462074763,25,0.969191932060012,0.969091903306528,0.00142056792212311,0.000284113584424621,25
"asymmetric_pi",200,1500,10,"3-3-3-3-3-3-3-3-3-3",0.455611107230247,0.457723843980189,0.0062747848545625,0.0012549569709125,25,0.135775512468962,0.135312697489279,0.00339012388851273,0.000678024777702546,25,0.475419461776341,0.477144051302441,0.00658576530197967,0.00131715306039593,25,0.0826753459518607,0.0827348282064493,0.000503741838241103,0.000100748367648221,25,0.106459667362208,0.106151348730954,0.00283098932140975,0.00056619786428195,25,1.07770869159077,1.07812507618018,0.00291294297573966,0.000582588595147931,25,0.968668782857164,0.968623266077226,0.00134756124101718,0.000269512248203437,25
"asymmetric_pi",200,2000,5,"2-2-2-2-2",0.361981446505918,0.362826816119519,0.00904608907699683,0.00180921781539937,25,0.187651064541368,0.191500813426578,0.0129154163631752,0.00258308327263505,25,0.407804841336852,0.40946707459072,0.0135936236345495,0.00271872472690989,25,0.0535816419187787,0.05362469484489,0.000418962057458598,8.37924114917196e-05,25,0.0742280507194581,0.074334738594759,0.00195010324193347,0.000390020648386695,25,1.06421402352566,1.06457871727308,0.00519837597811327,0.00103967519562265,25,0.983373889877573,0.98332713443942,0.00110758425290328,0.000221516850580655,25
"asymmetric_pi",200,2000,5,"3-3-3-3-3",0.317363843104334,0.314858367762338,0.0071843941664456,0.00143687883328912,25,0.129342476338327,0.128368609187306,0.00562910940466057,0.00112582188093211,25,0.342725787686798,0.339596284502067,0.00843417195392506,0.00168683439078501,25,0.0579425548894361,0.0578715862601091,0.000331748536795323,6.63497073590645e-05,25,0.0793454924950337,0.0791993003613466,0.002659033862711,0.000531806772542199,25,1.04141975122519,1.04024413681544,0.00292086787455966,0.000584173574911932,25,0.983874555443308,0.983788867591035,0.00112029762064925,0.000224059524129851,25
"asymmetric_pi",200,2000,10,"2-2-2-2-2-2-2-2-2-2",0.460534685995996,0.458660858444856,0.00605082626401346,0.00121016525280269,25,0.170185616889192,0.168491782186432,0.00761511093243293,0.00152302218648659,25,0.491001575349846,0.489287011383072,0.00814021151868345,0.00162804230373669,25,0.076697653505345,0.0766664881524717,0.000409937538842988,8.19875077685976e-05,25,0.0959084999599886,0.0957579479509384,0.00216149053666327,0.000432298107332654,25,1.08600369297752,1.0849098553801,0.00371292755919656,0.000742585511839312,25,0.96994704140821,0.969952388083884,0.00115023295449846,0.000230046590899692,25
"asymmetric_pi",200,2000,10,"3-3-3-3-3-3-3-3-3-3",0.441669640940852,0.441941411607575,0.00469710817161,0.000939421634322,25,0.133472515052038,0.133075863486382,0.00355098387438173,0.000710196774876347,25,0.461404749307933,0.460956170181868,0.00519682779908051,0.0010393655598161,25,0.0812478968469768,0.0812151823711865,0.000518501575691683,0.000103700315138337,25,0.0963514444226316,0.0955102093099193,0.00250638973283031,0.000501277946566063,25,1.07257848363718,1.07275626689469,0.00260355710553536,0.000520711421107072,25,0.96955311713461,0.969625115456188,0.00122165630469876,0.000244331260939751,25
"asymmetric_pi",400,500,5,"2-2-2-2-2",0.337023885626065,0.33778075408729,0.00637181485445254,0.00127436297089051,25,0.154720677452021,0.151735812638257,0.00914403947351805,0.00182880789470361,25,0.370892015989737,0.369540646649253,0.00923900990747654,0.00184780198149531,25,0.0470453069695262,0.0469779365504373,0.000418818520547597,8.37637041095194e-05,25,0.122738645299233,0.123069481807063,0.00230327268767028,0.000460654537534056,25,1.05431216649005,1.05448682493368,0.00331693419210464,0.000663386838420927,25,0.98739161107541,0.987234379904176,0.00131272652092364,0.000262545304184727,25
"asymmetric_pi",400,500,5,"3-3-3-3-3",0.29138101993554,0.290960102877372,0.00493148783830444,0.000986297567660887,25,0.0926899356797057,0.0935458600372313,0.00347306862359947,0.000694613724719894,25,0.30578309973081,0.305642454048024,0.00519869583466581,0.00103973916693316,25,0.0502291416688285,0.0501998729065835,0.000411181424291145,8.22362848582289e-05,25,0.12747843923946,0.127578770848725,0.00298147662759734,0.000596295325519469,25,1.03290354579698,1.03261950723974,0.0020102144936511,0.00040204289873022,25,0.987099211095825,0.98693616289068,0.00194811306975171,0.000389622613950342,25
"asymmetric_pi",400,500,10,"2-2-2-2-2-2-2-2-2-2",0.432333087625201,0.432479884653945,0.0046873189949382,0.00093746379898764,25,0.13503580848854,0.13453803806232,0.00515917839637621,0.00103183567927524,25,0.452954109549791,0.453748512849058,0.00518284726001111,0.00103656945200222,25,0.0693086806364465,0.0692728418893499,0.000514822127108159,0.000102964425421632,25,0.154902542905683,0.15447776884388,0.0020027568889626,0.00040055137779252,25,1.07447310706224,1.07462802320386,0.00238366916272187,0.000476733832544374,25,0.975779401029083,0.975827175543172,0.00146685113121182,0.000293370226242364,25
"asymmetric_pi",400,500,10,"3-3-3-3-3-3-3-3-3-3",0.413652405341205,0.412001414819785,0.00831461876425566,0.00166292375285113,25,0.0957342809525318,0.0965213177460835,0.00389742799125392,0.000779485598250785,25,0.424598940935888,0.423752447097938,0.00854243495255321,0.00170848699051064,25,0.0722969875316616,0.0721121620063994,0.000726982995002718,0.000145396599000544,25,0.157701289090268,0.157123500813847,0.00330382716689164,0.000660765433378328,25,1.06349527143034,1.06290683623748,0.00371924185350385,0.000743848370700769,25,0.976550260271942,0.976451685236373,0.00151888455339319,0.000303776910678639,25
"asymmetric_pi",400,1000,5,"2-2-2-2-2",0.334876372400304,0.335301431943936,0.00652626899766878,0.00130525379953376,25,0.181200884600304,0.182816291641688,0.00860570937409324,0.00172114187481865,25,0.380791715576988,0.38183310157942,0.00944276199226045,0.00188855239845209,25,0.0421708431635707,0.0422342109422894,0.000259127457161936,5.18254914323871e-05,25,0.0923303529678947,0.0924520822494571,0.00194644230803129,0.000389288461606258,25,1.06087327369928,1.06158139916859,0.00349507833778015,0.000699015667556029,25,0.990467251038427,0.990626513339013,0.00100259824383607,0.000200519648767214,25
"asymmetric_pi",400,1000,5,"3-3-3-3-3",0.257489125772237,0.257202561184067,0.00429092950671025,0.00085818590134205,25,0.0971632153759782,0.0984915301075488,0.0038191491312452,0.00076382982624904,25,0.275225623516732,0.274746250988758,0.00498691308670608,0.000997382617341217,25,0.0453037116827488,0.0452819488830207,0.000295220226086503,5.90440452173007e-05,25,0.0959578519727277,0.0959118972054592,0.00173882352057149,0.000347764704114298,25,1.02763869871895,1.02759497760592,0.00186737207124166,0.000373474414248331,25,0.990405306245073,0.990609620287446,0.00126036172624553,0.000252072345249106,25
"asymmetric_pi",400,1000,10,"2-2-2-2-2-2-2-2-2-2",0.407224843064614,0.408374243906137,0.00629922951562405,0.00125984590312481,25,0.158344909063587,0.159840559481971,0.00720512099559551,0.0014410241991191,25,0.43695323770371,0.439521093128197,0.00822732959725891,0.00164546591945178,25,0.060933470727821,0.0608774946545211,0.000314096925603473,6.28193851206945e-05,25,0.114819494445946,0.114813675608775,0.00106031797828577,0.000212063595657154,25,1.07281963317905,1.07336467858751,0.00324627463279324,0.000649254926558648,25,0.980679785519031,0.980528242737399,0.0012259460867411,0.00024518921734822,25
"asymmetric_pi",400,1000,10,"3-3-3-3-3-3-3-3-3-3",0.352218360247662,0.352528662517539,0.00338364053227446,0.000676728106454892,25,0.0965888367166625,0.0969593900949881,0.00298594171979965,0.00059718834395993,25,0.365232395056297,0.365291374315862,0.00353914885424546,0.000707829770849091,25,0.064146964403932,0.064212589616563,0.000307593243973799,6.15186487947598e-05,25,0.115385746978686,0.115211878870408,0.00175640792175708,0.000351281584351416,25,1.0460526424623,1.04579595550274,0.00151699846968668,0.000303399693937335,25,0.981086408861444,0.981265355979626,0.00106418866832888,0.000212837733665777,25
"asymmetric_pi",400,1500,5,"2-2-2-2-2",0.332600364759922,0.334248674206978,0.0066659961364229,0.00133319922728458,25,0.180592159757877,0.181050708913297,0.00819562328093784,0.00163912465618757,25,0.378500519908317,0.379682125257791,0.00918710765696645,0.00183742153139329,25,0.0408005996084953,0.0408230619274384,0.000285156249257597,5.70312498515193e-05,25,0.0798469007040324,0.0799480169113482,0.00142973073228443,0.000285946146456887,25,1.0604244014751,1.06080750877848,0.00341328760269945,0.00068265752053989,25,0.990806758570272,0.990551702068047,0.0010750057001935,0.000215001140038699,25
"asymmetric_pi",400,1500,5,"3-3-3-3-3",0.247034498256092,0.246308059153071,0.00375846894332341,0.000751693788664683,25,0.0974131875459884,0.097788428229159,0.00315904481839323,0.000631808963678646,25,0.265559631876251,0.264387590446387,0.00415779652968518,0.000831559305937036,25,0.0432862059537281,0.043241564874977,0.000295580201351632,5.91160402703264e-05,25,0.0822002171267603,0.082515509013888,0.0020503181023535,0.000410063620470699,25,1.02551257981713,1.02526008379932,0.00142137012352396,0.000284274024704791,25,0.990790736755473,0.990476247252175,0.00108020772170274,0.000216041544340547,25
"asymmetric_pi",400,1500,10,"2-2-2-2-2-2-2-2-2-2",0.395955564149968,0.394907367710262,0.00662603715012592,0.00132520743002518,25,0.159537227849329,0.157652199015143,0.00717185157498787,0.00143437031499757,25,0.426909836300703,0.426245308224997,0.0086875000761871,0.00173750001523742,25,0.0580750778368221,0.0580340065765907,0.000269345302891827,5.38690605783655e-05,25,0.0995780373403552,0.0994736449435655,0.00137710298503516,0.000275420597007031,25,1.07105089100895,1.07073004678221,0.00357429081803962,0.000714858163607924,25,0.9829650425913,0.982785375422485,0.000811530817607686,0.000162306163521537,25
"asymmetric_pi",400,1500,10,"3-3-3-3-3-3-3-3-3-3",0.336689463840761,0.337200665873803,0.0045040758803763,0.00090081517607526,25,0.0992117385147056,0.0994129114386613,0.00423518805265342,0.000847037610530684,25,0.35101937429503,0.351504827217656,0.00508854582799422,0.00101770916559884,25,0.0610268571830701,0.0610674467395789,0.000306519934164039,6.13039868328079e-05,25,0.0989452342166277,0.0988222920160579,0.00168538838745373,0.000337077677490745,25,1.04293685781968,1.04353630136266,0.0019332122204444,0.000386642444088881,25,0.982762220969668,0.982623319357456,0.000800184086969948,0.00016003681739399,25
"asymmetric_pi",400,2000,5,"2-2-2-2-2",0.333294266162945,0.333230654185084,0.00816497161964945,0.00163299432392989,25,0.180740979357072,0.177544472605031,0.0111138528572646,0.00222277057145291,25,0.379203566986405,0.377346177304875,0.0120589424047383,0.00241178848094766,25,0.0399477663312036,0.0399470139284215,0.000249519184984802,4.99038369969604e-05,25,0.0727083986826351,0.0725487675666059,0.00134805475381008,0.000269610950762016,25,1.06121677699287,1.06059978491393,0.00439666556367304,0.000879333112734609,25,0.99133318469917,0.991213431101912,0.000752221967629047,0.000150444393525809,25
"asymmetric_pi",400,2000,5,"3-3-3-3-3",0.2438317270091,0.243847823833387,0.00476323666560363,0.000952647333120727,25,0.09949235564354,0.0993901524615923,0.00403842026591032,0.000807684053182063,25,0.263364408173069,0.26285286370304,0.00552134180319976,0.00110426836063995,25,0.0424659210061183,0.0424291431165885,0.000293810392203657,5.87620784407314e-05,25,0.0750818390665668,0.0748635591677884,0.00209584951049214,0.000419169902098427,25,1.02544368241529,1.025053238325,0.00158639249618245,0.00031727849923649,25,0.991268282993402,0.991148372116703,0.000736834448674197,0.000147366889734839,25
"asymmetric_pi",400,2000,10,"2-2-2-2-2-2-2-2-2-2",0.386808513953911,0.388127069411285,0.00694240956578828,0.00138848191315766,25,0.157427056953154,0.156747882873516,0.00892332903407531,0.00178466580681506,25,0.417659795318801,0.417875684865815,0.00952573487900907,0.00190514697580181,25,0.0565427367938653,0.0565688098554205,0.000283500028501556,5.67000057003112e-05,25,0.0896056059965765,0.0896045469287312,0.00163727203536661,0.000327454407073322,25,1.06811158644771,1.06827599690904,0.00394338950488401,0.000788677900976801,25,0.983627841789251,0.983401037219039,0.000838732538448578,0.000167746507689716,25
"asymmetric_pi",400,2000,10,"3-3-3-3-3-3-3-3-3-3",0.328266159455947,0.329504847380899,0.00536613479384944,0.00107322695876989,25,0.100669560928934,0.100247928126679,0.00394785587591682,0.000789571175183363,25,0.343365550611969,0.344406628021342,0.00610125707829766,0.00122025141565953,25,0.0595625848019384,0.0596310969079497,0.000325124454827436,6.50248909654873e-05,25,0.0895415126151157,0.0897636882165921,0.00197965856591286,0.000395931713182572,25,1.04144925253658,1.04176299800178,0.00218508508841918,0.000437017017683836,25,0.983796651287138,0.983801445149727,0.00091091253698382,0.000182182507396764,25
"moderate_overlap",100,500,5,"2-2-2-2-2",0.525333635961724,0.530411093388952,0.0196190402721793,0.00392380805443586,25,0.206110644591301,0.207225753029624,0.00835364028915621,0.00167072805783124,25,0.564350303363665,0.571037828762994,0.0204701109684126,0.00409402219368253,25,0.0817281547187452,0.0816323432177843,0.0012194736660369,0.00024389473320738,25,0.133480151554653,0.131800211783067,0.00524576942490394,0.00104915388498079,25,1.11630006322615,1.11738305811167,0.010512481980754,0.0021024963961508,25,0.964967631408918,0.965515107950592,0.00300269178821966,0.000600538357643932,25
"moderate_overlap",100,500,5,"3-3-3-3-3",0.538826066951769,0.534434384138134,0.0178657495883127,0.00357314991766255,25,0.202170007958517,0.201998831101194,0.00889176886173932,0.00177835377234786,25,0.575553276097171,0.574237686522718,0.0184556771369811,0.00369113542739622,25,0.0864986156498831,0.0864851581061519,0.00141460833346008,0.000282921666692016,25,0.142820293583676,0.143919927385746,0.00771189400414725,0.00154237880082945,25,1.12121107528962,1.11894806006531,0.0110422989921013,0.00220845979842025,25,0.964481524385647,0.96516421180578,0.00377038109697619,0.000754076219395239,25
"moderate_overlap",100,500,10,"2-2-2-2-2-2-2-2-2-2",0.854420550689656,0.854914031162503,0.0393628340398077,0.00787256680796153,25,0.244549640742141,0.242902461724103,0.0168195208742571,0.00336390417485142,25,0.888771290409641,0.89074835843117,0.0418782137840008,0.00837564275680016,25,0.11915084276594,0.11935228644037,0.00171741844426647,0.000343483688853295,25,0.175516258314862,0.171817533955644,0.00801471177634569,0.00160294235526914,25,1.28435205455881,1.28530869012648,0.0280630869203852,0.00561261738407705,25,0.93397555669652,0.93414574717499,0.0025368634453241,0.000507372689064819,25
"moderate_overlap",100,500,10,"3-3-3-3-3-3-3-3-3-3",0.885330288449517,0.884065278506534,0.0147583973960835,0.0029516794792167,25,0.253732281581533,0.254426143732982,0.00752403232694625,0.00150480646538925,25,0.921003839793171,0.920050402930218,0.0146188359809928,0.00292376719619856,25,0.123577654319859,0.123783348739983,0.000926696191907788,0.000185339238381558,25,0.182638440786768,0.182644023038658,0.00589525507570816,0.00117905101514163,25,1.30588643228382,1.30592316478963,0.0100927058520954,0.00201854117041908,25,0.934022478731268,0.93397981054711,0.00314935274098587,0.000629870548197173,25
"moderate_overlap",100,1000,5,"2-2-2-2-2",0.469831082754465,0.469887436960456,0.014135998368833,0.00282719967376661,25,0.196285173961517,0.196926492756193,0.00712395875169583,0.00142479175033917,25,0.509203435797818,0.507892933102177,0.0151908332997185,0.0030381666599437,25,0.0775588951736822,0.0776173482276625,0.000866102734672745,0.000173220546934549,25,0.101791802334717,0.101890310073588,0.00522756868412734,0.00104551373682547,25,1.09164124793847,1.09276309609495,0.00647327188759996,0.00129465437751999,25,0.966921875728539,0.967253821492648,0.00245016744594293,0.000490033489188586,25
"moderate_overlap",100,1000,5,"3-3-3-3-3",0.493015197295838,0.494093523332423,0.0124549416297448,0.00249098832594895,25,0.195644354509018,0.195245694527434,0.00731970119566078,0.00146394023913216,25,0.530440132085411,0.53237662568462,0.0134752837727817,0.00269505675455633,25,0.0827194504355938,0.0827230790286382,0.000774113435431125,0.000154822687086225,25,0.113197584573343,0.112941008660348,0.00714384750234417,0.00142876950046883,25,1.10123038137143,1.10076671224343,0.00652476582250194,0.00130495316450039,25,0.96676614034703,0.96670716958512,0.0018773791482386,0.000375475829647721,25
"moderate_overlap",100,1000,10,"2-2-2-2-2-2-2-2-2-2",0.730633134326008,0.728302930296749,0.0209821384318104,0.00419642768636208,25,0.216451435944349,0.218383695520778,0.00840644105943581,0.00168128821188716,25,0.762035978375825,0.760898809095317,0.0220711540462483,0.00441423080924966,25,0.111642428722671,0.111792905319686,0.00110152143667895,0.000220304287335791,25,0.134992971781253,0.134977299373385,0.00674829573879621,0.00134965914775924,25,1.20524539629547,1.20577831813131,0.0145325089617239,0.00290650179234477,25,0.938235119275692,0.938143556971844,0.00255350921300913,0.000510701842601827,25
