"mixture_scenario","n","p","H","G_config","signal_source","rotation_method","stage","factor_score_rmse_mean","factor_score_rmse_median","factor_score_rmse_sd","factor_score_rmse_se","factor_score_rmse_n_replications","mean_factor_abs_cor_mean","mean_factor_abs_cor_median","mean_factor_abs_cor_sd","mean_factor_abs_cor_se","mean_factor_abs_cor_n_replications","lambda_rmse_mean","lambda_rmse_median","lambda_rmse_sd","lambda_rmse_se","lambda_rmse_n_replications","alpha_rmse_mean","alpha_rmse_median","alpha_rmse_sd","alpha_rmse_se","alpha_rmse_n_replications","probability_rmse_mean","probability_rmse_median","probability_rmse_sd","probability_rmse_se","probability_rmse_n_replications","marginal_mu_rmse_mean","marginal_mu_rmse_median","marginal_mu_rmse_sd","marginal_mu_rmse_se","marginal_mu_rmse_n_replications","marginal_var_rmse_mean","marginal_var_rmse_median","marginal_var_rmse_sd","marginal_var_rmse_se","marginal_var_rmse_n_replications","marginal_weight_rmse_mean","marginal_weight_rmse_median","marginal_weight_rmse_sd","marginal_weight_rmse_se","marginal_weight_rmse_n_replications","end_to_end_seconds_mean","end_to_end_seconds_median","end_to_end_seconds_sd","end_to_end_seconds_se","end_to_end_seconds_n_replications","rotation_seconds_mean","rotation_seconds_median","rotation_seconds_sd","rotation_seconds_se","rotation_seconds_n_replications","refinement_seconds_mean","refinement_seconds_median","refinement_seconds_sd","refinement_seconds_se","refinement_seconds_n_replications"
"asymmetric_pi",200,1000,5,"2-2-2-2-2","oracle_Z","mixture_identity_start","refined",0.107749988709673,0.0929425587533707,0.0735151628291174,0.0147030325658235,25,0.991558613032113,0.99565913606652,0.0204300445094028,0.00408600890188056,25,0.177323170157384,0.172461408688016,0.028537093866604,0.00570741877332079,25,0.231239724048374,0.218794146538678,0.0376831547875858,0.00753663095751715,25,0.0546595921784362,0.0547536839958884,0.000822675694655,0.000164535138931,25,0.0852745893640535,0.0823174285338334,0.0487097931555922,0.00974195863111844,25,0.0459008102772101,0.0381617013003297,0.0376079287289564,0.00752158574579129,25,0.0363779382002195,0.0333916168767017,0.0250092430834244,0.00500184861668488,25,4.19407999999994,4.17299999999886,0.105871352751015,0.0211742705502029,25,0.403720000000012,0.347000000000207,0.105477296135255,0.021095459227051,25,3.74087999999992,3.74900000000025,0.0490478677756062,0.00980957355512125,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","estimated_Z","fastica_only","pretrain",1.42032492978455,1.41119089495528,0.162106021293708,0.0324212042587416,25,0.31189111405845,0.245871035252344,0.178699941558511,0.0357399883117022,25,0.745360614325595,0.745360614325595,0,0,25,0.189976609274627,0.185923308797651,0.02846078594105,0.00569215718820999,25,0.362361048947807,0.362035052689736,0.0047665187071975,0.000953303741439501,25,0.292253939378775,0.29200077891555,0.074245057933427,0.0148490115866854,25,0.213450698270518,0.207416717050603,0.0833719866788473,0.0166743973357695,25,0.0993877570436124,0.0909699294191713,0.0296689745031481,0.00593379490062962,25,18.3033200000001,6.90699999999924,59.694615332067,11.9389230664134,25,0.107680000000546,0.106000000003405,0.027271352490794,0.0054542704981588,25,0,0,0,0,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","estimated_Z","fastica_only","refined",0.13545738282445,0.116117375628252,0.0724490126184183,0.0144898025236837,25,0.98824743335987,0.993224500038798,0.0204864028357109,0.00409728056714218,25,0.153218802989319,0.144579637768661,0.042306675204619,0.00846133504092379,25,0.183424743080302,0.17649036780732,0.0283610486592772,0.00567220973185544,25,0.0597298266048465,0.0594101681645194,0.00132077285086687,0.000264154570173374,25,0.103571309140771,0.0902192633006705,0.0270638329560869,0.00541276659121737,25,0.0867460439661778,0.0761658087668128,0.0375161059023455,0.00750322118046909,25,0.0367062110641903,0.0339661456150507,0.0106105685246311,0.00212211370492623,25,40.8283200000004,21.2659999999996,79.9655617316618,15.9931123463324,25,0.107680000000546,0.106000000003405,0.027271352490794,0.0054542704981588,25,22.5250000000003,14.3590000000004,23.609730621081,4.7219461242162,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","estimated_Z","mixture_fastica_start","pretrain",1.44791146099488,1.41364754184693,0.133532690318787,0.0267065380637574,25,0.231509208840964,0.222287061939914,0.201244775142862,0.0402489550285725,25,0.745360614325595,0.745360614325595,0,0,25,0.189976609274627,0.185923308797651,0.02846078594105,0.00569215718820999,25,0.362361048947807,0.362035052689736,0.0047665187071975,0.000953303741439501,25,0.216783917231153,0.225323775739045,0.0550119162213067,0.0110023832442613,25,0.0947794163597748,0.0933979819087006,0.0134053983523765,0.0026810796704753,25,0.0691197433614684,0.0723727553983949,0.0158499238483512,0.00316998476967024,25,18.8271199999996,7.48099999999977,59.7295359895484,11.9459071979097,25,0.63148000000001,0.657999999999447,0.0956687514290694,0.0191337502858139,25,0,0,0,0,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","estimated_Z","mixture_fastica_start","refined",0.110941540818667,0.109683293482854,0.00708079631994879,0.00141615926398976,25,0.993790875553425,0.993954560367213,0.000815970339642345,0.000163194067928469,25,0.141836579585718,0.141275045950942,0.00600321710856975,0.00120064342171395,25,0.185410904027104,0.177357702217612,0.0295738740698863,0.00591477481397725,25,0.05894649006768,0.0588411411868774,0.000858417980238493,0.000171683596047699,25,0.099215436800991,0.0890606207775574,0.0214886525937665,0.00429773051875329,25,0.0765539689382309,0.0763080836123476,0.00805379080296253,0.00161075816059251,25,0.035554128467761,0.0329206494399867,0.00899635830671041,0.00179927166134208,25,25.2395999999992,14.6030000000028,59.6113770544978,11.9222754108995,25,0.63148000000001,0.657999999999447,0.0956687514290694,0.0191337502858139,25,6.41247999999963,6.57499999999709,2.11289785444869,0.422579570889738,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","estimated_Z","mixture_identity_start","pretrain",1.37175089806626,1.2646596799618,0.294927040213653,0.0589854080427305,25,0.940004284515432,0.991023055410493,0.129024062402976,0.0258048124805953,25,0.745360614325595,0.745360614325595,0,0,25,0.189976609274627,0.185923308797651,0.02846078594105,0.00569215718820999,25,0.362361048947807,0.362035052689736,0.0047665187071975,0.000953303741439501,25,0.217614345798135,0.205725050963243,0.0449468365072729,0.00898936730145458,25,0.0981849303806623,0.0932397795539388,0.0305560304184395,0.00611120608368791,25,0.0690540342832301,0.0674044178466801,0.0133391803452549,0.00266783606905099,25,18.8397599999997,7.45900000000256,59.6774331345056,11.9354866269011,25,0.644120000000112,0.656000000002678,0.104195857243781,0.0208391714487561,25,0,0,0,0,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","estimated_Z","mixture_identity_start","refined",0.125614219811433,0.109805954932215,0.0729765534323819,0.0145953106864764,25,0.989501765590116,0.993941031287148,0.0213750118672949,0.00427500237345897,25,0.148620491313655,0.141453694360736,0.0327409852695523,0.00654819705391047,25,0.185383130072645,0.177356631172829,0.0295669665819298,0.00591339331638596,25,0.0590625852496262,0.0588614649576888,0.000776498123961881,0.000155299624792376,25,0.103822029334063,0.089074232363961,0.0359801939989201,0.00719603879978402,25,0.0827465241083866,0.0766849882627077,0.0312812589424699,0.00625625178849399,25,0.0365185270986306,0.0329067005026026,0.0108788360745972,0.00217576721491944,25,31.3939200000001,14.5040000000045,66.3887418768675,13.2777483753735,25,0.644120000000112,0.656000000002678,0.104195857243781,0.0208391714487561,25,12.5541600000004,6.69900000000052,31.715472589206,6.34309451784119,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","oracle_Z","fastica_only","pretrain",1.38180770284766,1.39254763960627,0.144919584359351,0.0289839168718702,25,0.264614416669642,0.23898572040334,0.168777020835601,0.0337554041671201,25,0.745360614325595,0.745360614325595,0,0,25,0.136478513284407,0.130645975826453,0.0354296584160644,0.00708593168321288,25,0.3622840239908,0.362145567965089,0.00471108544619047,0.000942217089238094,25,0.287801087679642,0.28775719874968,0.074608857483282,0.0149217714966564,25,0.212358912480567,0.210120123092937,0.0894717261313928,0.0178943452262786,25,0.0981781145745512,0.092144807674032,0.0293966529785635,0.00587933059571269,25,0.17899999999936,0.174999999999272,0.0606430814965025,0.0121286162993005,25,0.110039999999426,0.0999999999985448,0.0559601644033373,0.0111920328806675,25,0,0,0,0,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","oracle_Z","fastica_only","refined",0.148296913889688,0.113013417196008,0.0930500427494186,0.0186100085498837,25,0.984771883061986,0.993581893233006,0.0259148339773885,0.00518296679547769,25,0.158902041931495,0.143593428557306,0.0512778753667539,0.0102555750733508,25,0.183526826653939,0.175982737478246,0.0281280824936223,0.00562561649872446,25,0.0597142391572713,0.059555359601095,0.0014042444520105,0.000280848890402099,25,0.111720901496606,0.102734471579201,0.036329549202649,0.0072659098405298,25,0.0959992712779692,0.0764658485603632,0.0530540014260342,0.0106108002852068,25,0.0374519376329536,0.0350256859586584,0.0106176791397486,0.00212353582794973,25,27.0305999999995,16.6110000000008,46.1442165254768,9.22884330509536,25,0.110039999999426,0.0999999999985448,0.0559601644033373,0.0111920328806675,25,26.8516000000002,16.4230000000025,46.0869478648786,9.21738957297572,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","oracle_Z","mixture_fastica_start","pretrain",1.41317005119493,1.41626193909141,0.151042133762647,0.0302084267525294,25,0.213587351148854,0.215849954898911,0.198153595841947,0.0396307191683894,25,0.745360614325595,0.745360614325595,0,0,25,0.136478513284407,0.130645975826453,0.0354296584160644,0.00708593168321288,25,0.3622840239908,0.362145567965089,0.00471108544619047,0.000942217089238094,25,0.211052264621716,0.213292436381382,0.0416131967607128,0.00832263935214256,25,0.0842901271053974,0.0845253408570126,0.00821547810495822,0.00164309562099164,25,0.0674534253580206,0.06803370026623,0.0118765891172791,0.00237531782345583,25,0.806839999999647,0.718999999997322,0.503440138779332,0.100688027755866,25,0.737879999999714,0.643000000000029,0.500189407458778,0.100037881491756,25,0,0,0,0,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","oracle_Z","mixture_fastica_start","refined",0.105934032728207,0.106442899600343,0.00428854972266271,0.000857709944532543,25,0.994351921968625,0.994306486997322,0.000465073778393336,9.30147556786673e-05,25,0.140129041877153,0.140229635282381,0.00551600679020421,0.00110320135804084,25,0.183243095983644,0.173917709052836,0.0284388948386316,0.00568777896772632,25,0.0587549190863986,0.0587609381724536,0.000789817324919399,0.00015796346498388,25,0.0977201512566169,0.0876704172907594,0.0222287742568481,0.00444575485136961,25,0.0735019385079003,0.0730762881570202,0.00669282800511979,0.00133856560102396,25,0.0354353088284728,0.0328742331537897,0.00881033568858182,0.00176206713771636,25,17.6421999999993,8.88999999999942,47.7105183651017,9.54210367302033,25,0.737879999999714,0.643000000000029,0.500189407458778,0.100037881491756,25,16.8353599999997,8.16700000000128,47.220815685352,9.4441631370704,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","oracle_Z","mixture_identity_start","pretrain",1.4105044389159,1.41434553898574,0.28960472613178,0.057920945226356,25,0.887276946535374,0.995286461699877,0.20221945696986,0.0404438913939721,25,0.745360614325595,0.745360614325595,0,0,25,0.136478513284407,0.130645975826453,0.0354296584160644,0.00708593168321288,25,0.3622840239908,0.362145567965089,0.00471108544619047,0.000942217089238094,25,0.218581866025226,0.22187642890663,0.0355730692119923,0.00711461384239846,25,0.0843005321626297,0.0845260630109607,0.00823931628660317,0.00164786325732063,25,0.0696572887207346,0.0722871154495198,0.0113187700449887,0.00226375400899774,25,0.836559999999881,0.724999999998545,0.567023667936976,0.113404733587395,25,0.767599999999947,0.644000000000233,0.564891656279224,0.112978331255845,25,0,0,0,0,25
"asymmetric_pi",200,1000,5,"3-3-3-3-3","oracle_Z","mixture_identity_start","refined",0.105943334622663,0.106417017408508,0.00429308967934352,0.000858617935868704,25,0.994350912791354,0.99430925548034,0.000465614904470148,9.31229808940296e-05,25,0.140129947785277,0.140249686100804,0.00551545527606073,0.00110309105521215,25,0.183243288310809,0.173916771853808,0.0284390465215988,0.00568780930431977,25,0.0587556178975238,0.0587646065635066,0.000789714043737901,0.00015794280874758,25,0.0977329508097892,0.087666326333908,0.0222245845614407,0.00444491691228815,25,0.0735098531931388,0.0730580714495855,0.00671089811947868,0.00134217962389574,25,0.035442910638202,0.0328746764859406,0.00881237732415099,0.0017624754648302,25,9.31628000000027,9.020999999997,6.41279031519598,1.2825580630392,25,0.767599999999947,0.644000000000233,0.564891656279224,0.112978331255845,25,8.47972000000038,8.15699999999924,5.86974108969025,1.17394821793805,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","estimated_Z","fastica_only","pretrain",1.4024947468511,1.40973463266551,0.0629740123045898,0.012594802460918,25,0.108818299637344,0.12385104722757,0.0954251695412644,0.0190850339082529,25,0.579328975000393,0.579328975000393,0,0,25,0.212001647059687,0.20757081529258,0.0213367478001785,0.0042673495600357,25,0.381593007383722,0.381611988586759,0.00239711284773331,0.000479422569546661,25,0.441322373598476,0.443364585673246,0.0714276535500374,0.0142855307100075,25,0.0802413364111828,0.0654433780175789,0.0540914204122072,0.0108182840824414,25,0.211769050765252,0.216116451464552,0.0317361025644623,0.00634722051289247,25,3.53424000000086,3.49399999999878,0.210883909611448,0.0421767819222896,25,0.0548000000003958,0.055000000000291,0.00499999999875096,0.000999999999750193,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","estimated_Z","fastica_only","refined",0.121689987933299,0.10828850019052,0.0480118982014279,0.00960237964028558,25,0.991446537770174,0.994107337048486,0.00999678200090424,0.00199935640018085,25,0.154351185543668,0.149524323852384,0.0167577457556243,0.00335154915112487,25,0.230073210923802,0.23030241571163,0.0249404194695892,0.00498808389391785,25,0.0702438853446237,0.0703156272641881,0.000954946052883223,0.000190989210576645,25,0.085006307531838,0.076718701296811,0.0302955400965578,0.00605910801931156,25,0.0452127968839932,0.0381235067416188,0.0245190274151575,0.0049038054830315,25,0.0360066026157236,0.0325576404114607,0.0142395962405756,0.00284791924811512,25,7.58716000000044,7.47299999999814,0.499963305319385,0.099992661063877,25,0.0548000000003958,0.055000000000291,0.00499999999875096,0.000999999999750193,25,4.05291999999958,3.96399999999994,0.404591658340818,0.0809183316681637,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","estimated_Z","mixture_fastica_start","pretrain",1.40890524654677,1.41037602265253,0.0624891650448068,0.0124978330089614,25,0.119908861572704,0.120682238876277,0.0879513629501547,0.0175902725900309,25,0.579328975000393,0.579328975000393,0,0,25,0.212001647059687,0.20757081529258,0.0213367478001785,0.0042673495600357,25,0.381593007383722,0.381611988586759,0.00239711284773331,0.000479422569546661,25,0.450915426982382,0.445267708382237,0.0939372396367273,0.0187874479273455,25,0.066762635229667,0.0670845419566428,0.00269108727232336,0.000538217454464671,25,0.218430589180454,0.21707418820244,0.0450401808290089,0.00900803616580177,25,4.09920000000013,4.03899999999703,0.227181461977697,0.0454362923955393,25,0.61975999999966,0.583999999995285,0.0967325694901679,0.0193465138980336,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","estimated_Z","mixture_fastica_start","refined",0.108910515169316,0.109019824741239,0.00218874386852029,0.000437748773704059,25,0.994037136035086,0.994027476288136,0.000241339114007048,4.82678228014095e-05,25,0.149817970087892,0.149292482255327,0.00319504306881306,0.000639008613762612,25,0.229423461592343,0.228089656916266,0.0248597808844522,0.00497195617689045,25,0.070013443049029,0.0702249746420847,0.000679082218849143,0.000135816443769829,25,0.0790560438813189,0.0755745622985193,0.0189202009447085,0.0037840401889417,25,0.0388751432884313,0.0383969761009185,0.00191496062179046,0.000382992124358091,25,0.0329199877342207,0.0322877674170894,0.00758791708393412,0.00151758341678682,25,8.08467999999965,8.05799999999726,0.237011378066567,0.0474022756133134,25,0.61975999999966,0.583999999995285,0.0967325694901679,0.0193465138980336,25,3.98547999999952,3.99500000000262,0.0508052818775784,0.0101610563755157,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","estimated_Z","mixture_identity_start","pretrain",1.35727049998079,1.40243486321271,0.216936060913842,0.0433872121827685,25,0.492407270583516,0.506337706216776,0.103004484297799,0.0206008968595597,25,0.579328975000393,0.579328975000393,0,0,25,0.212001647059687,0.20757081529258,0.0213367478001785,0.0042673495600357,25,0.381593007383722,0.381611988586759,0.00239711284773331,0.000479422569546661,25,0.431271697739248,0.443586669248845,0.0915921718325081,0.0183184343665016,25,0.0667837066156493,0.0671044533341768,0.00269214247498236,0.000538428494996472,25,0.208640736339077,0.214547041666056,0.0445753625215455,0.00891507250430909,25,4.31928000000043,4.31199999999808,0.303113499094192,0.0606226998188383,25,0.839839999999967,0.794000000001688,0.190806114507553,0.0381612229015105,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","estimated_Z","mixture_identity_start","refined",0.108914175499596,0.109017977139631,0.00219365393447394,0.000438730786894789,25,0.994036724996162,0.99402767872381,0.000241923702490742,4.83847404981483e-05,25,0.149817446544406,0.149291844236195,0.00319487657243494,0.000638975314486987,25,0.229423122607796,0.228088591154949,0.0248592338570352,0.00497184677140704,25,0.0700144637230102,0.0702253334315527,0.000679167526412765,0.000135833505282553,25,0.079056918816663,0.0755759328269163,0.0189202779434846,0.00378405558869691,25,0.0388771325959434,0.038400094922771,0.00191439434624933,0.000382878869249865,25,0.032919987743165,0.032287767418216,0.00758791717512113,0.00151758343502423,25,8.33520000000048,8.3289999999979,0.340307214145335,0.0680614428290669,25,0.839839999999967,0.794000000001688,0.190806114507553,0.0381612229015105,25,4.01592000000004,3.9910000000018,0.107754319325951,0.0215508638651902,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","oracle_Z","fastica_only","pretrain",1.38897507693591,1.40565596735248,0.0754115050078053,0.0150823010015611,25,0.125621664792352,0.122375118324181,0.0938861275349992,0.0187772255069998,25,0.579328975000393,0.579328975000393,0,0,25,0.142752092225993,0.143663248151824,0.0212165389233687,0.00424330778467374,25,0.387046611543882,0.386744909418388,0.00291344231629556,0.000582688463259111,25,0.436648161753569,0.427862416038998,0.0899978599479344,0.0179995719895869,25,0.0626956558896361,0.0523230094943693,0.0459626607798644,0.00919253215597289,25,0.209167714926513,0.207442225937808,0.0427684745901397,0.00855369491802793,25,0.106399999999558,0.10399999999936,0.010012492198394,0.0020024984396788,25,0.0573199999993085,0.055000000000291,0.00999049548371395,0.00199809909674279,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","oracle_Z","fastica_only","refined",0.116257235220185,0.10824601599162,0.0400121728265165,0.0080024345653033,25,0.992435839318408,0.994111959810021,0.00835931686622346,0.00167186337324469,25,0.153744011663429,0.149537481241349,0.0195958188468601,0.00391916376937201,25,0.229865395151486,0.228154825573261,0.0251714311107911,0.00503428622215822,25,0.0701210032039799,0.0702411470860231,0.000877333823849574,0.000175466764769915,25,0.0832501954757448,0.0766457330531305,0.0270907616514357,0.00541815233028714,25,0.0427106828168555,0.0378430152362994,0.0222726566116778,0.00445453132233556,25,0.0351605796117408,0.0325576403004325,0.0128415597167386,0.00256831194334772,25,4.21416000000056,4.13700000000244,0.433364807831444,0.0866729615662888,25,0.0573199999993085,0.055000000000291,0.00999049548371395,0.00199809909674279,25,4.107760000001,4.03100000000268,0.427675527316896,0.0855351054633792,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","oracle_Z","mixture_fastica_start","pretrain",1.39332811495402,1.39962945594248,0.0742463904709937,0.0148492780941987,25,0.152516885296853,0.127648553402155,0.0999683153022101,0.019993663060442,25,0.579328975000393,0.579328975000393,0,0,25,0.142752092225993,0.143663248151824,0.0212165389233687,0.00424330778467374,25,0.387046611543882,0.386744909418388,0.00291344231629556,0.000582688463259111,25,0.429615412109172,0.432727977365935,0.11490728171702,0.022981456343404,25,0.0684123617649025,0.054093930590701,0.0687363926547121,0.0137472785309424,25,0.205258242209482,0.206952959445655,0.0548492474696852,0.010969849493937,25,0.667880000000587,0.642999999996391,0.0854577478456984,0.0170915495691397,25,0.618800000000338,0.593999999997322,0.0854902528565402,0.017098050571308,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","oracle_Z","mixture_fastica_start","refined",0.11664761864569,0.108474966067495,0.0415147788879047,0.00830295577758095,25,0.992331052900916,0.994087025998319,0.00883423295273717,0.00176684659054743,25,0.152027102457193,0.149251607083991,0.0121291965046499,0.00242583930092999,25,0.229489971660691,0.22806820536845,0.0249793285532379,0.00499586571064758,25,0.0700148800591041,0.0701579712557092,0.000768801625068074,0.000153760325013615,25,0.0905923793208893,0.076727946036709,0.0600947890900774,0.0120189578180155,25,0.0550850104881994,0.0379126769612202,0.0827821501069757,0.0165564300213951,25,0.0348003704232115,0.0325576415497929,0.0119789605646269,0.00239579211292539,25,4.70488000000041,4.70000000000437,0.105042182003176,0.0210084364006352,25,0.618800000000338,0.593999999997322,0.0854902528565402,0.017098050571308,25,4.03699999999983,4.04899999999907,0.0709829791800945,0.0141965958360189,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","oracle_Z","mixture_identity_start","pretrain",1.35614849848262,1.34333713444886,0.142454543473534,0.0284909086947068,25,0.486900401313726,0.501391756857377,0.141021736671176,0.0282043473342352,25,0.579328975000393,0.579328975000393,0,0,25,0.142752092225993,0.143663248151824,0.0212165389233687,0.00424330778467374,25,0.387046611543882,0.386744909418388,0.00291344231629556,0.000582688463259111,25,0.449106698401248,0.441799189852085,0.065568399219459,0.0131136798438918,25,0.054960528234862,0.0542293507282635,0.00279211834500948,0.000558423669001895,25,0.21658879953489,0.213376396146847,0.0308146389665724,0.00616292779331449,25,1.13671999999962,1.20200000000477,0.239474341006741,0.0478948682013482,25,1.08763999999937,1.15299999999843,0.239435078188504,0.0478870156377009,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"2-2-2-2-2-2-2-2-2-2","oracle_Z","mixture_identity_start","refined",0.108292227647735,0.10844443782493,0.00232958462461279,0.000465916924922557,25,0.994104313339271,0.994090353721023,0.000256753171864451,5.13506343728902e-05,25,0.149774641247621,0.149252397854429,0.00319650418903267,0.000639300837806534,25,0.229348118323889,0.228059022136633,0.0248482327738789,0.00496964655477578,25,0.0699578812951297,0.0701589649189102,0.000675530879635329,0.000135106175927066,25,0.0790414393482725,0.075536791456595,0.0189637110787222,0.00379274221574445,25,0.0385432776587807,0.0379370269030905,0.00187374727817016,0.000374749455634033,25,0.0329199909579053,0.0322877680178301,0.00758792004142411,0.00151758400828482,25,5.1985999999987,5.1820000000007,0.282509439370403,0.0565018878740806,25,1.08763999999937,1.15299999999843,0.239435078188504,0.0478870156377009,25,4.06187999999907,4.04399999999441,0.129185048153523,0.0258370096307045,25
"asymmetric_pi",200,1000,10,"3-3-3-3-3-3-3-3-3-3","estimated_Z","fastica_only","pretrain",1.40519502734522,1.4030073564067,0.0988936728232734,0.0197787345646547,25,0.280032905931275,0.286278475509858,0.0672041708150054,0.0134408341630011,25,0.579328975000393,0.579328975000393,0,0,25,0.202769255986145,0.19927352890989,0.0215097236887133,0.00430194473774266,25,0.3758177152314,0.375644799646736,0.00517643264155377,0.00103528652831075,25,0.460065334324653,0.459711401384182,0.0567939892120863,0.0113587978424173,25,0.382066655001035,0.375620820337819,0.0529654025466897,0.0105930805093379,25,0.176500483450063,0.176019376098923,0.0183425029224864,0.00366850058449727,25,5.07519999999902,5.01599999998871,0.34826881380107,0.069653762760214,25,0.128360000000684,0.135999999998603,0.0183368481477572,0.00366736962955144,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"3-3-3-3-3-3-3-3-3-3","estimated_Z","fastica_only","refined",0.347628861470348,0.337936394320998,0.107674337053374,0.0215348674106747,25,0.933680483581579,0.942612559494132,0.0397788451849626,0.00795576903699252,25,0.214871848337251,0.212687401099302,0.049721086312787,0.0099442172625574,25,0.189241695694831,0.187311087693243,0.0198899809492176,0.00397799618984353,25,0.0785231063490025,0.0780032746985001,0.00232740168962095,0.000465480337924189,25,0.230934814126851,0.226623919084738,0.087847098445004,0.0175694196890008,25,0.196047551629879,0.189975532813978,0.0620315233434439,0.0124063046686888,25,0.0772609354799586,0.0736729714163449,0.030485432962611,0.00609708659252221,25,32.0447599999973,28.9759999999806,10.0952698134651,2.01905396269302,25,0.128360000000684,0.135999999998603,0.0183368481477572,0.00366736962955144,25,26.9695599999983,24.1149999999907,9.90603721676868,1.98120744335374,25
"asymmetric_pi",200,1000,10,"3-3-3-3-3-3-3-3-3-3","estimated_Z","mixture_fastica_start","pretrain",1.35762682800952,1.34798183988182,0.0781339388612224,0.0156267877722445,25,0.152582804344346,0.125077572899367,0.10488808038112,0.0209776160762241,25,0.579328975000393,0.579328975000393,0,0,25,0.202769255986145,0.19927352890989,0.0215097236887133,0.00430194473774266,25,0.3758177152314,0.375644799646736,0.00517643264155377,0.00103528652831075,25,0.20027657596527,0.202696052922341,0.0401436169849242,0.00802872339698484,25,0.11391016353655,0.113233194342325,0.012081350813211,0.00241627016264219,25,0.0655001518620416,0.0662063292718928,0.0109703378889042,0.00219406757778083,25,5.90819999999774,5.75100000000384,0.488551600823583,0.0977103201647166,25,0.961359999999403,0.972999999998137,0.220829662863517,0.0441659325727034,25,0,0,0,0,25
"asymmetric_pi",200,1000,10,"3-3-3-3-3-3-3-3-3-3","estimated_Z","mixture_fastica_start","refined",0.127625857918221,0.128128762051773,0.00320688997212992,0.000641377994425983,25,0.991809933473908,0.991750261474915,0.000410063124085084,8.20126248170168e-05,25,0.131464751534951,0.131152805275766,0.00410714166209636,0.000821428332419271,25,0.187985930503569,0.185904109000999,0.0186668169163232,0.00373336338326464,25,0.074923770510572,0.0749701995459271,0.000725767904813453,0.000145153580962691,25,0.0959295073768698,0.0950077626810456,0.0128748346080154,0.00257496692160308,25,0.0750510976588652,0.0745301889823406,0.0074119566396097,0.00148239132792194,25,0.0372601053516846,0.0379192195694645,0.00628642030826864,0.00125728406165373,25,10.023959999996,9.88499999998021,0.507352481021928,0.101470496204386,25,0.961359999999403,0.972999999998137,0.220829662863517,0.0441659325727034,25,4.11575999999826,4.15600000000268,0.134151742440701,0.0268303484881402,25
"asymmetric_pi",200,1000,10,"3-3-3-3-3-3-3-3-3-3","estimated_Z","mixture_identity_start","pretrain",1.41423483846115,1.41762165474708,0.156493765512435,0.031298753102487,25,0.534420985687734,0.507083711962085,0.160583115588001,0.0321166231176001,25,0.579328975000393,0.579328975000393,0,0,25,0.202769255986145,0.19927352890989,0.0215097236887133,0.00430194473774266,25,0.3758177152314,0.375644799646736,0.00517643264155377,0.00103528652831075,25,0.214176067233951,0.219918351775446,0.0352175403891627,0.00704350807783254,25,0.116133114516835,0.113190612130083,0.0169281992201771,0.00338563984403543,25,0.0690304317467196,0.0694182387742695,0.00931743307076766,0.00186348661415353,25,6.03979999999865,5.89099999998871,0.448862358262403,0.0897724716524806,25,1.09296000000031,0.983000000007451,0.316255234475264,0.0632510468950528,25,0,0,0,0,25
