"mixture_scenario","n","p","H","G_config","estimated_z_largest_eigengap_selects_true_H_mean","estimated_z_largest_eigengap_selects_true_H_median","estimated_z_largest_eigengap_selects_true_H_sd","estimated_z_largest_eigengap_selects_true_H_se","estimated_z_largest_eigengap_selects_true_H_n_replications","estimated_z_largest_relative_eigengap_selects_true_H_mean","estimated_z_largest_relative_eigengap_selects_true_H_median","estimated_z_largest_relative_eigengap_selects_true_H_sd","estimated_z_largest_relative_eigengap_selects_true_H_se","estimated_z_largest_relative_eigengap_selects_true_H_n_replications","estimated_z_largest_sv_ratio_selects_true_H_mean","estimated_z_largest_sv_ratio_selects_true_H_median","estimated_z_largest_sv_ratio_selects_true_H_sd","estimated_z_largest_sv_ratio_selects_true_H_se","estimated_z_largest_sv_ratio_selects_true_H_n_replications","estimated_z_eigengap_at_true_H_mean","estimated_z_eigengap_at_true_H_median","estimated_z_eigengap_at_true_H_sd","estimated_z_eigengap_at_true_H_se","estimated_z_eigengap_at_true_H_n_replications","estimated_z_relative_eigengap_at_true_H_mean","estimated_z_relative_eigengap_at_true_H_median","estimated_z_relative_eigengap_at_true_H_sd","estimated_z_relative_eigengap_at_true_H_se","estimated_z_relative_eigengap_at_true_H_n_replications","estimated_z_sv_ratio_at_true_H_mean","estimated_z_sv_ratio_at_true_H_median","estimated_z_sv_ratio_at_true_H_sd","estimated_z_sv_ratio_at_true_H_se","estimated_z_sv_ratio_at_true_H_n_replications","eigengap_diagnostic_seconds_mean","eigengap_diagnostic_seconds_median","eigengap_diagnostic_seconds_sd","eigengap_diagnostic_seconds_se","eigengap_diagnostic_seconds_n_replications"
"moderate_overlap",200,500,5,"2-2-2-2-2",0.04,0,0.2,0.04,25,1,1,0,0,25,1,1,0,0,25,0.482422163773787,0.484972780173701,0.0333834808225277,0.00667669616450553,25,0.84404112250498,0.847038261672644,0.0104905937404019,0.00209811874808039,25,2.53621817463164,2.55686968906002,0.0836427669075765,0.0167285533815153,25,3.71983999999997,3.72000000000025,0.00945462849615474,0.00189092569923095,25
"moderate_overlap",200,500,5,"3-3-3-3-3",0.04,0,0.2,0.04,25,1,1,0,0,25,1,1,0,0,25,0.447907917819868,0.444798447929709,0.0314153111806819,0.00628306223613637,25,0.835520724142513,0.837341730398403,0.0149134823173537,0.00298269646347075,25,2.47275100097538,2.47948751641477,0.108346189373254,0.0216692378746508,25,3.76695999999996,3.76299999999901,0.0335180051114325,0.0067036010222865,25
"moderate_overlap",200,500,10,"2-2-2-2-2-2-2-2-2-2",0.12,0,0.33166247903554,0.066332495807108,25,1,1,0,0,25,1,1,0,0,25,0.227739570112488,0.225688952152191,0.0126749949354227,0.00253499898708453,25,0.749828647308439,0.748939745438606,0.0107894452134082,0.00215788904268164,25,2.00064761524956,1.99577242393252,0.0429514334685456,0.00859028669370912,25,4.3554800000001,3.79399999999441,0.877989090667814,0.175597818133563,25
"moderate_overlap",200,500,10,"3-3-3-3-3-3-3-3-3-3",0.52,1,0.509901951359279,0.101980390271856,25,1,1,0,0,25,1,1,0,0,25,0.222681716953305,0.223666779702752,0.0166437055990293,0.00332874111980586,25,0.757965140659764,0.759792626815946,0.0195213006179559,0.00390426012359117,25,2.03702202421965,2.04036015102403,0.076347826317285,0.015269565263457,25,3.71840000000084,3.72200000000885,0.0150055545273594,0.00300111090547188,25
"moderate_overlap",200,1000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.379446160446587,0.377013935720669,0.0206182244254947,0.00412364488509894,25,0.842939931888385,0.844310467015952,0.0142813398332154,0.00285626796664309,25,2.53084028067892,2.53437159290844,0.115588034305786,0.0231176068611571,25,6.24663999999995,6.23999999999978,0.0260446411634421,0.00520892823268843,25
"moderate_overlap",200,1000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.351306722796182,0.350788340471616,0.0302031434611516,0.00604062869223031,25,0.816305656560443,0.811399741424908,0.0236214922600273,0.00472429845200546,25,2.34721837392129,2.30265491679569,0.151772682245184,0.0303545364490368,25,6.22232000000018,6.21199999999953,0.0489129498868474,0.00978258997736947,25
"moderate_overlap",200,1000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.196477068298155,0.19751885620036,0.0136227782628688,0.00272455565257376,25,0.773914223717373,0.77297089833115,0.0146490960267682,0.00292981920535364,25,2.1062673624592,2.09874287445595,0.0676998320763227,0.0135399664152645,25,9.29136000000173,9.2780000000057,0.0329884828387264,0.00659769656774529,25
"moderate_overlap",200,1000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.19365773503869,0.1933752500754,0.0164791637043749,0.00329583274087499,25,0.774007596322047,0.779060766858408,0.027648407467891,0.0055296814935782,25,2.11461631230316,2.12747065719379,0.126547176876188,0.0253094353752375,25,6.20020000000252,6.20199999999022,0.0176257387542663,0.00352514775085325,25
"moderate_overlap",200,1500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.355781744201979,0.359738744408038,0.0208933676325373,0.00417867352650745,25,0.842616158335381,0.841942021826448,0.012283924162488,0.0024567848324976,25,2.52649064526737,2.51531157208589,0.103018528412274,0.0206037056824548,25,8.72088,8.71900000000005,0.0263665191735272,0.00527330383470545,25
"moderate_overlap",200,1500,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.313072647881008,0.30871018683414,0.0240420548217671,0.00480841096435343,25,0.785501846912593,0.788116942879941,0.0271462452929026,0.00542924905858051,25,2.1715757664784,2.17246047992352,0.136593474939013,0.0273186949878026,25,8.82904000000009,8.73400000000038,0.390292035959584,0.0780584071919168,25
"moderate_overlap",200,1500,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.183945832843947,0.183802866947275,0.010171667233967,0.0020343334467934,25,0.77989210719492,0.778429148945243,0.0126989593770779,0.00253979187541559,25,2.13407347768732,2.12443617054447,0.0622797146657326,0.0124559429331465,25,11.4758800000002,12.9939999999988,2.28545118302606,0.457090236605212,25
"moderate_overlap",200,1500,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.178451691610977,0.181227337543136,0.0145767018021308,0.00291534036042616,25,0.770990508451985,0.774805444557179,0.0274323271235613,0.00548646542471227,25,2.10005434685801,2.10727423326105,0.121614272797534,0.0243228545595068,25,8.70519999999844,8.70600000000559,0.0286167200549256,0.00572334401098512,25
"moderate_overlap",200,2000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.333554059653613,0.332443257120078,0.015208343165007,0.00304166863300139,25,0.837128637794602,0.835810548874163,0.0111457314775315,0.00222914629550629,25,2.48214494327508,2.46789895721035,0.0868066454516879,0.0173613290903376,25,11.2238000000001,11.2290000000003,0.0290789156147688,0.00581578312295376,25
"moderate_overlap",200,2000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.306415748980681,0.305516482462512,0.0269868603732497,0.00539737207464993,25,0.788223508858837,0.789537385417497,0.0239505702945349,0.00479011405890697,25,2.18268106947728,2.17977927632607,0.119703334951071,0.0239406669902142,25,11.2059200000003,11.1990000000005,0.0439914006744831,0.00879828013489663,25
"moderate_overlap",200,2000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.179203238105661,0.178712874341167,0.0114077070517406,0.00228154141034812,25,0.785061659716862,0.789259504353347,0.0143023210878373,0.00286046421756746,25,2.16035199189217,2.17834168079126,0.0708503989108318,0.0141700797821664,25,16.9501600000006,16.8929999999964,0.142129835010191,0.0284259670020382,25
"moderate_overlap",200,2000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.166415851703901,0.165331683392694,0.0123669823691364,0.00247339647382728,25,0.753478460958015,0.750519701035358,0.0338912582481163,0.00677825164962327,25,2.0278157037331,2.00208205083628,0.139868646417991,0.0279737292835982,25,11.1924400000012,11.1830000000045,0.0436940880813142,0.00873881761626285,25
"moderate_overlap",400,500,5,"2-2-2-2-2",0.04,0,0.2,0.04,25,1,1,0,0,25,1,1,0,0,25,0.443610676216136,0.44114519396091,0.0200531996063865,0.0040106399212773,25,0.904752355198218,0.90498760068087,0.00404336035790675,0.00080867207158135,25,3.24235184814855,3.24421671332117,0.0700482528144962,0.0140096505628992,25,13.3885999999999,13.3940000000002,0.04134610017879,0.008269220035758,25
"moderate_overlap",400,500,5,"3-3-3-3-3",0.12,0,0.33166247903554,0.066332495807108,25,1,1,0,0,25,1,1,0,0,25,0.42340523827138,0.422614277895274,0.0241177984960193,0.00482355969920387,25,0.907271926933768,0.907895924609905,0.00561360868702157,0.00112272173740431,25,3.28820323049951,3.29503913028477,0.0981976069188248,0.019639521383765,25,13.3032000000002,13.3199999999997,0.0572931060423552,0.011458621208471,25
"moderate_overlap",400,500,10,"2-2-2-2-2-2-2-2-2-2",0.32,0,0.476095228569523,0.0952190457139046,25,1,1,0,0,25,1,1,0,0,25,0.236018204720907,0.240830933735345,0.0131025183803756,0.00262050367607511,25,0.846628687455409,0.849727736595584,0.00868239127772555,0.00173647825554511,25,2.55632115427103,2.57964881229669,0.0706114024942694,0.0141222804988539,25,20.0648400000003,20.0529999999999,0.0667861512582095,0.0133572302516419,25
"moderate_overlap",400,500,10,"3-3-3-3-3-3-3-3-3-3",0.4,0,0.5,0.1,25,1,1,0,0,25,1,1,0,0,25,0.236277812953676,0.236578004910764,0.0116546238018438,0.00233092476036877,25,0.858554761132726,0.860082250454188,0.00789239051248695,0.00157847810249739,25,2.6618249135156,2.6733978494567,0.0724927199605903,0.0144985439921181,25,13.3174800000002,13.3320000000094,0.0631460740422201,0.012629214808444,25
"moderate_overlap",400,1000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.349831810993892,0.347228341746374,0.0121415802544452,0.00242831605088903,25,0.918437195735369,0.918717355349668,0.00387921801963492,0.000775843603926984,25,3.50427827534139,3.50752752023996,0.0814951596419693,0.0162990319283939,25,25.1264800000002,25.1329999999998,0.0845202737018981,0.0169040547403796,25
"moderate_overlap",400,1000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.336951113247266,0.337727579761306,0.0150478843623394,0.00300957687246788,25,0.917841444352998,0.920559943437697,0.00814502161464131,0.00162900432292826,25,3.50032059416425,3.54797235823916,0.163222970444268,0.0326445940888537,25,25.0493999999997,25.0260000000017,0.103799084773953,0.0207598169547906,25
"moderate_overlap",400,1000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.193163195973974,0.192407946416409,0.00761464609350085,0.00152292921870017,25,0.868433794436049,0.869977576291571,0.00529747645379807,0.00105949529075961,25,2.75855735073057,2.77326181138448,0.0557039672124585,0.0111407934424917,25,37.8708799999996,37.8269999999975,0.145471738379278,0.0290943476758555,25
"moderate_overlap",400,1000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.187494104744922,0.189308241271846,0.00781848277954559,0.00156369655590912,25,0.874654581919395,0.875195881073539,0.00532940475603144,0.00106588095120629,25,2.82629737044094,2.83064587411953,0.0581260281811652,0.011625205636233,25,24.9549999999994,25.051999999996,0.172335912297393,0.0344671824594786,25
"moderate_overlap",400,1500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.326148186647461,0.325425239943473,0.0118906448212047,0.00237812896424094,25,0.923499212788716,0.92397311085395,0.00593499948161628,0.00118699989632326,25,3.62329876656465,3.62673972877357,0.140131552391829,0.0280263104783657,25,33.2207999999998,33.1219999999994,0.296575313650123,0.0593150627300245,25
"moderate_overlap",400,1500,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.318442426237947,0.314233383204806,0.0127661528871936,0.00255323057743873,25,0.916965578026068,0.919796017577441,0.0149993301264342,0.00299986602528683,25,3.50846778399881,3.53103509003126,0.29702505105808,0.059405010211616,25,33.1768400000005,33.1519999999982,0.127262746578409,0.0254525493156818,25
"moderate_overlap",400,1500,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.182090592328213,0.182391581127319,0.00774760252219977,0.00154952050443995,25,0.881302992342844,0.881817063395332,0.00451602784584221,0.000903205569168442,25,2.90407485757927,2.90885860534117,0.0555493228931845,0.0111098645786369,25,50.2473199999999,50.2059999999983,0.131288397557357,0.0262576795114714,25
"moderate_overlap",400,1500,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.185499853542305,0.184212270941666,0.00917908079075397,0.00183581615815079,25,0.890856737578714,0.891734269121793,0.00542233025066067,0.00108446605013213,25,3.02955405136067,3.03916650361722,0.0737462218854405,0.0147492443770881,25,33.0553599999985,33.0210000000079,0.270459004901966,0.0540918009803931,25
"moderate_overlap",400,2000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.311743308048417,0.314724051241198,0.0104748677524489,0.00209497355048979,25,0.922023068433993,0.925919014171287,0.0118511208914569,0.00237022417829137,25,3.60609803378657,3.67406320716507,0.234066871450676,0.0468133742901351,25,41.2042000000002,41.3199999999997,0.264083635742073,0.0528167271484146,25
"moderate_overlap",400,2000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.303767189905977,0.309185555633707,0.0173267891250634,0.00346535782501268,25,0.908136359573362,0.906817357216858,0.0178059450601566,0.00356118901203132,25,3.34598555585513,3.27591397154395,0.335583533007668,0.0671167066015335,25,41.5927199999997,41.4919999999984,0.405909115443424,0.0811818230886848,25
"moderate_overlap",400,2000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.181819891041606,0.182119236784782,0.00750466197297513,0.00150093239459503,25,0.892258661277256,0.8925523600061,0.00485519462294633,0.000971038924589267,25,3.04874418335904,3.05071445261796,0.0676707043570132,0.0135341408714026,25,62.6610399999996,62.6449999999968,0.134483728879803,0.0268967457759606,25
"moderate_overlap",400,2000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.18058722444636,0.180753447978869,0.00772363425385964,0.00154472685077193,25,0.89722377162716,0.899081678679825,0.0101958885719008,0.00203917771438017,25,3.12826623385005,3.14785697072907,0.12921704823958,0.0258434096479161,25,40.8519199999992,40.7839999999997,0.409590946350719,0.0819181892701438,25
"separated",100,500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.538853127312461,0.54688776576756,0.045082497759436,0.0090164995518872,25,0.745513518152429,0.746225997832513,0.017851177825518,0.0035702355651036,25,1.98567618262634,1.98507278632051,0.0674002941509136,0.0134800588301827,25,1.01523999999999,1.01099999999997,0.0211054495332377,0.00422108990664754,25
"separated",100,500,5,"3-3-3-3-3",0.08,0,0.276887462097269,0.0553774924194538,25,1,1,0,0,25,1,1,0,0,25,0.504358324722879,0.505268114756831,0.0614122560815596,0.0122824512163119,25,0.720458519404701,0.716706488245392,0.030593756270174,0.00611875125403479,25,1.89922346030088,1.87880490785525,0.100453354472358,0.0200906708944716,25,6.6864400000009,0.983000000007451,28.5117875288429,5.70235750576858,25
"separated",100,500,10,"2-2-2-2-2-2-2-2-2-2",0.08,0,0.276887462097269,0.0553774924194538,25,1,1,0,0,25,1,1,0,0,25,0.219671615637742,0.221070194450062,0.0305811599727679,0.00611623199455359,25,0.579727508154385,0.579771643989704,0.0360113660954373,0.00720227321908746,25,1.5465719849787,1.54261419324766,0.0656555752698348,0.013131115053967,25,1.72712000000116,0.966000000000349,1.79499176692722,0.358998353385444,25
"separated",100,500,10,"3-3-3-3-3-3-3-3-3-3",0.08,0,0.276887462097269,0.0553774924194538,25,1,1,0,0,25,1,1,0,0,25,0.213377429992825,0.206532586321019,0.0277848477172381,0.00555696954344761,25,0.572302961190453,0.563713718731529,0.0342323960795395,0.00684647921590791,25,1.53286470134913,1.51395937436994,0.065343238045011,0.0130686476090022,25,0.968600000001025,0.968000000008033,0.00543905629025212,0.00108781125805042,25
"separated",100,1000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.442471614524131,0.448929215069937,0.0411042235482061,0.00822084470964121,25,0.745994987340588,0.74703921583328,0.019449603218722,0.00388992064374439,25,1.98829942126497,1.98826103069472,0.0751969279687629,0.0150393855937526,25,1.83888,1.83499999999981,0.0182055852235906,0.00364111704471812,25
"separated",100,1000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.396246890343405,0.398250195195149,0.0260660685863318,0.00521321371726637,25,0.695056662205735,0.692964966335499,0.0181968495330197,0.00363936990660394,25,1.81320595753947,1.80470421918098,0.0541172228291359,0.0108234445658272,25,1.77643999999855,1.76900000000023,0.0273862495899361,0.00547724991798723,25
"separated",100,1000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.189627556076715,0.186584570679562,0.023980069926658,0.0047960139853316,25,0.592359950699178,0.592448776252313,0.0317950338109892,0.00635900676219784,25,1.56976494609719,1.566422451501,0.0624802900516121,0.0124960580103224,25,1.75435999999754,1.75,0.018949230416066,0.0037898460832132,25
"separated",100,1000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.184951090801312,0.188832335416059,0.0260185382996739,0.00520370765993478,25,0.578448714582527,0.583772122735397,0.0413537917973379,0.00827075835946759,25,1.54553823605287,1.55000970686682,0.0759365639530659,0.0151873127906132,25,1.75403999999922,1.75099999998929,0.0131449610159737,0.00262899220319475,25
"separated",100,1500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.423701889473395,0.417598473525307,0.0358989325558401,0.00717978651116801,25,0.751070921832272,0.74872990165603,0.0186321676476904,0.00372643352953808,25,2.00843226935166,1.99493888283006,0.0766278044304348,0.015325560886087,25,2.79880000000001,2.65300000000002,0.410712389229603,0.0821424778459207,25
"separated",100,1500,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.368627797121319,0.359701994110728,0.0450203771683153,0.00900407543366306,25,0.685788688318533,0.689464209365804,0.0336061123783208,0.00672122247566416,25,1.79137737070388,1.79450291902346,0.0962526988626339,0.0192505397725268,25,2.77116000000038,2.5509999999922,1.05169528540303,0.210339057080607,25
"separated",100,1500,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.188908979666183,0.187553649226374,0.0175846975796935,0.0035169395159387,25,0.612601023083923,0.612055793506908,0.0226533614544327,0.00453067229088655,25,1.60864034668061,1.60551868676576,0.0473390020403171,0.00946780040806343,25,2.56243999999948,2.55999999999767,0.0285964450012227,0.00571928900024454,25
"separated",100,1500,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,0.96,1,0.2,0.04,25,0.96,1,0.2,0.04,25,0.165252644603101,0.167564188566582,0.0260584298010745,0.00521168596021489,25,0.557194935292724,0.559405467477859,0.0530700650599173,0.0106140130119835,25,1.51011116614213,1.50653924082794,0.0863514846665713,0.0172702969333143,25,2.53619999999937,2.53800000000047,0.00864098759830469,0.00172819751966094,25
"separated",100,2000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.387643153668208,0.384681602556122,0.0337764378132689,0.00675528756265377,25,0.739955899504861,0.73960373689983,0.0201074082529576,0.00402148165059152,25,1.96501068687944,1.95966856544786,0.0727838841227375,0.0145567768245475,25,3.32911999999924,3.32800000000134,0.0155812922022008,0.00311625844044016,25
"separated",100,2000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.356093646789116,0.35897680767884,0.0460118035111248,0.00920236070222496,25,0.683344826398393,0.690379860336049,0.0356515332960355,0.0071303066592071,25,1.78516412113675,1.79715443469266,0.100042919956714,0.0200085839913429,25,3.33023999999976,3.3289999999979,0.0356724450147047,0.00713448900294094,25
"separated",100,2000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.188959795739004,0.188096115853485,0.0200600228139023,0.00401200456278045,25,0.620756253965573,0.623113536932204,0.0303012109642775,0.00606024219285551,25,1.62741552572921,1.6289011525287,0.0626595061573784,0.0125319012314757,25,3.37236000000092,3.38700000000244,0.0435429672861213,0.00870859345722426,25
"separated",100,2000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.160855984009793,0.160985007107744,0.0239143215591281,0.00478286431182562,25,0.558462663368186,0.558600332949801,0.0496891122918478,0.00993782245836957,25,1.51160740310913,1.50516461315609,0.0828936246701685,0.0165787249340337,25,3.32008000000031,3.32200000000012,0.0126620166896689,0.00253240333793378,25
"separated",200,500,5,"2-2-2-2-2",0.04,0,0.2,0.04,25,1,1,0,0,25,1,1,0,0,25,0.482516746971865,0.485304159361887,0.0316658154670495,0.00633316309340991,25,0.845420653340328,0.845442373116718,0.00966611243570098,0.0019332224871402,25,2.54705878686224,2.54363492619467,0.0800673138835058,0.0160134627767012,25,3.71644,3.71799999999348,0.0126196936032096,0.00252393872064192,25
"separated",200,500,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.452801171049433,0.449885237858889,0.0284189141988511,0.00568378283977022,25,0.835785044205334,0.840304794141713,0.0152287000186552,0.00304574000373104,25,2.47474580432971,2.502384611722,0.106522151433371,0.0213044302866743,25,3.74971999999951,3.73399999999674,0.0555229081855552,0.011104581637111,25
"separated",200,500,10,"2-2-2-2-2-2-2-2-2-2",0.16,0,0.374165738677394,0.0748331477354788,25,1,1,0,0,25,1,1,0,0,25,0.227284326561122,0.229503492718598,0.0118585072291925,0.0023717014458385,25,0.746036267775056,0.750227454027069,0.0114793709417505,0.00229587418835009,25,1.98576374814431,2.00091043740336,0.044117239292903,0.0088234478585806,25,3.79187999999849,3.7960000000021,0.0258848733165813,0.00517697466331626,25
"separated",200,500,10,"3-3-3-3-3-3-3-3-3-3",0.44,0,0.506622805119022,0.101324561023804,25,1,1,0,0,25,1,1,0,0,25,0.228006893937982,0.230851447916307,0.0185503679741001,0.00371007359482003,25,0.761887230420328,0.761898222037762,0.0183662100641193,0.00367324201282386,25,2.05351097250892,2.04936200801976,0.0761424793922885,0.0152284958784577,25,3.71244000000122,3.70799999999872,0.0136689428998211,0.00273378857996423,25
"separated",200,1000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.382398770590284,0.383610322227713,0.0182015799463377,0.00364031598926754,25,0.850825526389496,0.850126715108331,0.00847976685571599,0.0016959533711432,25,2.59222936672093,2.58308017893906,0.0757300452178416,0.0151460090435683,25,6.24396000000037,6.24200000000565,0.0178313394520987,0.00356626789041975,25
"separated",200,1000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.356071261113705,0.359028059739971,0.0322439218177611,0.00644878436355221,25,0.81518331628461,0.816730444820575,0.0243291231436973,0.00486582462873946,25,2.34061126164396,2.3359031758063,0.153720987260354,0.0307441974520708,25,6.36407999999938,6.35899999999674,0.0486842890472101,0.00973685780944203,25
"separated",200,1000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.192878148816108,0.196029433624027,0.013859438478344,0.00277188769566881,25,0.770036069920045,0.77375477902948,0.0140321518660816,0.00280643037321633,25,2.08805628634436,2.10237552903803,0.0627401458492435,0.0125480291698487,25,6.22495999999752,6.22000000000116,0.0196796849556053,0.00393593699112107,25
"separated",200,1000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.196976994364962,0.195147618755173,0.0184789264517069,0.00369578529034138,25,0.780279807773345,0.77728006235191,0.0249499623441833,0.00498999246883667,25,2.1431047625608,2.11894874542178,0.119908914486615,0.0239817828973231,25,6.19723999999929,6.19499999999243,0.00987117014433188,0.00197423402886638,25
"separated",200,1500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.360597850111819,0.356160727937235,0.016929125615449,0.0033858251230898,25,0.858203339490549,0.856298136064529,0.00897549194542943,0.00179509838908589,25,2.65956145306089,2.63796360425542,0.0862023431480995,0.0172404686296199,25,8.70340000000025,8.70600000000559,0.0200582485107438,0.00401164970214876,25
"separated",200,1500,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.316725767828825,0.31251468737369,0.0205563588921424,0.00411127177842849,25,0.789718293999466,0.789613669823885,0.0221814056963817,0.00443628113927634,25,2.18945092543539,2.18017442580539,0.115245040039262,0.0230490080078525,25,9.16368000000075,8.99800000000687,0.888408489001494,0.177681697800299,25
"separated",200,1500,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.183745453432923,0.183772763712321,0.0101471187095678,0.00202942374191355,25,0.784063835367427,0.784420320179017,0.0119832044043182,0.00239664088086363,25,2.15431841381866,2.15375395871233,0.0588134927126809,0.0117626985425362,25,8.70956000000122,8.70499999998719,0.0371787125484205,0.0074357425096841,25
"separated",200,1500,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.183016474654216,0.185935631669988,0.0117432209241728,0.00234864418483457,25,0.779613543820925,0.781495351398169,0.0194723431832935,0.0038944686366587,25,2.13598662040257,2.13928999255637,0.0924463040644132,0.0184892608128827,25,8.66515999999945,8.66599999999744,0.0356273303319127,0.00712546606638253,25
"separated",200,2000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.337255316219626,0.34172536624001,0.0136567353466118,0.00273134706932235,25,0.853702215202663,0.852065051728075,0.00868713576239949,0.0017374271524799,25,2.6177070204043,2.59994767616586,0.0762987932327404,0.0152597586465481,25,11.2410399999988,11.2319999999963,0.0506865202332018,0.0101373040466404,25
"separated",200,2000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.309307103942489,0.30568218543218,0.0291728979831272,0.00583457959662544,25,0.792007710870923,0.793405462825194,0.0280846702333582,0.00561693404667164,25,2.20633199236404,2.20009068968872,0.141907114142806,0.0283814228285611,25,11.5144400000002,11.5069999999978,0.0573120697029259,0.0114624139405852,25
"separated",200,2000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.179546038519002,0.177112942212002,0.0132365175245134,0.00264730350490269,25,0.790365841180393,0.788040887956531,0.0150190553586234,0.00300381107172468,25,2.18807165808366,2.17207068507569,0.0776308527784596,0.0155261705556919,25,13.7106800000003,11.226999999999,2.89951890722186,0.579903781444372,25
"separated",200,2000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.169403753742815,0.168702606861246,0.0135222313282302,0.00270444626564605,25,0.755232135999588,0.754815380108169,0.0352223927352587,0.00704447854705173,25,2.03648029384656,2.01954431800233,0.148131260999363,0.0296262521998726,25,11.1216000000003,11.1239999999962,0.038895158228301,0.00777903164566021,25
