"mixture_scenario","signal_source","stage","comparison_method","H","G_config","factor_score_rmse_difference_vs_fastica_mean","factor_score_rmse_difference_vs_fastica_median","factor_score_rmse_difference_vs_fastica_sd","factor_score_rmse_difference_vs_fastica_se","factor_score_rmse_difference_vs_fastica_n_replications","lambda_rmse_difference_vs_fastica_mean","lambda_rmse_difference_vs_fastica_median","lambda_rmse_difference_vs_fastica_sd","lambda_rmse_difference_vs_fastica_se","lambda_rmse_difference_vs_fastica_n_replications","alpha_rmse_difference_vs_fastica_mean","alpha_rmse_difference_vs_fastica_median","alpha_rmse_difference_vs_fastica_sd","alpha_rmse_difference_vs_fastica_se","alpha_rmse_difference_vs_fastica_n_replications","probability_rmse_difference_vs_fastica_mean","probability_rmse_difference_vs_fastica_median","probability_rmse_difference_vs_fastica_sd","probability_rmse_difference_vs_fastica_se","probability_rmse_difference_vs_fastica_n_replications","marginal_mu_rmse_difference_vs_fastica_mean","marginal_mu_rmse_difference_vs_fastica_median","marginal_mu_rmse_difference_vs_fastica_sd","marginal_mu_rmse_difference_vs_fastica_se","marginal_mu_rmse_difference_vs_fastica_n_replications","marginal_var_rmse_difference_vs_fastica_mean","marginal_var_rmse_difference_vs_fastica_median","marginal_var_rmse_difference_vs_fastica_sd","marginal_var_rmse_difference_vs_fastica_se","marginal_var_rmse_difference_vs_fastica_n_replications","marginal_weight_rmse_difference_vs_fastica_mean","marginal_weight_rmse_difference_vs_fastica_median","marginal_weight_rmse_difference_vs_fastica_sd","marginal_weight_rmse_difference_vs_fastica_se","marginal_weight_rmse_difference_vs_fastica_n_replications","end_to_end_seconds_difference_vs_fastica_mean","end_to_end_seconds_difference_vs_fastica_median","end_to_end_seconds_difference_vs_fastica_sd","end_to_end_seconds_difference_vs_fastica_se","end_to_end_seconds_difference_vs_fastica_n_replications"
"separated","estimated_Z","pretrain","mixture_fastica_start",5,"2-2-2-2-2",0.00207150338547751,3.7208807415201e-05,0.207953490736821,0.0120062003855826,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,-0.00475674843823696,5.32623961094995e-05,0.03608655268804,0.00208345809085655,300,-0.00365812712307294,0.000834760885668548,0.0386934227700569,0.00223396580521603,300,-0.00191128958901063,-1.3314262487657e-09,0.0143349739069945,0.000827630104402956,300,0.33978666666653,0.305499999998575,0.124767721935579,0.00720346778456829,300
"separated","estimated_Z","refined","mixture_fastica_start",5,"2-2-2-2-2",-0.00557752767090088,0.000280429326993993,0.0509769245586029,0.00294315411163686,300,-0.0036112680902096,-7.92552781599953e-05,0.0267137514196187,0.00154231915731816,300,-2.63034006527785e-06,-1.02648625724955e-05,0.000782669786029409,4.51874611650666e-05,300,-4.59135883036549e-05,-1.11569191872524e-05,0.000454432956731205,2.62366989897399e-05,300,-0.00503486289505647,7.1275248039529e-06,0.0373463898219294,0.00215619482169516,300,-0.00446403777340201,0.000133474536668055,0.0415447320741359,0.00239858622464132,300,-0.00219469705774389,-2.58348897830274e-13,0.0164234574235783,0.000948208756452727,300,0.352996666666893,0.395000000004075,0.56485451702803,0.0326118907459109,300
"separated","oracle_Z","pretrain","mixture_fastica_start",5,"2-2-2-2-2",0.0104033411226741,-2.36148151450122e-05,0.201741596822293,0.0116475565232096,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,-0.00405415022510989,2.23107991949023e-05,0.0296888159783944,0.00171408458970472,300,-0.00204805299381932,0.000957533978100097,0.027319716656649,0.00157730457659006,300,-0.00181369601135961,-5.50660992498786e-11,0.0140308184018702,0.00081006967812705,300,0.351003333333393,0.305999999996857,0.128917035319394,0.00744302850447806,300
"separated","oracle_Z","refined","mixture_fastica_start",5,"2-2-2-2-2",-0.00573950209835333,0.000240900080479105,0.0489090385888779,0.00282376465950945,300,-0.00379819630525563,-9.06384516719955e-05,0.0268387365855311,0.00154953517923658,300,-4.02810161254901e-05,-1.04877653814978e-05,0.00122305358005634,7.06130313678865e-05,300,-8.38925983573308e-05,-1.56099586813008e-05,0.000512613371032986,2.95957467756096e-05,300,-0.00468796812804774,6.92118681175011e-06,0.033365734078207,0.00192637155517623,300,-0.00307160855285783,0.000116529580695697,0.0242799074954877,0.0014018011128419,300,-0.0025545489329434,-1.73825016880347e-12,0.0180924578277383,0.00104456853971467,300,-167.94295,0.35699999999997,2914.91894918746,168.292923997932,300
"separated","estimated_Z","pretrain","mixture_fastica_start",5,"3-3-3-3-3",-0.00106184955973486,-0.00354523239030502,0.215105304470998,0.0124191105440447,300,-2.32068642350331e-07,0,1.020321101789e-05,5.89082662777736e-07,300,0,0,0,0,300,-5.13352906668834e-08,0,6.37193035079235e-06,3.67883570328751e-07,300,-0.0203315581460776,-0.0020581497497042,0.0472640288316663,0.00272878997689488,300,-0.0216585935185619,-0.00547373646228354,0.037033939118737,0.0021381554719355,300,-0.0100908693920589,-0.000503285387116399,0.0299255846110521,0.00172775443308479,300,0.532253333333016,0.46649999999499,0.217721407291604,0.0125701513108152,300
"separated","estimated_Z","refined","mixture_fastica_start",5,"3-3-3-3-3",-0.00737913067727675,-0.000127886563066504,0.0699386832700913,0.00403791176127552,300,-0.00580710241165343,-0.000245400754990494,0.0368584845367167,0.0021280255969195,300,0.00231894456844526,6.03784233954921e-05,0.00736589199413223,0.000425269972563395,300,-0.000184795966322674,-7.83389056052963e-05,0.00128207672456059,7.4020734204681e-05,300,-0.00582192262921999,8.9040316669748e-05,0.056619514236217,0.00326892917856657,300,-0.00463754726877994,0.000166841406206399,0.0330884565180814,0.00191036292777835,300,-0.00135288544766272,-5.68527167988499e-05,0.0321718366345565,0.00185744185412859,300,1.13889666666552,-0.567500000004655,50.7679943409622,2.93109151989719,300
"separated","oracle_Z","pretrain","mixture_fastica_start",5,"3-3-3-3-3",0.0051262658592128,-0.003817526320815,0.198059062948117,0.011434945330854,300,7.83825623333163e-09,0,1.35762580388738e-07,7.83825623333162e-09,300,0,0,0,0,300,6.02895193343078e-09,0,1.04424510650927e-07,6.02895193343078e-09,300,-0.0219752806101336,-0.0015072092910455,0.0529159866562698,0.0030551059140432,300,-0.0220232436051317,-0.00449641276871185,0.0382070161640928,0.00220588310672714,300,-0.0116333780036238,-0.00047090731309365,0.0271587722605591,0.00156801244754935,300,0.544393333332458,0.459499999997206,0.214274271672208,0.012371130843036,300
"separated","oracle_Z","refined","mixture_fastica_start",5,"3-3-3-3-3",-0.00766572849751588,-0.001684756301496,0.0412227192516603,0.00237999480566744,300,-0.0030308626726041,-0.000560575640367794,0.0204011295649316,0.00117785976460857,300,-0.000129604993378757,-0.000139767204016997,0.00118608618354844,6.84787177353787e-05,300,-0.000310087256582512,-0.000161412864021895,0.000807554874810367,4.6624202435716e-05,300,-0.00761288098746691,-0.000198377743810898,0.0359707380187083,0.00207677152780508,300,-0.007163644506671,-0.000151610863884901,0.0232575455929844,0.00134277502087995,300,-0.00634545381342099,-0.000161987546347298,0.0213961029552544,0.00123530458008251,300,-0.883766666668188,0.44449999998323,4.28750166109225,0.247539023818258,300
"asymmetric_pi","estimated_Z","pretrain","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",-0.0189792718627233,-0.00332254080183503,0.172090524678007,0.00993565107478311,300,8.57752872986581e-07,0,1.31366217844026e-05,7.58443212346716e-07,300,0,0,0,0,300,7.36178918220124e-07,0,1.27967824684357e-05,7.38822580291244e-07,300,-0.0172411057030845,-0.0257561434887235,0.114980587615952,0.00663840732116512,300,-0.0647651450498525,0.000387152923267096,0.123477669376187,0.00712898656532492,300,0.00195610764812242,0.0064800540592595,0.0538590628813783,0.00310955444528647,300,0.941583333333741,0.7654999999977,0.541794321378098,0.0312805097293055,300
"asymmetric_pi","estimated_Z","refined","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",-0.0417216347119928,-0.000113342744241046,0.104883799490411,0.00605546898694196,300,-0.0127343623175631,-0.000378854084699509,0.0338003951050463,0.00195146672126142,300,-0.0012432024493833,-0.000269586794566484,0.00275545187875405,0.000159086088393771,300,-0.000675050924996012,-6.88826840483485e-05,0.0016274114606512,9.39586444889252e-05,300,-0.0317809293446934,1.96621844156045e-05,0.0865030066186446,0.00499425341569864,300,-0.042484898747303,0.000212719550002198,0.109121045439365,0.00630010649586706,300,-0.00695309002873068,-1.77351189289965e-13,0.026408268312977,0.00152468208193291,300,-1.02871666666588,0.814500000000395,5.29529301772185,0.305723884921965,300
"asymmetric_pi","oracle_Z","pretrain","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",-0.0317363425111306,-0.0123256005602551,0.163683394141099,0.00945026516692351,300,1.6647509510174e-08,0,2.88343322911075e-07,1.6647509510174e-08,300,0,0,0,0,300,5.07300515669349e-09,0,8.78670267845197e-08,5.07300515669345e-09,300,-0.0106458667134093,-0.00603237347929503,0.109898184640906,0.0063449746485878,300,-0.048888945284635,0.000644188811264702,0.101245405391466,0.00584540620569759,300,0.00159523985435324,0.004267717787014,0.0517655974160851,0.00298868816029385,300,1.314533333333,1.10299999999916,0.830014237430329,0.0479208943411623,300
"asymmetric_pi","oracle_Z","refined","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",-0.0428313777825464,-0.000225597407204105,0.100125669854851,0.00578075824434897,300,-0.0133323900326447,-0.000376294410679504,0.0325553035749759,0.00187958132825623,300,-0.00150629072523178,-0.000243251776840495,0.00322813951195965,0.000186376721621157,300,-0.000672753078783486,-8.16214194186496e-05,0.0014341355196061,8.27998528298984e-05,300,-0.0284139487169876,1.68951613023008e-05,0.08476532318557,0.00489392821591344,300,-0.034982764414558,0.000151603303321349,0.0962240481632829,0.00555549801095869,300,-0.00819697817398543,-2.92800506063173e-13,0.0295534649986684,0.00170627009724674,300,0.146996666666088,1.08100000000195,3.65380468080501,0.210952511602909,300
"asymmetric_pi","estimated_Z","pretrain","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0429942243051493,-0.0314808329574999,0.190384523427182,0.0109918555850222,300,-2.2433466260423e-05,0,5.880398287991e-05,3.39504953451382e-06,300,0,0,0,0,300,-2.07609274611298e-05,0,5.36825510402773e-05,3.09936352938899e-06,300,-0.17790696317995,-0.191489787287955,0.104950663648557,0.0060593293909124,300,-0.175480936427701,-0.16668870986042,0.0822395464392723,0.00474810242747466,300,-0.0885067984397421,-0.0965016025504673,0.0561041023799989,0.00323917186117347,300,1.14258000000023,1.00399999999718,0.568395138712868,0.0328163086341949,300
"asymmetric_pi","estimated_Z","refined","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.159033069439798,-0.145117170002499,0.15715105401597,0.00907312033395536,300,-0.0567673688675093,-0.047183560078084,0.0617679815174217,0.00356617607563832,300,-0.00062336817198975,-0.000313666851930988,0.00370779720908623,0.000214069771676648,300,-0.00321279377569544,-0.00211559692184195,0.00332427081513771,0.000191926864997898,300,-0.211089101986417,-0.0966349167211665,0.328801614377313,0.0189833700570725,300,-0.0804677999429974,-0.0817229384334265,0.078810649580008,0.00455013497500269,300,-0.0357116527794685,-0.0244471971069036,0.0446471914710403,0.00257770680143659,300,-19.5894066666672,-18.9584999999934,12.297481035862,0.709995398640927,300
"asymmetric_pi","oracle_Z","pretrain","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.00532986062711489,-0.00419078266876505,0.14844836570953,0.00857067039031571,300,6.56200158326941e-07,0,6.29227937284227e-06,3.63284918972682e-07,300,0,0,0,0,300,5.68991195103453e-07,0,5.09801928076273e-06,2.94334280408226e-07,300,-0.166690264619143,-0.187195722825751,0.110944066723208,0.00640535867876358,300,-0.169810955454147,-0.169041141540009,0.0808879465200707,0.00467006776975588,300,-0.0903084701986252,-0.0935722626748926,0.0664657189798458,0.0038374000744896,300,1.54950666666732,1.28799999999683,0.908327930165758,0.0524423374993656,300
"asymmetric_pi","oracle_Z","refined","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.149868697570517,-0.115396971049825,0.164385582784692,0.00949080604716353,300,-0.0515365283345466,-0.0294767874973795,0.0641015415608168,0.00370090422756076,300,-0.000663136156362031,-0.000215272178225506,0.00305117980087805,0.000176159947938289,300,-0.00328386690737663,-0.00199057325963345,0.0035668700557583,0.000205933338685647,300,-0.188337971252443,-0.0680189207450506,0.30570587941536,0.017649937177331,300,-0.0783101436265756,-0.0692866086044882,0.0907667298860129,0.00524041959331516,300,-0.0337358407229296,-0.0156823415533315,0.0444796178076878,0.00256803193147202,300,-17.3317666666666,-15.7829999999995,12.7523188397847,0.736255471494165,300
"asymmetric_pi","estimated_Z","pretrain","mixture_identity_start",5,"2-2-2-2-2",-0.0799801343082615,-0.00457563890662993,0.409899233623851,0.0236655432873352,300,4.3160511000025e-07,0,5.2807838629129e-06,3.04886198478499e-07,300,0,0,0,0,300,3.60395992279883e-07,0,4.40993660416872e-06,2.546078085526e-07,300,-0.0254499664617919,-0.00830944260984001,0.162865393576591,0.0094030378823119,300,-0.0194905925625913,0.000423789280219199,0.0755874573440979,0.00436404388449743,300,-0.0106190207571972,-0.000597839118086502,0.0797206792610473,0.00460267556313455,300,0.360896666666733,0.306500000000135,0.16571014502069,0.00956727968351474,300
"asymmetric_pi","estimated_Z","refined","mixture_identity_start",5,"2-2-2-2-2",-0.0289461635433716,8.65640165206016e-05,0.100355054164921,0.00579400175366568,300,-0.0151902952205559,-0.000183517335361504,0.0522143975911814,0.00301459965048427,300,-0.000641114666021886,-9.89771237225046e-05,0.00343023275592229,0.000198044580501481,300,-0.000318419122828367,-3.18163104578023e-05,0.00109658302011308,6.33112501851058e-05,300,-0.0205706693850333,1.3896254639649e-05,0.0754707407532549,0.00435730524898322,300,-0.0241725638418257,0.000154286192577249,0.0992194955213482,0.00572844024481092,300,-0.00678167797783369,-1.27550747741623e-13,0.0250656264932998,0.00144716462033132,300,0.283613333333444,0.40200000000027,0.65842650465259,0.0380142719702757,300
"asymmetric_pi","oracle_Z","pretrain","mixture_identity_start",5,"2-2-2-2-2",-0.0859229606342017,-0.115657088856345,0.357164481824556,0.0206209009726381,300,2.75678457180016e-07,0,4.77489094387989e-06,2.75678457180016e-07,300,0,0,0,0,300,2.18721788543357e-07,0,3.78837250479434e-06,2.18721788543359e-07,300,-0.0170838293023473,-0.0278258480570295,0.1662032865631,0.00959575122374064,300,-0.01731320878099,0.000671817140066049,0.082039878504214,0.00473657459386921,300,-0.0065837972844911,-0.007774231462666,0.0809872198198566,0.00467579931639136,300,0.429233333333357,0.380500000000211,0.22165118930725,0.0127970373812741,300
"asymmetric_pi","oracle_Z","refined","mixture_identity_start",5,"2-2-2-2-2",-0.0248383317612294,-1.81577170414032e-05,0.109324353230848,0.0063118444766812,300,-0.0134342456428066,-0.000232178907104502,0.0541734223689204,0.00312770399876195,300,-0.00101360264642342,-0.000109925436657499,0.0035172343308177,0.000203067618770059,300,-0.000372126288729025,-3.33752641232497e-05,0.00134775798081343,7.781284330251e-05,300,-0.014110827559247,1.4599123823747e-05,0.0775504999104173,0.00447738019990695,300,-0.0191257849637306,0.0001396404218221,0.0908784133151626,0.00524686763910352,300,-0.00418114362438667,-1.06749678541185e-13,0.029265439320533,0.00168964092696624,300,0.41899333333335,0.40249999999992,0.366925753139001,0.0211844682347408,300
"asymmetric_pi","estimated_Z","pretrain","mixture_identity_start",5,"3-3-3-3-3",-0.0475995875393579,-0.00941947086764505,0.346883690805366,0.0200273392263969,300,-4.17033947839949e-06,0,2.57907393820652e-05,1.48902903248348e-06,300,0,0,0,0,300,-2.84416340921356e-06,0,1.74833246516236e-05,1.00940021939445e-06,300,-0.0965641922955822,-0.0852077268787155,0.102339019235025,0.0059085460303944,300,-0.104194965921241,-0.10223351501993,0.082949116637061,0.00478906948194489,300,-0.044242333774977,-0.0309786253435474,0.0511800500086184,0.00295488156496143,300,0.600229999999915,0.5475000000006,0.315731221845798,0.0182287505924241,300
"asymmetric_pi","estimated_Z","refined","mixture_identity_start",5,"3-3-3-3-3",-0.0749359628637237,-0.0109469800142707,0.140655919754573,0.00812077331334171,300,-0.0351048557514563,-0.0033576447024195,0.073541293398567,0.00424590855402159,300,0.00349402445377982,0.000765952222880006,0.0082536761620447,0.00047652621539605,300,-0.00181946760073276,-0.00086503378827835,0.00273722915195767,0.000158033998771645,300,-0.0729269298393716,-0.0019739680428595,0.19555988852951,0.0112906554285206,300,-0.0368680824624262,-0.0031928516636227,0.0650280547147779,0.00375439648944547,300,-0.0145236850779243,-0.000506020352760348,0.042326581691532,0.00244372633334827,300,-8.37305333333342,-6.12549999999829,14.2477611472655,0.82259487337232,300
"asymmetric_pi","oracle_Z","pretrain","mixture_identity_start",5,"3-3-3-3-3",-0.0274390780258934,0.00630177798127507,0.381873299174148,0.0220474652074525,300,3.05211196239461e-07,0,3.47607926503729e-06,2.00691529939376e-07,300,0,0,0,0,300,2.06223845566345e-07,0,2.42858974630605e-06,1.40214694378096e-07,300,-0.0897035344975931,-0.073327947036061,0.11208627656922,0.00647130419497018,300,-0.101617053113062,-0.0981796422641426,0.0852011099674774,0.0049190883774978,300,-0.0419100535105935,-0.0248440830615086,0.0533107904381163,0.00307789992101581,300,0.733833333333476,0.56800000000203,0.679346360221395,0.0392220803946815,300
"asymmetric_pi","oracle_Z","refined","mixture_identity_start",5,"3-3-3-3-3",-0.0974243984012672,-0.0187580168851195,0.158769164264191,0.00916654197269428,300,-0.043756787922847,-0.00548822365265785,0.08257310619433,0.004767360508912,300,9.10609111800131e-05,-0.000114893291146008,0.00323393359028744,0.000186711242889383,300,-0.00237584916452538,-0.0011429375183098,0.00298738698814275,0.00017247686817778,300,-0.0910481901760985,-0.0046204844950941,0.199147745182711,0.0114978004289745,300,-0.0470874885145213,-0.00573169465273485,0.0727458632592974,0.00419998437351871,300,-0.0216492668064288,-0.000961111398291,0.0422491720703046,0.00243925708678292,300,-6.11662333333315,-4.01299999999902,15.9853986737058,0.922917422736754,300
"moderate_overlap","estimated_Z","pretrain","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",-0.0122771255368085,-0.00206496104854004,0.179142748798115,0.0103428114241961,300,-5.60238397616653e-07,0,4.9165959867925e-06,2.83859801647128e-07,300,0,0,0,0,300,-6.15542707926666e-07,0,5.34477767686129e-06,3.08580883049457e-07,300,-0.00746715887597052,0.000239335435536999,0.0648997495647532,0.00374698878815496,300,-0.00676927698974246,0.0019978067827208,0.0601508530904992,0.00347281112237853,300,0.00206417090245722,1.97319588991496e-05,0.0229354427398522,0.00132417840398369,300,1.2615366666666,1.07849999999599,0.867957134471603,0.0501115285232236,300
"moderate_overlap","estimated_Z","refined","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",0.00480593220113341,0.000144860650636389,0.0514341508420984,0.00296955208342253,300,0.00155813999532245,-0.0002415721852317,0.0169333588975313,0.000977647931777426,300,-4.99964959459149e-05,-5.78365708630152e-05,0.0003866919611622,2.2325670787046e-05,300,-7.23868644911227e-05,-5.01968907738529e-05,0.000438003530110683,2.52881456015409e-05,300,-0.00282480088619801,3.84410093383497e-05,0.0846005574081553,0.00488441545931908,300,0.00028887140363387,0.000709597871785598,0.0448295334568253,0.00258823432089434,300,0.00226464887684931,5.41919168497995e-08,0.0219591346032932,0.00126781122743826,300,1.17441999999984,0.9460000000036,78.5128374451116,4.53294078337765,300
"moderate_overlap","oracle_Z","pretrain","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",-0.00398687183402908,0.00606629522532498,0.166909854104592,0.00963654491976871,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,0.000612749319824857,0.000175703518152798,0.0498172027226069,0.00287619754021713,300,0.00166496824165252,0.0024669580226697,0.0452409030999435,0.00261198475831341,300,0.00268063763401343,2.31697090718515e-05,0.0223273397112427,0.00128906955925742,300,1.62795666666698,1.34749999999985,1.11678420385604,0.0644775660723004,300
"moderate_overlap","oracle_Z","refined","mixture_identity_start",10,"2-2-2-2-2-2-2-2-2-2",0.00932620271999019,6.36625179398428e-05,0.0486624958632975,0.00280953050861139,300,0.00267848174049779,-0.000250408283688747,0.0165614716989471,0.000956177014356349,300,-0.000111341815843556,-6.00740393505161e-05,0.000410951267828402,2.37262825104546e-05,300,-3.63702143153609e-05,-6.54103126934424e-05,0.000372315146122264,2.14956249837064e-05,300,0.00593011065806297,3.39120162149431e-05,0.0345267810548948,0.00199340463362948,300,0.00540093145592036,0.00073401938335505,0.0316130427254617,0.00182517987274484,300,0.00365668338371673,1.49406334151725e-07,0.0184108046759712,0.00106294830356696,300,5.66389666666674,1.16250000000218,65.3451043659848,3.77270135959255,300
"moderate_overlap","estimated_Z","pretrain","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0516047199528688,-0.03717676519905,0.202518006766914,0.0116923825722624,300,-2.73219208242515e-05,0,7.55503222375869e-05,4.36189988812338e-06,300,0,0,0,0,300,-2.79100509522096e-05,0,7.74142572373222e-05,4.46951422550829e-06,300,-0.0701318695334573,-0.0425236870848125,0.0815746550302987,0.00470971490407938,300,-0.0366321264364706,-0.0226764604397145,0.0451786655372533,0.00260839147095613,300,-0.0340604769170144,-0.0267796201657269,0.0346654558203327,0.00200141102494502,300,1.77739333333249,1.72349999999278,0.780447041061334,0.0450591309245008,300
"moderate_overlap","estimated_Z","refined","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0846962339179949,-0.00922713922398905,0.148780930241468,0.00858987101251946,300,-0.0263450238037016,-0.0025955002596032,0.0548137083183665,0.00316467092528905,300,7.71735228747308e-05,-0.000154335181572984,0.00381777133822896,0.000220419130983093,300,-0.00196911450730623,-0.00065630076470715,0.00350820535794282,0.000202546330778077,300,-0.152749162924343,-0.006073236437131,0.292213740234673,0.0168709681585396,300,-0.0152883330862199,-0.00304356323617596,0.0425657791711158,0.00245753640627098,300,-0.00995029180008974,-0.00271520943022501,0.0233046319950231,0.00134549355556917,300,-16.5078800000014,-3.89149999999065,121.234257458514,6.99946311786772,300
"moderate_overlap","oracle_Z","pretrain","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.00790141319049294,-0.00174115709151001,0.155322717751289,0.00896756129049708,300,5.74719453737176e-07,0,5.88461134677878e-06,3.39748194513905e-07,300,0,0,0,0,300,5.34045137569789e-07,0,5.99500715000678e-06,3.46121899185015e-07,300,-0.0547196982443071,-0.033162495437601,0.0674144668887094,0.00389217606054715,300,-0.0287986432568501,-0.0182210048083616,0.0376032299946184,0.00217102349597923,300,-0.0346139572505889,-0.029925985988361,0.0347426313219472,0.00200586675460821,300,2.32472333333377,2.18049999999494,1.01342911049327,0.0585103569747894,300
"moderate_overlap","oracle_Z","refined","mixture_identity_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0697356783721372,-0.0072412129385025,0.124730142485015,0.00720129813397835,300,-0.0210499269991876,-0.00219163469074215,0.0442356383879633,0.00255394577310656,300,-0.00021611432477105,-0.000144709484919001,0.00329070113597882,0.000189988718667998,300,-0.00169067580048257,-0.000586214266272249,0.00281466511260991,0.000162504766044398,300,-0.135456006419198,-0.00478689682281126,0.267719561910797,0.0154567961136528,300,-0.0100944165779944,-0.002672852204551,0.025657482806746,0.0014813354605203,300,-0.0091548827571082,-0.00216178946097936,0.0215073604276649,0.00124172803324706,300,-7.3399466666662,-2.114999999998,13.0917069998934,0.755850056054015,300
"moderate_overlap","estimated_Z","pretrain","mixture_identity_start",5,"2-2-2-2-2",-0.03001684788789,-0.0025906944540649,0.375237271740936,0.021664333984961,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,-0.00244949160942906,8.31339556275484e-05,0.0368057707558497,0.00212498216536215,300,-0.00139774712233136,0.00113170010837505,0.0386990454034461,0.00223429042810611,300,-0.000103886379172493,7.04430731109963e-06,0.0138984224116851,0.00080242579206975,300,0.341610000000033,0.310499999999825,0.122751419284958,0.0070870564967579,300
"moderate_overlap","estimated_Z","refined","mixture_identity_start",5,"2-2-2-2-2",-0.000229382513963759,0.000187376549948604,0.0539251504604883,0.0031133700134454,300,-0.00194226905225508,-0.000127084067898998,0.0264068388457382,0.0015245995516034,300,0.00020113100172616,-2.17461803409952e-05,0.00223980263853719,0.000129315065629108,300,4.67726607439214e-06,-2.09024958970488e-05,0.000688159809831821,3.97309251451883e-05,300,-0.00335096900379593,2.09341239666982e-05,0.0415724499110553,0.002400186514702,300,-0.00277574223464507,0.00033617677716675,0.0440848170615565,0.00254523809976651,300,-0.000798492902459916,-6.26880513002886e-08,0.0161007334367518,0.000929576278385906,300,0.217149999999995,0.391999999999809,0.715341166237278,0.0413002414889513,300
"moderate_overlap","oracle_Z","pretrain","mixture_identity_start",5,"2-2-2-2-2",-0.0271433113690442,-0.00582292137250495,0.373103654674793,0.0215411495462125,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,0.00279359420948464,4.77287948789477e-05,0.0385390019460584,0.00222505031478563,300,0.00407013290397209,0.0011989193486652,0.0284304898250406,0.00164143509536801,300,0.00182148438627106,3.51221958695171e-06,0.0205790838005901,0.00118813395719465,300,0.417819999999978,0.347500000000329,0.201826561192162,0.0116524619433911,300
"moderate_overlap","oracle_Z","refined","mixture_identity_start",5,"2-2-2-2-2",0.00476970172190822,0.000194140058107299,0.0533375538000096,0.00307944510443517,300,0.00103272345214188,-0.000142678075567504,0.0258275415829552,0.00149115380854254,300,-1.9821612378479e-05,-2.49941986059932e-05,0.000581615883447566,3.35796086873414e-05,300,-1.41366390827591e-05,-2.60712219481013e-05,0.000474640149589239,2.74033618133551e-05,300,0.00236478990655473,2.23391803267012e-05,0.0403755321646129,0.00233108243639136,300,0.00181752458383831,0.000405756760131149,0.0376696312865078,0.00217485717635392,300,0.0018589052243696,3.04619501699521e-07,0.0197517342328946,0.00114036690763236,300,0.452633333333282,0.420499999999835,0.286789982161918,0.0165578273402071,300
"moderate_overlap","estimated_Z","pretrain","mixture_identity_start",5,"3-3-3-3-3",-0.0397315919012152,-0.000197965389630128,0.361900179529457,0.0208943166071106,300,-1.50178876817675e-06,0,1.31754590018032e-05,7.60685480138793e-07,300,0,0,0,0,300,-7.50750223323566e-07,0,4.93925434574646e-06,2.85167982611275e-07,300,-0.0155522049793536,-0.00657160434486794,0.0384495456875132,0.00221988555529046,300,-0.0102905750767477,-0.00454359698974401,0.0233370480814665,0.00134736509919259,300,-0.00810531229814642,-0.00216538489207415,0.0249620276604444,0.00144118333892765,300,0.656253333333297,0.6265000000021,0.263901057943139,0.0152363346842899,300
"moderate_overlap","estimated_Z","refined","mixture_identity_start",5,"3-3-3-3-3",-0.010995366672218,0.001848660518507,0.0830285995662625,0.00479365843100193,300,-0.00604212840964488,0.000953792906230488,0.0418622187253319,0.00241691632499453,300,0.00346842337016996,0.000405039923139491,0.00830569529464067,0.00047952954141678,300,-0.000268275447709509,5.66271860429762e-06,0.00165748101272091,9.56947108871111e-05,300,-0.0338905524866516,-0.00292980569613255,0.105038062939885,0.00606437539134994,300,-0.0116912225960084,-0.00369437866731665,0.0228989250800846,0.00132207005591399,300,-0.00678897890305673,-0.0013459795699799,0.0239624695582951,0.00138347382499299,300,-0.179000000000108,-1.59850000000372,32.7596581180784,1.89137974330327,300
"moderate_overlap","oracle_Z","pretrain","mixture_identity_start",5,"3-3-3-3-3",-0.0328810053636862,0.00440662565494998,0.376709610280536,0.0217493394901786,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,-0.0139658655609904,-0.0058485541910054,0.0356927193197366,0.00206072011073597,300,-0.0104250853310621,-0.00527812422656165,0.0204508858902957,0.00118073244739285,300,-0.00624859777595814,-0.00118306107859555,0.0258118430392486,0.00149024745269905,300,0.733050000000239,0.687499999999998,0.310438185564699,0.0179231570002518,300
