"mixture_scenario","signal_source","stage","comparison_method","H","G_config","factor_score_rmse_difference_vs_fastica_mean","factor_score_rmse_difference_vs_fastica_median","factor_score_rmse_difference_vs_fastica_sd","factor_score_rmse_difference_vs_fastica_se","factor_score_rmse_difference_vs_fastica_n_replications","lambda_rmse_difference_vs_fastica_mean","lambda_rmse_difference_vs_fastica_median","lambda_rmse_difference_vs_fastica_sd","lambda_rmse_difference_vs_fastica_se","lambda_rmse_difference_vs_fastica_n_replications","alpha_rmse_difference_vs_fastica_mean","alpha_rmse_difference_vs_fastica_median","alpha_rmse_difference_vs_fastica_sd","alpha_rmse_difference_vs_fastica_se","alpha_rmse_difference_vs_fastica_n_replications","probability_rmse_difference_vs_fastica_mean","probability_rmse_difference_vs_fastica_median","probability_rmse_difference_vs_fastica_sd","probability_rmse_difference_vs_fastica_se","probability_rmse_difference_vs_fastica_n_replications","marginal_mu_rmse_difference_vs_fastica_mean","marginal_mu_rmse_difference_vs_fastica_median","marginal_mu_rmse_difference_vs_fastica_sd","marginal_mu_rmse_difference_vs_fastica_se","marginal_mu_rmse_difference_vs_fastica_n_replications","marginal_var_rmse_difference_vs_fastica_mean","marginal_var_rmse_difference_vs_fastica_median","marginal_var_rmse_difference_vs_fastica_sd","marginal_var_rmse_difference_vs_fastica_se","marginal_var_rmse_difference_vs_fastica_n_replications","marginal_weight_rmse_difference_vs_fastica_mean","marginal_weight_rmse_difference_vs_fastica_median","marginal_weight_rmse_difference_vs_fastica_sd","marginal_weight_rmse_difference_vs_fastica_se","marginal_weight_rmse_difference_vs_fastica_n_replications","end_to_end_seconds_difference_vs_fastica_mean","end_to_end_seconds_difference_vs_fastica_median","end_to_end_seconds_difference_vs_fastica_sd","end_to_end_seconds_difference_vs_fastica_se","end_to_end_seconds_difference_vs_fastica_n_replications"
"moderate_overlap","oracle_Z","refined","mixture_fastica_start",5,"2-2-2-2-2",-0.00111303221020018,0.000147317094597359,0.0275915484605052,0.00159299879310313,300,-0.00151285880457201,-0.000147314842857009,0.01655235655602,0.000955650751334081,300,-2.75648107572698e-05,-2.48467038424932e-05,0.000487936209497719,2.81710101900874e-05,300,-5.85211493920073e-05,-2.64254757836486e-05,0.000328353608798102,1.89575044428969e-05,300,-0.00178758833800971,2.01312854883964e-05,0.024100171250368,0.0013914240358916,300,-0.00140803906321334,0.00039239178932265,0.028058143928565,0.00161993769501182,300,-0.000520173531157039,2.12898021951374e-07,0.0069376599490657,0.000400545983913916,300,0.360313333333363,0.357499999999845,0.207551327790969,0.011982981497078,300
"moderate_overlap","estimated_Z","pretrain","mixture_fastica_start",5,"3-3-3-3-3",-0.0249897378513236,-0.010492149282335,0.196166551840096,0.011325681151088,300,-1.49430988520753e-06,0,1.30431469617709e-05,7.53046440945827e-07,300,0,0,0,0,300,-7.46282646193473e-07,0,4.86279987593522e-06,2.80753881738648e-07,300,-0.0157197609849696,-0.00626680793281924,0.037989172347622,0.00219330588811906,300,-0.0109838775724512,-0.0046949782125885,0.0221691407776498,0.00127993593956788,300,-0.00842883674937154,-0.0017734182086526,0.02421609532713,0.00139811691558401,300,0.643966666666685,0.6175000000021,0.295126624752305,0.0170391436245769,300
"moderate_overlap","estimated_Z","refined","mixture_fastica_start",5,"3-3-3-3-3",-0.011900689524753,0.00191377610727399,0.0806566063729292,0.00465671134013324,300,-0.0066230256066285,0.000982923216128098,0.0403794890130625,0.00233131088514312,300,0.00348641666955525,0.000407684965765515,0.00831121200998632,0.000479848049125765,300,-0.000261468847117874,7.2967934059559e-07,0.00166249146468284,9.59839894660095e-05,300,-0.0333455915918628,-0.00278353706405165,0.107546162344894,0.0062091805780136,300,-0.0124600163075111,-0.00376189986102675,0.0217844955399187,0.00125772843641323,300,-0.00744653464754201,-0.00145724556808455,0.022561724844754,0.0013026017912501,300,-3.64453999999991,-1.73899999999957,25.2733558452509,1.45915788005808,300
"moderate_overlap","oracle_Z","pretrain","mixture_fastica_start",5,"3-3-3-3-3",-0.0184249436790371,-0.00165195664270001,0.186106761684299,0.0107448788956439,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,-0.0144521904501719,-0.0049623210671294,0.0343643213513946,0.00198402501827465,300,-0.0109216414917544,-0.00542093694865761,0.0197112009593822,0.00113802671799501,300,-0.00775039322402035,-0.00139886828594795,0.0234798394093203,0.00135560916035003,300,0.655550000000118,0.649500000001353,0.257138187865656,0.0148458801983169,300
"moderate_overlap","oracle_Z","refined","mixture_fastica_start",5,"3-3-3-3-3",-0.0217548346955865,-0.0034579568009585,0.0652181169153041,0.00376536973570913,300,-0.00843175197140267,-0.001036736001909,0.0328927506662233,0.00189906384515312,300,6.4272343463393e-06,-6.90298732800021e-05,0.0018948384507409,0.000109398548960611,300,-0.000676185154424237,-0.000299367601697652,0.00137036414863641,7.91180110103045e-05,300,-0.0314109962312025,-0.0019962606948887,0.116187963911976,0.00670811522411737,300,-0.00519010380942158,-0.0013324535067532,0.0140110304626742,0.000808927220924899,300,-0.00525552741968319,-0.000771456034621851,0.0216627289038097,0.00125069823639964,300,-1.58173999999981,-0.18700000000171,8.99886481167102,0.519549702141931,300
"separated","estimated_Z","pretrain","mixture_fastica_start",10,"2-2-2-2-2-2-2-2-2-2",0.00744681886900514,0.00155594375755996,0.0989257057904703,0.00571147828679017,300,-6.31445441034997e-08,0,1.09369558608034e-06,6.31445441034991e-08,300,0,0,0,0,300,-8.49727294199852e-08,0,1.47177084613218e-06,8.49727294199855e-08,300,-0.0110748331408365,0.000168482540705849,0.0516975397393,0.00298475884849262,300,-0.00921082841673821,0.0015794589159371,0.0490894067918132,0.00283417822256124,300,-0.00180030854286608,-3.33640959825077e-09,0.0152056567451504,0.000877899001501763,300,0.703043333332559,0.57799999999406,0.310529294803791,0.0179284171946233,300
"separated","estimated_Z","refined","mixture_fastica_start",10,"2-2-2-2-2-2-2-2-2-2",-0.000515958983635666,0.000427482647051801,0.0320989182798245,0.00185323191095525,300,-0.000804249688089709,-0.000126766341793851,0.0102380775948819,0.000591095685538933,300,-4.90694972016987e-06,-1.86768368455048e-05,0.000265851099336854,1.5348920376649e-05,300,-3.44301595777796e-05,-1.37768881481523e-05,0.000306696763154283,1.77071458766712e-05,300,-0.00155679402876045,1.6919777245307e-05,0.024351601510036,0.00140594036870178,300,-0.00233448743962415,0.000255830876578499,0.033277226034101,0.00192126154086722,300,-0.000254151618552033,-3.11948383791005e-13,0.00933850956021053,0.000539159100841744,300,0.169316666665254,0.570499999994389,1.96640088431876,0.113530207989615,300
"separated","oracle_Z","pretrain","mixture_fastica_start",10,"2-2-2-2-2-2-2-2-2-2",-0.00127420501428596,0.000111287472985055,0.101219062275449,0.00584388528518522,300,0,0,0,0,300,0,0,0,0,300,0,0,0,0,300,-0.00287490097010372,7.57211448536022e-05,0.0245389360436207,0.00141675613304114,300,-0.000473484855843726,0.00185983631994535,0.0257500355273437,0.00148667899433543,300,-0.000385423445633644,-1.75000925035917e-09,0.00565907246321815,0.00032672670100026,300,0.712259999999126,0.592499999998836,0.322817672843529,0.018637887031538,300
"separated","oracle_Z","refined","mixture_fastica_start",10,"2-2-2-2-2-2-2-2-2-2",0.000447942601337128,0.000308830171410902,0.0104969294988466,0.000606040507182363,300,-0.000352825388524638,-0.000159654042629492,0.00262554695702864,0.000151586024241049,300,-2.28427506520601e-05,-1.46568431855093e-05,0.000176334354423981,1.01806686994064e-05,300,-4.33231603637502e-05,-2.79309971148028e-05,0.000119563794507435,6.90301889442006e-06,300,-0.000332877889963497,1.66337605263037e-05,0.00682734348551616,0.000394176859921279,300,0.000116758699319961,0.00027532275373755,0.00649407402319461,0.000374935538542877,300,-0.000236050825903732,-1.49264975379815e-12,0.00408424494158185,0.000235803991645865,300,0.62403999999961,0.614999999976135,0.8453977463695,0.0488090616438734,300
"separated","estimated_Z","pretrain","mixture_fastica_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0234442055981847,-0.00310245819581501,0.124802873085118,0.00720549723713317,300,-1.64518147766505e-05,0,6.16628119485259e-05,3.56010410774707e-06,300,0,0,0,0,300,-1.53750838704634e-05,0,5.65996498102184e-05,3.26778230539682e-06,300,-0.0763880765090705,-0.0520733962393684,0.0874029516343216,0.00504621176540434,300,-0.0603144129432772,-0.040671204625027,0.0603951815750711,0.00348691743401236,300,-0.0419151956727164,-0.0184333108511783,0.0479565959695998,0.00276877535924665,300,1.21672666666685,1.0254999999961,0.67521711010258,0.0389836780279166,300
"separated","estimated_Z","refined","mixture_fastica_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0607029674748426,-0.00379977991028835,0.116422719945817,0.0067216688700506,300,-0.0186604645422487,-0.00120958065885501,0.0405579732380499,0.00234161567667738,300,-7.33433389914265e-05,-0.000154930943217488,0.002352948732549,0.000135847558412655,300,-0.00124115514218152,-0.000388481543301549,0.00228902174147354,0.000132156731862065,300,-0.0632244646894746,-0.00104130244782336,0.190684162133881,0.0110091552338195,300,-0.0194491962669765,-0.00043281431027575,0.0396261793206872,0.00228781852977551,300,-0.010706217021934,-0.0006007822169724,0.0248500413601468,0.00143471780686541,300,-8.30230333333322,-1.80149999998685,13.1333787331294,0.758255974694159,300
"separated","oracle_Z","pretrain","mixture_fastica_start",10,"3-3-3-3-3-3-3-3-3-3",0.00119141709338462,-0.000182271020575109,0.0959492276182687,0.00553963123939441,300,2.14739426699733e-08,0,3.71939597432146e-07,2.1473942669973e-08,300,0,0,0,0,300,1.76508029732977e-08,0,3.05720875441393e-07,1.76508029732976e-08,300,-0.0586034647932111,-0.0168958159628602,0.0753775771418343,0.00435192644536998,300,-0.0493781016253971,-0.033001963915666,0.0507758135744508,0.00293154296355314,300,-0.0417462680735984,-0.0032462670521557,0.055697320843797,0.00321568631823071,300,1.18200666666632,1.01400000000285,0.653426215691684,0.0377255801525152,300
"separated","oracle_Z","refined","mixture_fastica_start",10,"3-3-3-3-3-3-3-3-3-3",-0.0455386255355815,-0.00300294471880051,0.103318590820353,0.00596510162224238,300,-0.0145886982148841,-0.000884637323311954,0.0372498590854143,0.00215062161702396,300,-0.000141749792637321,-0.000182555927400505,0.0015553236653281,8.97966536854174e-05,300,-0.00107313561193623,-0.000304794741441447,0.00221308448034333,0.000127772492046561,300,-0.0510114745856847,-0.000906353273901452,0.161873399665216,0.00934576508713522,300,-0.0154390160620261,-0.000525989016069999,0.0335128336348754,0.00193486435204024,300,-0.00960051328630972,-0.000424479064989599,0.0267284316183252,0.00154316671898566,300,-5.62340000000031,-0.65099999999802,10.875107057483,0.627874598710382,300
